table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
12723,r204,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['61,347', '']","['38,941', '']","['7,397', '']","['10,666', '']","['4,343', '']","['57,930', '']","['37,134', '']","['7,174', '']","['9,283', '']","['4,339', '']"
12723,r205,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r206,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['74,584', '']","['41,050', '']","['8,960', '']","['7,636', '']","['16,938', '']","['65,807', '']","['36,988', '']","['8,160', '']","['5,483', '']","['15,176', '']"
12723,r207,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['1,076', '']","['899', '']","['0', '']","['0', '']","['177', '']","['1,074', '']","['897', '']","['0', '']","['0', '']","['177', '']"
12723,r208,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r209,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['964', '']","['651', '']","['45', '']","['119', '']","['149', '']","['964', '']","['651', '']","['45', '']","['119', '']","['149', '']"
12723,r210,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['118', '']","['118', '']","['0', '']","['0', '']","['0', '']","['118', '']","['118', '']","['0', '']","['0', '']","['0', '']"
12723,r211,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['5,731', '']","['2,424', '']","['1,328', '']","['315', '']","['1,664', '']","['5,004', '']","['2,382', '']","['860', '']","['146', '']","['1,616', '']"
12723,r212,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['8,242', '']","['6,962', '']","['133', '']","['561', '']","['586', '']","['7,347', '']","['6,240', '']","['132', '']","['445', '']","['530', '']"
12723,r213,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['843', '']","['313', '']","['0', '']","['247', '']","['283', '']","['829', '']","['299', '']","['0', '']","['247', '']","['283', '']"
12723,r214,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['111,443', '']","['63,236', '']","['34,694', '']","['13,139', '']","['374', '']","['79,820', '']","['58,489', '']","['10,393', '']","['10,745', '']","['193', '']"
12723,r215,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['564', '']","['564', '']","['0', '']","['0', '']","['0', '']","['564', '']","['564', '']","['0', '']","['0', '']","['0', '']"
12723,r216,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['20,920', '']","['16,886', '']","['0', '']","['2,581', '']","['1,453', '']","['18,408', '']","['14,480', '']","['0', '']","['2,480', '']","['1,448', '']"
12723,r217,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['307', '']","['307', '']","['0', '']","['0', '']","['0', '']","['307', '']","['307', '']","['0', '']","['0', '']","['0', '']"
12723,r218,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['106,828', '']","['67,015', '']","['27,417', '']","['9,478', '']","['2,918', '']","['99,496', '']","['62,422', '']","['27,330', '']","['7,507', '']","['2,237', '']"
12723,r219,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['131', '']","['131', '']","['0', '']","['0', '']","['0', '']","['81', '']","['81', '']","['0', '']","['0', '']","['0', '']"
12723,r220,United States -> Indiana,United States,Indiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r221,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r222,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['1,593', '']","['1,065', '']","['58', '']","['102', '']","['368', '']","['724', '']","['266', '']","['58', '']","['73', '']","['327', '']"
12723,r223,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['52', '']","['36', '']","['0', '']","['0', '']","['16', '']","['52', '']","['36', '']","['0', '']","['0', '']","['16', '']"
12723,r224,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['88,969', '']","['42,078', '']","['14,371', '']","['28,793', '']","['3,727', '']","['70,548', '']","['39,322', '']","['4,188', '']","['24,262', '']","['2,776', '']"
12723,r225,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['203', '']","['203', '']","['0', '']","['0', '']","['0', '']","['89', '']","['89', '']","['0', '']","['0', '']","['0', '']"
12723,r226,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['12,124', '']","['4,324', '']","['1,133', '']","['2,347', '']","['4,320', '']","['11,490', '']","['3,994', '']","['1,122', '']","['2,094', '']","['4,280', '']"
12723,r227,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['503', '']","['122', '']","['82', '']","['36', '']","['263', '']","['36', '']","['0', '']","['0', '']","['36', '']","['0', '']"
12723,r228,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['1,442', '']","['843', '']","['53', '']","['18', '']","['528', '']","['907', '']","['655', '']","['28', '']","['0', '']","['224', '']"
12723,r229,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['112,632', '']","['45,160', '']","['23,057', '']","['9,859', '']","['34,556', '']","['82,708', '']","['42,319', '']","['20,996', '']","['7,180', '']","['12,213', '']"
12723,r230,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r231,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['33', '']","['33', '']","['0', '']","['0', '']","['0', '']","['9', '']","['9', '']","['0', '']","['0', '']","['0', '']"
12723,r232,"United States -> Indiana -> Private -> Marian U., Indianapolis",United States,Indiana,Private,"Marian U., Indianapolis",4,"['100', '']","['100', '']","['0', '']","['0', '']","['0', '']","['100', '']","['100', '']","['0', '']","['0', '']","['0', '']"
12723,r233,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['44,317', '']","['16,127', '']","['19,040', '']","['5,340', '']","['3,810', '']","['40,969', '']","['14,527', '']","['18,155', '']","['4,522', '']","['3,765', '']"
12723,r234,United States -> Iowa,United States,Iowa,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r235,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r236,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['38,350', '']","['15,746', '']","['3,237', '']","['5,971', '']","['13,396', '']","['35,726', '']","['13,903', '']","['3,237', '']","['5,389', '']","['13,197', '']"
12723,r237,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['11,629', '']","['2,311', '']","['1,023', '']","['1,663', '']","['6,632', '']","['11,629', '']","['2,311', '']","['1,023', '']","['1,663', '']","['6,632', '']"
12723,r238,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['1,480', '']","['482', '']","['0', '']","['0', '']","['998', '']","['1,480', '']","['482', '']","['0', '']","['0', '']","['998', '']"
12723,r239,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r240,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['61', '']","['61', '']","['0', '']","['0', '']","['0', '']","['46', '']","['46', '']","['0', '']","['0', '']","['0', '']"
12723,r241,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['910', '']","['139', '']","['281', '']","['0', '']","['490', '']","['620', '']","['130', '']","['0', '']","['0', '']","['490', '']"
12723,r242,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['49', '']","['49', '']","['0', '']","['0', '']","['0', '']"
12723,r243,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['12', '']","['12', '']","['0', '']","['0', '']","['0', '']"
12723,r244,United States -> Kansas,United States,Kansas,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r245,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r246,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['12,760', '']","['5,377', '']","['1,592', '']","['4,646', '']","['1,145', '']","['10,803', '']","['4,428', '']","['1,491', '']","['3,769', '']","['1,115', '']"
12723,r247,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['675', '']","['675', '']","['0', '']","['0', '']","['0', '']","['675', '']","['675', '']","['0', '']","['0', '']","['0', '']"
12723,r248,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['49,467', '']","['21,805', '']","['4,150', '']","['6,344', '']","['17,168', '']","['43,338', '']","['19,482', '']","['3,203', '']","['5,334', '']","['15,319', '']"
12723,r249,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['4,765', '']","['1,145', '']","['222', '']","['783', '']","['2,615', '']","['4,640', '']","['1,145', '']","['202', '']","['775', '']","['2,518', '']"
12723,r250,United States -> Kentucky,United States,Kentucky,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r251,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r252,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['389', '']","['346', '']","['0', '']","['0', '']","['43', '']","['389', '']","['346', '']","['0', '']","['0', '']","['43', '']"
12723,r253,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['294', '']","['294', '']","['0', '']","['0', '']","['0', '']","['294', '']","['294', '']","['0', '']","['0', '']","['0', '']"
12723,r254,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['548', '']","['0', '']","['530', '']","['18', '']","['0', '']","['547', '']","['0', '']","['530', '']","['17', '']","['0', '']"
12723,r255,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['738', '']","['605', '']","['4', '']","['109', '']","['20', '']","['596', '']","['567', '']","['0', '']","['17', '']","['12', '']"
12723,r256,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['1,174', '']","['619', '']","['0', '']","['0', '']","['555', '']","['1,174', '']","['619', '']","['0', '']","['0', '']","['555', '']"
12723,r257,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['47,415', 'i']","['21,955', '']","['6,410', 'i']","['4,142', 'i']","['14,908', 'i']","['44,123', '']","['19,027', '']","['6,277', '']","['4,004', '']","['14,815', '']"
12723,r258,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['23,368', '']","['10,998', '']","['4,461', '']","['5,666', '']","['2,243', '']","['17,739', '']","['9,376', '']","['1,881', '']","['4,497', '']","['1,985', '']"
12723,r259,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['2,827', '']","['1,683', '']","['226', '']","['159', '']","['759', '']","['2,068', '']","['1,683', '']","['226', '']","['159', '']","['0', '']"
12723,r260,United States -> Louisiana,United States,Louisiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r261,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r262,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['397', '']","['397', '']","['0', '']","['0', '']","['0', '']","['377', '']","['377', '']","['0', '']","['0', '']","['0', '']"
12723,r263,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['26,410', '']","['19,405', '']","['1,300', '']","['1,991', '']","['3,714', '']","['25,717', '']","['19,337', '']","['1,279', '']","['1,981', '']","['3,120', '']"
12723,r264,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['8,273', '']","['6,466', '']","['930', '']","['877', '']","['0', '']","['8,207', '']","['6,447', '']","['930', '']","['830', '']","['0', '']"
12723,r265,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['1,436', '']","['1,382', '']","['54', '']","['0', '']","['0', '']","['1,436', '']","['1,382', '']","['54', '']","['0', '']","['0', '']"
12723,r266,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['3,750', '']","['855', '']","['495', '']","['1,167', '']","['1,233', '']","['3,543', '']","['855', '']","['439', '']","['1,020', '']","['1,229', '']"
12723,r267,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12723,r268,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['779', '']","['686', '']","['0', '']","['0', '']","['93', '']","['779', '']","['686', '']","['0', '']","['0', '']","['93', '']"
12723,r269,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['303', '']","['303', '']","['0', '']","['0', '']","['0', '']","['303', '']","['303', '']","['0', '']","['0', '']","['0', '']"
12723,r270,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['648', '']","['0', '']","['618', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r271,"United States -> Louisiana -> Public -> Southern U., New Orleans",United States,Louisiana,Public,"Southern U., New Orleans",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12723,r272,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['10,278', '']","['3,795', '']","['630', '']","['582', '']","['5,271', '']","['8,492', '']","['2,584', '']","['605', '']","['32', '']","['5,271', '']"
12723,r273,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['1,120', '']","['825', '']","['30', '']","['100', '']","['165', '']","['990', '']","['825', '']","['0', '']","['0', '']","['165', '']"
12723,r274,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['2,228', '']","['1,569', '']","['79', '']","['429', '']","['151', '']","['1,807', '']","['1,286', '']","['54', '']","['320', '']","['147', '']"
12723,r275,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r276,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['225', '']","['42', '']","['0', '']","['175', '']","['8', '']","['225', '']","['42', '']","['0', '']","['175', '']","['8', '']"
12723,r277,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['31,836', '']","['18,574', '']","['7,163', '']","['5,468', '']","['631', '']","['28,999', '']","['17,694', '']","['6,272', '']","['4,402', '']","['631', '']"
12723,r278,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['2,643', '']","['1,544', '']","['0', '']","['348', '']","['751', '']","['1,946', '']","['1,544', '']","['0', '']","['348', '']","['54', '']"
12723,r279,United States -> Maine,United States,Maine,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r280,United States -> Maine -> Public,United States,Maine,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r281,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['20,802', '']","['5,971', '']","['5,548', '']","['109', '']","['9,174', '']","['20,339', '']","['5,948', '']","['5,426', '']","['18', '']","['8,947', '']"
12723,r282,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['1,648', '']","['1,037', '']","['0', '']","['611', '']","['0', '']","['1,576', '']","['1,037', '']","['0', '']","['539', '']","['0', '']"
12723,r283,United States -> Maine -> Private,United States,Maine,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r284,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['745', '']","['382', '']","['0', '']","['363', '']","['0', '']","['745', '']","['382', '']","['0', '']","['363', '']","['0', '']"
12723,r285,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['503', '']","['89', '']","['0', '']","['414', '']","['0', '']","['503', '']","['89', '']","['0', '']","['414', '']","['0', '']"
12723,r286,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['767', '']","['261', '']","['0', '']","['410', '']","['96', '']","['693', '']","['232', '']","['0', '']","['365', '']","['96', '']"
12723,r287,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['736', '']","['474', '']","['0', '']","['262', '']","['0', '']","['602', '']","['474', '']","['0', '']","['128', '']","['0', '']"
12723,r288,United States -> Maryland,United States,Maryland,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r289,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12723,r290,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['968', '']","['968', '']","['0', '']","['0', '']","['0', '']","['968', '']","['968', '']","['0', '']","['0', '']","['0', '']"
12723,r291,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['13,556', '']","['11,800', '']","['1,429', '']","['327', '']","['0', '']","['13,077', '']","['11,332', '']","['1,429', '']","['316', '']","['0', '']"
12723,r292,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['2,534', '']","['1,686', '']","['0', '']","['781', '']","['67', '']","['2,090', '']","['1,242', '']","['0', '']","['781', '']","['67', '']"
12723,r293,United States -> Maryland -> Public -> St. Mary's C. Maryland,United States,Maryland,Public,St. Mary's C. Maryland,4,"['82', '']","['0', '']","['0', '']","['0', '']","['82', '']","['51', '']","['0', '']","['0', '']","['0', '']","['51', '']"
12723,r294,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['780', '']","['77', '']","['306', '']","['115', '']","['282', '']","['743', '']","['77', '']","['269', '']","['115', '']","['282', '']"
12723,r295,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['877', '']","['201', '']","['0', '']","['0', '']","['676', '']","['877', '']","['201', '']","['0', '']","['0', '']","['676', '']"
12723,r296,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['102,674', '']","['36,165', '']","['8,907', '']","['34,420', '']","['23,182', '']","['85,727', '']","['33,371', '']","['8,127', '']","['21,206', '']","['23,023', '']"
12723,r297,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,558', '']","['1,608', '']","['23', '']","['971', '']","['956', '']","['2,615', '']","['1,539', '']","['23', '']","['187', '']","['866', '']"
12723,r298,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['30,142', '']","['22,509', '']","['614', '']","['716', '']","['6,303', '']","['30,079', '']","['22,446', '']","['614', '']","['716', '']","['6,303', '']"
12723,r299,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['1,119', '']","['1,119', '']","['0', '']","['0', '']","['0', '']","['1,119', '']","['1,119', '']","['0', '']","['0', '']","['0', '']"
12723,r300,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['334', '']","['56', '']","['0', '']","['278', '']","['0', '']","['278', '']","['0', '']","['0', '']","['278', '']","['0', '']"
