table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
11670,r224,All fields -> Science and engineering -> Physical sciences -> Physics -> Applied physics,All fields,Science and engineering,Physical sciences,Physics,Applied physics,5,124,51,62,5,0,8,3,42,2,2,0
11670,r225,All fields -> Science and engineering -> Physical sciences -> Physics -> Atomic/ molecular physics,All fields,Science and engineering,Physical sciences,Physics,Atomic/ molecular physics,5,103,38,64,6,0,6,1,44,6,0,1
11670,r226,All fields -> Science and engineering -> Physical sciences -> Physics -> Condensed matter and materials physics,All fields,Science and engineering,Physical sciences,Physics,Condensed matter and materials physics,5,365,191,169,11,0,35,9,105,7,1,1
11670,r227,All fields -> Science and engineering -> Physical sciences -> Physics -> Elementary particle physics,All fields,Science and engineering,Physical sciences,Physics,Elementary particle physics,5,164,75,86,2,0,9,0,72,2,0,1
11670,r228,All fields -> Science and engineering -> Physical sciences -> Physics -> Nuclear physics,All fields,Science and engineering,Physical sciences,Physics,Nuclear physics,5,91,32,58,5,0,5,0,46,0,1,1
11670,r229,All fields -> Science and engineering -> Physical sciences -> Physics -> Optics/ optical sciences,All fields,Science and engineering,Physical sciences,Physics,Optics/ optical sciences,5,135,82,48,2,0,6,1,36,1,0,2
11670,r230,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and astronomy,All fields,Science and engineering,Physical sciences,Physics,Physics and astronomy,5,280,110,162,15,0,14,2,122,6,2,1
11670,r231,"All fields -> Science and engineering -> Physical sciences -> Physics -> Physics, general",All fields,Science and engineering,Physical sciences,Physics,"Physics, general",5,430,176,199,20,0,24,2,134,4,6,9
11670,r232,All fields -> Science and engineering -> Physical sciences -> Physics -> Plasma and high-temperature physics,All fields,Science and engineering,Physical sciences,Physics,Plasma and high-temperature physics,5,67,16,51,6,0,8,2,30,4,1,0
11670,r233,All fields -> Science and engineering -> Physical sciences -> Physics -> Theoretical and mathematical physics,All fields,Science and engineering,Physical sciences,Physics,Theoretical and mathematical physics,5,117,47,69,8,0,9,0,48,3,0,1
11670,r234,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and physical sciences nec,All fields,Science and engineering,Physical sciences,Physics,Physics and physical sciences nec,5,124,58,56,6,0,4,6,39,1,0,0
11670,r235,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,,3,3793,335,3178,380,12,237,298,2005,141,39,66
11670,r236,All fields -> Science and engineering -> Psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,,4,1203,41,1078,128,6,90,69,703,50,10,22
11670,r237,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical child psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical child psychology,5,53,1,51,8,0,5,3,34,1,0,0
11670,r238,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical psychology,5,1150,40,1027,120,6,85,66,669,49,10,22
11670,r239,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,,4,1293,121,1099,141,3,66,155,654,47,16,17
11670,r240,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Applied behavior analysis,All fields,Science and engineering,Psychology,Counseling and applied psychology,Applied behavior analysis,5,49,6,42,9,0,4,0,25,2,0,2
11670,r241,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling psychology,5,366,28,316,45,1,17,51,173,16,9,4
11670,r242,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Educational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Educational psychology,5,247,43,189,17,1,13,30,119,2,1,6
11670,r243,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Industrial and organizational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Industrial and organizational psychology,5,171,19,141,25,0,7,15,85,8,1,0
11670,r244,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> School psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,School psychology,5,223,12,201,20,0,15,26,128,8,3,1
11670,r245,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling and applied psychology nec,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling and applied psychology nec,5,237,13,210,25,1,10,33,124,11,2,4
11670,r246,All fields -> Science and engineering -> Psychology -> Research and experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,,4,803,126,655,64,2,60,36,447,26,9,11
11670,r247,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Behavioral neuroscience,All fields,Science and engineering,Psychology,Research and experimental psychology,Behavioral neuroscience,5,82,5,67,8,0,3,3,52,1,0,0
11670,r248,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Cognitive psychology and psycholinguistics,All fields,Science and engineering,Psychology,Research and experimental psychology,Cognitive psychology and psycholinguistics,5,111,19,92,6,0,13,2,63,5,1,2
11670,r249,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Developmental and child psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Developmental and child psychology,5,103,18,84,13,0,6,3,55,3,3,1
11670,r250,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Experimental psychology,5,111,20,89,7,0,6,2,74,0,0,0
11670,r251,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Social psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Social psychology,5,189,25,162,17,0,16,12,105,9,2,1
11670,r252,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Research and experimental psychology nec,All fields,Science and engineering,Psychology,Research and experimental psychology,Research and experimental psychology nec,5,207,39,161,13,2,16,14,98,8,3,7
11670,r253,"All fields -> Science and engineering -> Psychology -> Psychology, other",All fields,Science and engineering,Psychology,"Psychology, other",,4,494,47,346,47,1,21,38,201,18,4,16
11670,r254,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Human development",All fields,Science and engineering,Psychology,"Psychology, other",Human development,5,155,25,115,11,0,6,11,76,6,0,5
11670,r255,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology, general",All fields,Science and engineering,Psychology,"Psychology, other","Psychology, general",5,283,20,179,24,1,12,24,96,8,3,11
11670,r256,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology nec",All fields,Science and engineering,Psychology,"Psychology, other",Psychology nec,5,56,2,52,12,0,3,3,29,4,1,0
11670,r257,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,,3,4992,1716,3065,329,15,291,292,1950,103,46,39
11670,r258,All fields -> Science and engineering -> Social sciences -> Anthropology,All fields,Science and engineering,Social sciences,Anthropology,,4,379,66,296,39,4,21,9,205,7,8,3
11670,r259,"All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology, general",All fields,Science and engineering,Social sciences,Anthropology,"Anthropology, general",5,99,9,75,8,1,4,0,50,4,5,3
11670,r260,All fields -> Science and engineering -> Social sciences -> Anthropology -> Cultural anthropology,All fields,Science and engineering,Social sciences,Anthropology,Cultural anthropology,5,161,43,116,17,1,12,7,76,1,2,0
11670,r261,All fields -> Science and engineering -> Social sciences -> Anthropology -> Physical and biological anthropology,All fields,Science and engineering,Social sciences,Anthropology,Physical and biological anthropology,5,69,8,61,6,1,4,0,48,1,1,0
11670,r262,All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology nec,All fields,Science and engineering,Social sciences,Anthropology,Anthropology nec,5,50,6,44,8,1,1,2,31,1,0,0
11670,r263,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,452,108,316,59,8,32,47,152,7,7,4
11670,r264,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Area studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Area studies,5,266,81,168,21,0,15,12,112,2,3,3
11670,r265,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Ethnic studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Ethnic studies,5,103,12,84,28,5,9,28,8,3,2,1
11670,r266,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Area, ethnic, cultural, gender, and group studies nec",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies","Area, ethnic, cultural, gender, and group studies nec",5,83,15,64,10,3,8,7,32,2,2,0
11670,r267,All fields -> Science and engineering -> Social sciences -> Economics,All fields,Science and engineering,Social sciences,Economics,,4,1393,841,489,45,0,72,17,330,14,8,3
11670,r268,All fields -> Science and engineering -> Social sciences -> Economics -> Agricultural economics,All fields,Science and engineering,Social sciences,Economics,Agricultural economics,5,90,63,26,2,0,2,2,19,1,0,0
11670,r269,All fields -> Science and engineering -> Social sciences -> Economics -> Applied economics,All fields,Science and engineering,Social sciences,Economics,Applied economics,5,130,72,57,7,0,10,4,35,1,0,0
11670,r270,All fields -> Science and engineering -> Social sciences -> Economics -> Development economics and international development,All fields,Science and engineering,Social sciences,Economics,Development economics and international development,5,41,24,17,1,0,3,3,10,0,0,0
11670,r271,All fields -> Science and engineering -> Social sciences -> Economics -> Econometrics and quantitative economics,All fields,Science and engineering,Social sciences,Economics,Econometrics and quantitative economics,5,202,171,28,2,0,5,1,17,1,2,0
11670,r272,"All fields -> Science and engineering -> Social sciences -> Economics -> Economics, general",All fields,Science and engineering,Social sciences,Economics,"Economics, general",5,815,452,308,28,0,48,6,209,9,6,2
11670,r273,All fields -> Science and engineering -> Social sciences -> Economics -> Environmental/ natural resource economics,All fields,Science and engineering,Social sciences,Economics,Environmental/ natural resource economics,5,62,30,30,2,0,2,0,24,1,0,1
11670,r274,All fields -> Science and engineering -> Social sciences -> Economics -> Economics nec,All fields,Science and engineering,Social sciences,Economics,Economics nec,5,53,29,23,3,0,2,1,16,1,0,0
11670,r275,All fields -> Science and engineering -> Social sciences -> Political science and government,All fields,Science and engineering,Social sciences,Political science and government,,4,665,196,438,42,0,39,30,298,12,6,11
11670,r276,"All fields -> Science and engineering -> Social sciences -> Political science and government -> Political science and government, general",All fields,Science and engineering,Social sciences,Political science and government,"Political science and government, general",5,556,170,356,34,0,36,16,247,11,3,9
11670,r277,All fields -> Science and engineering -> Social sciences -> Political science and government -> Political science and government nec,All fields,Science and engineering,Social sciences,Political science and government,Political science and government nec,5,109,26,82,8,0,3,14,51,1,3,2
11670,r278,All fields -> Science and engineering -> Social sciences -> Public policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,,4,407,77,315,29,0,25,77,164,14,4,2
11670,r279,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Education policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Education policy analysis,5,111,16,94,10,0,4,16,54,7,2,1
11670,r280,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Health policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Health policy analysis,5,45,8,36,2,0,5,3,23,2,0,1
11670,r281,"All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy analysis, general",All fields,Science and engineering,Social sciences,Public policy analysis,"Public policy analysis, general",5,113,31,76,6,0,9,15,44,2,0,0
11670,r282,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy nec,All fields,Science and engineering,Social sciences,Public policy analysis,Public policy nec,5,138,22,109,11,0,7,43,43,3,2,0
11670,r283,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies",,4,627,113,494,58,0,35,58,320,16,2,5
11670,r284,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, general",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, general",5,556,101,436,51,0,30,47,288,14,1,5
11670,r285,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, demography, and population studies nec",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, demography, and population studies nec",5,71,12,58,7,0,5,11,32,2,1,0
11670,r286,"All fields -> Science and engineering -> Social sciences -> Social sciences, other",All fields,Science and engineering,Social sciences,"Social sciences, other",,4,1069,315,717,57,3,67,54,481,33,11,11
11670,r287,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Applied linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Applied linguistics,5,70,34,32,1,0,7,1,22,0,1,0
11670,r288,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Archeology",All fields,Science and engineering,Social sciences,"Social sciences, other",Archeology,5,91,19,72,5,1,2,0,59,4,1,0
11670,r289,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Criminology",All fields,Science and engineering,Social sciences,"Social sciences, other",Criminology,5,135,16,115,12,0,9,15,69,9,0,1
11670,r290,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Geography and cartography",All fields,Science and engineering,Social sciences,"Social sciences, other",Geography and cartography,5,213,71,132,7,2,13,11,91,4,3,1
11670,r291,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> International relations and national security studies",All fields,Science and engineering,Social sciences,"Social sciences, other",International relations and national security studies,5,115,36,74,6,0,7,4,52,2,1,2
11670,r292,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Linguistics,5,194,76,107,7,0,8,1,84,3,1,3
11670,r293,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Social sciences nec",All fields,Science and engineering,Social sciences,"Social sciences, other",Social sciences nec,5,251,63,185,19,0,21,22,104,11,4,4
11670,r294,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,,2,11889,2586,8556,856,47,580,1067,5472,236,115,183
11670,r295,All fields -> Non-science and engineering -> Business,All fields,Non-science and engineering,Business,,,3,1510,742,663,38,2,122,65,392,15,12,17
11670,r296,All fields -> Non-science and engineering -> Business -> Business administration and management,All fields,Non-science and engineering,Business,Business administration and management,,4,493,208,223,13,1,37,34,121,4,6,7
11670,r297,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business management and administration,All fields,Non-science and engineering,Business,Business administration and management,Business management and administration,5,312,129,136,5,1,24,16,76,2,5,7
11670,r298,All fields -> Non-science and engineering -> Business -> Business administration and management -> Organizational leadership,All fields,Non-science and engineering,Business,Business administration and management,Organizational leadership,5,68,8,49,8,0,3,12,23,2,1,0
11670,r299,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business administration and management nec,All fields,Non-science and engineering,Business,Business administration and management,Business administration and management nec,5,113,71,38,0,0,10,6,22,0,0,0
11670,r300,"All fields -> Non-science and engineering -> Business -> Business, other",All fields,Non-science and engineering,Business,"Business, other",,4,1017,534,440,25,1,85,31,271,11,6,10
11670,r301,"All fields -> Non-science and engineering -> Business -> Business, other -> Accounting and accounting-related",All fields,Non-science and engineering,Business,"Business, other",Accounting and accounting-related,5,163,77,81,0,0,18,3,55,1,1,3
11670,r302,"All fields -> Non-science and engineering -> Business -> Business, other -> Finance and financial management",All fields,Non-science and engineering,Business,"Business, other",Finance and financial management,5,219,132,78,5,0,22,2,46,2,0,1
11670,r303,"All fields -> Non-science and engineering -> Business -> Business, other -> Management information systems",All fields,Non-science and engineering,Business,"Business, other",Management information systems,5,82,56,24,1,0,9,2,12,0,0,0
11670,r304,"All fields -> Non-science and engineering -> Business -> Business, other -> Management sciences",All fields,Non-science and engineering,Business,"Business, other",Management sciences,5,88,46,41,3,0,8,2,22,3,1,2
11670,r305,"All fields -> Non-science and engineering -> Business -> Business, other -> Marketing",All fields,Non-science and engineering,Business,"Business, other",Marketing,5,145,85,52,2,0,12,2,33,2,0,1
11670,r306,"All fields -> Non-science and engineering -> Business -> Business, other -> Organizational behavior studies",All fields,Non-science and engineering,Business,"Business, other",Organizational behavior studies,5,100,32,66,6,0,4,7,46,0,3,0
11670,r307,"All fields -> Non-science and engineering -> Business -> Business, other -> Business nec",All fields,Non-science and engineering,Business,"Business, other",Business nec,5,220,106,98,8,1,12,13,57,3,1,3
11670,r308,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,,3,3988,461,3291,356,25,180,594,1967,76,26,67
11670,r309,All fields -> Non-science and engineering -> Education -> Education leadership and administration,All fields,Non-science and engineering,Education,Education leadership and administration,,4,1179,78,1051,118,6,47,271,553,25,9,22
11670,r310,"All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Educational leadership and administration, general",All fields,Non-science and engineering,Education,Education leadership and administration,"Educational leadership and administration, general",5,501,31,444,45,0,17,112,251,7,3,9
11670,r311,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Higher education and community college administration,All fields,Non-science and engineering,Education,Education leadership and administration,Higher education and community college administration,5,452,28,412,50,6,22,101,205,14,4,10
11670,r312,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Education leadership and administration nec,All fields,Non-science and engineering,Education,Education leadership and administration,Education leadership and administration nec,5,226,19,195,23,0,8,58,97,4,2,3
11670,r313,All fields -> Non-science and engineering -> Education -> Education research,All fields,Non-science and engineering,Education,Education research,,4,1253,188,985,92,6,59,162,619,22,9,16
11670,r314,All fields -> Non-science and engineering -> Education -> Education research -> Curriculum and instruction,All fields,Non-science and engineering,Education,Education research,Curriculum and instruction,5,413,60,330,32,2,12,43,224,3,6,8
11670,r315,"All fields -> Non-science and engineering -> Education -> Education research -> Educational assessment, evaluation, and research methods",All fields,Non-science and engineering,Education,Education research,"Educational assessment, evaluation, and research methods",5,203,46,143,16,2,12,12,97,3,1,0
11670,r316,All fields -> Non-science and engineering -> Education -> Education research -> Educational/ instructional technology and media design,All fields,Non-science and engineering,Education,Education research,Educational/ instructional technology and media design,5,199,48,137,9,0,16,23,82,4,2,1
11670,r317,All fields -> Non-science and engineering -> Education -> Education research -> Higher education evaluation and research,All fields,Non-science and engineering,Education,Education research,Higher education evaluation and research,5,62,4,56,7,1,3,14,30,0,0,1
11670,r318,All fields -> Non-science and engineering -> Education -> Education research -> Student counseling and personnel services,All fields,Non-science and engineering,Education,Education research,Student counseling and personnel services,5,283,20,241,25,0,8,58,137,8,0,5
11670,r319,All fields -> Non-science and engineering -> Education -> Education research -> Education research nec,All fields,Non-science and engineering,Education,Education research,Education research nec,5,93,10,78,3,1,8,12,49,4,0,1
11670,r320,All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields,All fields,Non-science and engineering,Education,Teacher education and teaching fields,,4,1098,159,885,96,10,50,106,582,18,3,20
11670,r321,"All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Adult, continuing, and workforce education and development",All fields,Non-science and engineering,Education,Teacher education and teaching fields,"Adult, continuing, and workforce education and development",5,61,5,47,3,1,2,12,28,1,0,0
11670,r322,"All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Bilingual, multilingual, and multicultural education",All fields,Non-science and engineering,Education,Teacher education and teaching fields,"Bilingual, multilingual, and multicultural education",5,72,6,62,18,2,8,13,18,2,0,1
11670,r323,All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Mathematics teacher education,All fields,Non-science and engineering,Education,Teacher education and teaching fields,Mathematics teacher education,5,73,19,52,4,1,5,6,32,2,0,2
11670,r324,All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Music teacher education,All fields,Non-science and engineering,Education,Teacher education and teaching fields,Music teacher education,5,78,8,70,9,0,4,4,51,0,0,2
11670,r325,All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Special education and teaching,All fields,Non-science and engineering,Education,Teacher education and teaching fields,Special education and teaching,5,246,31,200,16,2,8,22,142,5,2,3
11670,r326,All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> STEM educational methods,All fields,Non-science and engineering,Education,Teacher education and teaching fields,STEM educational methods,5,75,9,62,3,0,6,7,45,1,0,0
11670,r327,"All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Teacher education, science and engineering",All fields,Non-science and engineering,Education,Teacher education and teaching fields,"Teacher education, science and engineering",5,55,4,47,2,0,2,7,35,0,0,1
11670,r328,"All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Teacher education, specific levels and methods",All fields,Non-science and engineering,Education,Teacher education and teaching fields,"Teacher education, specific levels and methods",5,202,30,169,16,3,8,24,111,2,0,5
11670,r329,"All fields -> Non-science and engineering -> Education -> Teacher education and teaching fields -> Teacher education, specific subject areas",All fields,Non-science and engineering,Education,Teacher education and teaching fields,"Teacher education, specific subject areas",5,236,47,176,25,1,7,11,120,5,1,6
11670,r330,"All fields -> Non-science and engineering -> Education -> Education, other",All fields,Non-science and engineering,Education,"Education, other",,4,458,36,370,50,3,24,55,213,11,5,9
11670,r331,"All fields -> Non-science and engineering -> Education -> Education, other -> Education, general",All fields,Non-science and engineering,Education,"Education, other","Education, general",5,324,31,252,36,1,19,31,147,10,5,3
11670,r332,"All fields -> Non-science and engineering -> Education -> Education, other -> Education nec",All fields,Non-science and engineering,Education,"Education, other",Education nec,5,134,5,118,14,2,5,24,66,1,0,6
11670,r333,All fields -> Non-science and engineering -> Humanities,All fields,Non-science and engineering,Humanities,,,3,3358,621,2536,268,13,130,149,1805,74,41,56
11670,r334,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters",All fields,Non-science and engineering,Humanities,"English language and literature, letters",,4,1039,124,870,59,7,41,55,646,29,14,19
11670,r335,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> American literature (United States)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",American literature (United States),5,113,14,98,9,0,1,15,71,2,0,0
11670,r336,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Creative writing",All fields,Non-science and engineering,Humanities,"English language and literature, letters",Creative writing,5,103,6,95,3,0,7,7,73,4,0,1
11670,r337,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature, general",All fields,Non-science and engineering,Humanities,"English language and literature, letters","English language and literature, general",5,398,48,322,19,5,18,16,232,14,10,8
11670,r338,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English literature (British and Commonwealth)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English literature (British and Commonwealth),5,141,23,115,4,0,5,0,101,2,2,1
11670,r339,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Rhetoric, composition, and writing studies",All fields,Non-science and engineering,Humanities,"English language and literature, letters","Rhetoric, composition, and writing studies",5,199,22,174,7,2,5,14,131,5,2,8
11670,r340,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature nec",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English language and literature nec,5,85,11,66,17,0,5,3,38,2,0,1
11670,r341,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",,4,571,205,322,86,2,15,10,195,8,1,5
11670,r342,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Comparative literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Comparative literature,5,129,44,70,6,0,3,2,55,4,0,0
11670,r343,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Hispanic/ Latin American languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Hispanic/ Latin American languages, literatures, and linguistics",5,97,44,51,30,0,1,3,16,0,1,0
11670,r344,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Romance languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Romance languages, literatures, and linguistics",5,97,32,57,8,0,3,4,41,1,0,0
11670,r345,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Spanish language and literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Spanish language and literature,5,97,25,63,37,0,0,0,22,1,0,3
11670,r346,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Foreign languages, literatures, and linguistics nec",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Foreign languages, literatures, and linguistics nec",5,151,60,81,5,2,8,1,61,2,0,2
11670,r347,All fields -> Non-science and engineering -> Humanities -> History,All fields,Non-science and engineering,Humanities,History,,4,733,120,578,66,2,29,36,412,18,7,8
11670,r348,All fields -> Non-science and engineering -> Humanities -> History -> American history (United States),All fields,Non-science and engineering,Humanities,History,American history (United States),5,240,13,225,13,2,7,23,166,10,2,2
11670,r349,All fields -> Non-science and engineering -> Humanities -> History -> European history,All fields,Non-science and engineering,Humanities,History,European history,5,109,16,93,9,0,2,1,77,2,1,1
11670,r350,"All fields -> Non-science and engineering -> Humanities -> History -> History, general",All fields,Non-science and engineering,Humanities,History,"History, general",5,175,37,110,17,0,7,6,73,2,1,4
11670,r351,"All fields -> Non-science and engineering -> Humanities -> History -> History, regional focus",All fields,Non-science and engineering,Humanities,History,"History, regional focus",5,139,45,91,19,0,11,4,49,4,3,1
11670,r352,All fields -> Non-science and engineering -> Humanities -> History -> History nec,All fields,Non-science and engineering,Humanities,History,History nec,5,70,9,59,8,0,2,2,47,0,0,0
11670,r353,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,,4,619,107,482,41,2,27,22,347,15,16,12
11670,r354,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy,5,415,82,312,33,1,13,14,219,10,12,10
11670,r355,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Religion/ religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Religion/ religious studies,5,143,15,121,5,0,8,6,96,2,2,2
11670,r356,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy and religious studies nec,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy and religious studies nec,5,61,10,49,3,1,6,2,32,3,2,0
11670,r357,"All fields -> Non-science and engineering -> Humanities -> Humanities, other",All fields,Non-science and engineering,Humanities,"Humanities, other",,4,396,65,284,16,0,18,26,205,4,3,12
11670,r358,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Bible/ biblical studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Bible/ biblical studies,5,99,19,74,3,0,4,2,62,2,0,1
11670,r359,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Humanities and humanistic studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Humanities and humanistic studies,5,98,22,72,9,0,2,7,49,0,0,5
