table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12859,r193,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['25,380', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r194,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r195,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['0', '']","['0', '']","['0', '']","['133,575', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r196,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['1,488', '']","['56,200', '']","['0', '']","['10,017', '']","['0', '']","['0', '']","['10,409', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r197,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['67,980', '']","['0', '']","['35,987', '']","['40,465', '']","['16,775', '']","['310,600', '']","['50,983', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r198,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r199,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r200,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r201,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['29,000', '']","['0', '']","['2,300', '']","['108,766', '']","['0', '']","['14,791', '']","['3,675', '']","['14,179', '']","['0', '']","['27,484', '']","['0', '']","['0', '']"
12859,r202,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r203,Indiana,Indiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r204,Indiana -> Public,Indiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r205,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['287', '']","['0', '']","['17,938', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r206,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['1,607', '']","['0', '']","['0', '']","['39,800', '']","['20,650', '']","['0', '']","['0', '']","['46,995', '']","['0', '']","['0', '']"
12859,r207,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['na', '']","['na', '']","['6,000', '']","['27,710', '']","['0', '']","['53,600', '']","['35,972', '']","['0', '']","['26,163', '']","['104,972', '']","['0', '']","['0', '']"
12859,r208,"Indiana -> Public -> Purdue U., Fort Wayne<sup>d</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>d</sup>",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r209,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['1,650', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r210,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['14,725', '']","['123,744', '']","['10,000', '']","['8,230', '']","['43,822', '']","['31,100', '']","['73,000', '']","['54,070', '']","['0', '']","['13,778', '']"
12859,r211,Indiana -> Private,Indiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r212,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r213,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['26,528', '']","['20,000', '']","['0', '']","['3,033', '']","['61,433', '']","['0', '']","['1,385', '']","['0', '']","['81,686', '']","['0', '']","['0', '']","['0', '']"
12859,r214,Iowa,Iowa,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r215,Iowa -> Public,Iowa,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r216,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['14,914', '']","['80,931', '']","['4,490', '']","['9,422', '']","['0', '']","['35,288', '']","['0', '']","['7,410', '']","['17,500', '']","['66,500', '']","['0', '']","['0', '']"
12859,r217,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['0', '']","['70,944', '']","['122,615', '']","['0', '']","['0', '']","['42,621', '']","['9,054', '']","['0', '']","['212,671', '']","['44,750', '']","['0', '']","['0', '']"
12859,r218,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['0', '']","['0', '']","['332', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,478', '']","['29,890', 'i']","['0', '']","['0', '']","['0', '']"
12859,r219,Iowa -> Private,Iowa,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r220,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['4,538', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r221,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,602', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r222,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r223,Kansas,Kansas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r224,Kansas -> Public,Kansas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r225,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['1,000', '']","['0', '']","['0', '']","['5,560', '']","['5,300', '']","['0', '']","['785', '']","['0', '']","['200,486', '']","['90,000', '']","['0', '']"
12859,r226,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['5,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r227,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['13,711', '']","['3,000', '']","['42,382', '']","['65,107', '']","['0', '']","['45,584', '']","['0', '']","['0', '']","['1,072', '']","['0', '']","['0', '']","['0', '']"
12859,r228,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['12,137', '']","['0', '']","['380', '']","['0', '']","['19,918', '']","['0', '']","['0', '']","['9,584', '']","['0', '']","['3,963', '']","['0', '']","['0', '']"
12859,r229,Kentucky,Kentucky,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r230,Kentucky -> Public,Kentucky,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r231,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['2,600', '']","['1,500', '']","['2,441', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,811', '']","['0', '']","['0', '']"
12859,r232,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['4,084', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r233,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['10,400', '']","['0', '']","['0', '']","['0', '']","['48,720', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r234,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']","['2,641', '']","['0', '']","['0', '']"
12859,r235,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['79,119', '']","['7,498', '']","['28,793', '']","['0', '']","['0', '']","['248,886', '']","['0', '']","['0', '']","['4,513', '']","['507,000', '']","['0', '']","['0', '']"
12859,r236,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['108,630', '']","['0', '']","['0', '']","['9,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,866', '']","['0', '']","['0', '']"
12859,r237,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['5,950', '']","['1,269', '']","['0', '']","['0', '']","['18,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r238,Louisiana,Louisiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r239,Louisiana -> Public,Louisiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r240,Louisiana -> Public -> Grambling State U.,Louisiana,Public,Grambling State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r241,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['11,600', '']","['0', '']","['0', '']","['35,413', '']","['7,540', '']","['0', '']","['5,141', '']","['0', '']","['37,442', '']","['0', '']","['0', '']"
12859,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,380', '']","['42,340', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r243,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['18,000', '']","['0', '']","['0', '']","['0', '']"
12859,r244,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['900', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,896', '']","['0', '']","['11,043', '']","['0', '']","['0', '']"
12859,r245,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,600', '']","['0', '']","['0', '']"
12859,r246,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,353', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r247,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r248,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']"
12859,r249,"Louisiana -> Public -> Southern U., New Orleans",Louisiana,Public,"Southern U., New Orleans",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r250,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['259', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['46,000', '']","['0', '']","['0', '']"
12859,r251,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['0', '']","['2,724', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']","['0', '']","['0', '']"
12859,r252,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r253,Louisiana -> Private,Louisiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r254,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['550', '']","['0', '']"
12859,r255,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['52,210', '']","['25,897', '']","['6,218', '']","['0', '']","['4,342', '']","['13,257', '']","['5,988', '']","['59,418', '']","['8,304', '']","['3,500', '']","['0', '']","['0', '']"
12859,r256,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r257,Maine,Maine,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r258,Maine -> Public,Maine,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r259,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['1,300', '']","['6,869', '']","['3,450', '']","['0', '']","['6,500', '']","['0', '']","['0', '']","['20,000', '']","['0', '']","['97,350', '']","['0', '']","['0', '']"
12859,r260,"Maine -> Public -> U. Maine, Farmington",Maine,Public,"U. Maine, Farmington",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r261,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['1,157', '']","['326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r262,Maine -> Private,Maine,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r263,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['80,000', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r264,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['NA', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['4,195', '']","['2,534', '']","['0', '']","['3,000', '']","['0', '']","['0', '']"
12859,r265,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['0', '']","['0', '']","['0', '']","['4,100', '']","['577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r266,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['NA', '']","['4,000', '']","['995', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r267,Maryland,Maryland,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r268,Maryland -> Public,Maryland,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r269,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r270,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['0', '']","['0', '']","['23,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r271,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']"
12859,r272,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['0', '']","['9,000', '']","['0', '']","['0', '']","['0', '']","['32,000', '']","['0', '']","['0', '']","['31,063', '']","['0', '']","['0', '']","['0', '']"
12859,r273,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['NA', '']","['2,948', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r274,Maryland -> Public -> U. Maryland<sup>e</sup>,Maryland,Public,U. Maryland<sup>e</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['280,716', '']","['166,453', '']","['192,752', '']","['94,700', '']","['564,769', '']","['0', '']"
12859,r275,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['0', '']","['724', 'i']","['0', '']","['16,700', '']","['0', '']","['21,635', '']","['0', '']","['18,798', '']","['0', '']","['18,798', '']","['0', '']","['0', '']"
12859,r276,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['73,448', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']"
12859,r277,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['0', '']","['0', '']","['0', '']","['20,000', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['0', '']","['34,000', '']","['0', '']","['0', '']"
12859,r278,Maryland -> Private,Maryland,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r279,Maryland -> Private -> Johns Hopkins U.,Maryland,Private,Johns Hopkins U.,3,"['6,582', '']","['24,320', '']","['39,913', '']","['21,116', '']","['0', '']","['0', '']","['225,400', '']","['18,900', '']","['0', '']","['1,617,220', '']","['0', '']","['0', '']"
12859,r280,Massachusetts,Massachusetts,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
