table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r201,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['31,781', '']","['33,736', '']","['26,992', '']","['25,807', '']","['18,915', '']","['19,051', '']","['18,780', '']","['17,393', '']","['18,420', '']","['18,088', '']"
3180,r202,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['362,939', '']","['380,828', '']","['388,625', '']","['367,848', '']","['347,888', '']","['354,560', '']","['337,296', '']","['372,619', '']","['361,690', '']","['382,949', '']"
3180,r203,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['2,096', '']","['2,002', '']","['2,370', '']","['2,276', '']","['1,916', '']","['2,070', '']","['1,683', '']","['2,900', '']","['2,164', '']","['1,876', '']"
3180,r204,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['515,133', '']","['545,669', '']","['583,754', '']","['743,487', '']","['621,733', '']","['639,817', '']","['625,180', '']","['642,084', '']","['652,709', '']","['677,523', '']"
3180,r205,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['1,221', '']","['1,528', '']","['4,514', '']","['1,983', '']","['1,349', '']","['860', '']","['ne', '']","['2,006', '']","['2,466', '']","['2,373', '']"
3180,r206,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r207,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['1,151', '']","['1,910', '']","['2,392', '']","['2,860', '']","['1,514', '']","['1,499', '']","['2,122', '']","['1,839', '']","['1,274', '']","['1,357', '']"
3180,r208,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['4,889', '']","['5,798', '']","['5,706', '']","['5,524', '']","['6,415', '']","['9,479', '']","['9,558', '']","['8,561', '']","['7,079', '']","['6,144', '']"
3180,r209,Illinois -> Private -> Erikson Institute,Illinois,Private,Erikson Institute,3,"['ne', '']","['1,212', '']","['2,511', '']","['2,001', '']","['1,321', '']","['2,397', '']","['3,117', '']","['3,965', '']","['3,583', '']","['2,279', '']"
3180,r210,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['36,554', '']","['44,463', '']","['32,576', '']","['36,722', '']","['31,356', '']","['34,336', '']","['29,826', '']","['32,659', '']","['33,280', '']","['34,334', '']"
3180,r211,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['43,903', '']","['42,708', '']","['45,903', '']","['51,676', '']","['50,774', '']","['48,664', '']","['42,672', '']","['39,738', '']","['39,332', '']","['39,223', '']"
3180,r212,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['3,626', '']","['4,022', '']","['5,200', '']","['6,292', '']","['7,310', '']","['8,560', '']","['7,732', '']","['9,207', '']","['10,173', '']","['10,343', '']"
3180,r213,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['575,078', '']","['618,980', '']","['631,078', '']","['639,781', '']","['645,333', '']","['656,167', '']","['713,491', '']","['751,809', '']","['805,672', '']","['857,069', '']"
3180,r214,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['12,426', '']","['14,261', '']","['15,587', '']","['17,401', '']","['17,794', '']","['16,604', '']","['16,760', '']","['17,006', '']","['16,765', '']","['16,126', '']"
3180,r215,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['73,398', '']","['79,212', '']","['80,300', '']","['81,770', '']","['80,551', '']","['79,048', '']","['73,351', '']","['74,062', '']","['89,101', '']","['96,267', '']"
3180,r216,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['746', '']","['ne', '']","['ne', '']","['ne', '']","['2,543', '']","['2,710', '']","['2,880', '']","['3,251', '']","['3,681', '']"
3180,r217,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['437,721', '']","['453,562', '']","['419,631', '']","['402,621', '']","['390,082', '']","['412,536', '']","['420,997', '']","['433,328', '']","['423,993', '']","['459,171', '']"
3180,r218,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['1,187', '']","['844', '']","['ne', '']","['1,302', '']","['783', '']","['ne', '']","['1,270', '']","['1,751', '']","['2,173', '']"
3180,r219,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r220,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r221,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['20,477', '']","['18,765', '']","['11,740', '']","['10,357', '']","['9,209', '']","['10,548', '']","['11,763', '']","['8,797', '']","['11,163', '']","['12,145', '']"
3180,r222,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,3,"['1,541', '']","['1,980', '']","['1,857', '']","['1,238', '']","['1,436', '']","['1,541', '']","['1,763', '']","['1,284', '']","['1,323', '']","['1,682', '']"
3180,r223,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['177,520', '']","['184,096', '']","['184,486', '']","['197,897', '']","['206,039', '']","['485,076', '']","['508,766', '']","['540,421', '']","['566,907', '']","['668,157', '']"
3180,r224,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['296,194', '']","['322,617', '']","['316,914', '']","['332,760', '']","['324,261', '']","['55,973', '']","['57,853', '']","['58,056', '']","['60,501', '']","['67,635', '']"
3180,r225,"Indiana -> Public -> Purdue U., Fort Wayne",Indiana,Public,"Purdue U., Fort Wayne",3,"['8,523', '']","['8,864', '']","['8,570', '']","['8,128', '']","['7,882', '']","['7,052', '']","['5,952', '']","['5,254', '']","['4,945', '']","['2,416', '']"
3180,r226,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['8,924', '']","['8,062', '']","['5,272', '']"
3180,r227,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['548,980', '']","['578,231', '']","['602,501', '']","['595,739', '']","['564,923', '']","['558,611', '']","['606,302', '']","['622,813', '']","['631,574', '']","['663,927', '']"
3180,r228,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r229,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['110,369', '']","['134,410', '']","['157,691', '']","['175,220', '']","['182,228', '']","['190,954', '']","['202,216', '']","['212,823', '']","['219,993', '']","['240,078', '']"
3180,r230,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r231,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r232,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['250,120', '']","['267,641', '']","['260,995', '']","['266,596', '']","['313,263', '']","['306,125', '']","['328,385', '']","['323,584', '']","['361,206', '']","['358,474', '']"
3180,r233,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['444,034', '']","['443,893', '']","['446,429', '']","['435,377', '']","['449,147', '']","['443,218', '']","['473,362', '']","['494,280', '']","['511,973', '']","['508,353', '']"
3180,r234,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['3,064', '']","['4,248', '']","['3,615', '']","['3,678', '']","['3,711', '']","['4,032', '']","['3,632', '']","['3,303', '']","['2,983', '']","['3,628', '']"
3180,r235,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r236,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['855', '']","['924', '']","['ne', '']","['ne', '']","['929', '']","['ne', '']","['1,401', '']","['1,416', '']","['1,423', '']","['1,954', '']"
3180,r237,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,3,"['1,033', '']","['966', '']","['ne', '']","['918', '']","['ne', '']","['ne', '']","['1,558', '']","['1,215', '']","['1,103', '']","['865', '']"
3180,r238,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['2,069', '']","['1,340', '']","['2,735', '']","['4,023', '']","['3,974', '']","['3,723', '']","['4,183', '']","['4,953', '']","['5,573', '']","['5,500', '']"
3180,r239,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['4,693', '']","['4,861', '']","['4,507', '']","['3,774', '']","['2,736', 'i']","['1,698', '']","['1,510', '']","['1,836', '']","['1,600', '']","['1,650', '']"
3180,r240,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r241,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r242,Kansas -> Public -> Fort Hays State U.,Kansas,Public,Fort Hays State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,143', '']"
3180,r243,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['160,679', '']","['169,167', '']","['176,141', '']","['183,096', '']","['184,945', '']","['188,721', '']","['193,254', '']","['196,478', '']","['218,299', '']","['218,622', '']"
3180,r244,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['1,759', '']","['1,687', '']","['1,479', '']","['1,536', '']","['2,475', '']","['2,210', '']","['2,162', '']","['2,255', '']","['2,253', '']","['2,513', '']"
3180,r245,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['267,961', '']","['274,727', '']","['286,262', '']","['298,498', '']","['301,534', '']","['311,383', '']","['297,933', '']","['300,319', '']","['339,046', '']","['352,643', '']"
3180,r246,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['51,524', '']","['63,538', '']","['61,279', '']","['61,388', '']","['58,859', '']","['59,940', '']","['65,930', '']","['78,514', '']","['81,137', '']","['128,795', '']"
3180,r247,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r248,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r249,Kentucky -> Public -> Eastern Kentucky U.,Kentucky,Public,Eastern Kentucky U.,3,"['3,531', '']","['3,782', '']","['3,404', '']","['2,845', '']","['2,221', '']","['1,681', '']","['1,486', '']","['1,248', '']","['1,142', '']","['1,125', '']"
3180,r250,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['4,912', '']","['4,562', '']","['6,859', '']","['5,605', '']","['5,694', '']","['6,017', '']","['7,178', '']","['8,151', 'i']","['9,125', '']","['8,433', '']"
3180,r251,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['2,145', '']","['2,018', '']","['2,174', '']","['2,631', '']","['1,892', '']","['1,838', '']","['2,399', '']","['2,860', '']","['2,434', '']","['2,028', '']"
3180,r252,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['3,396', '']","['3,718', '']","['3,345', '']","['2,192', '']","['2,080', '']","['2,371', '']","['2,124', '']","['2,459', '']","['2,872', '']","['3,710', '']"
3180,r253,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['2,316', '']","['2,397', '']","['2,201', '']","['1,810', '']","['2,052', '']","['2,026', '']","['1,846', '']","['1,649', '']","['1,653', '']","['2,363', '']"
3180,r254,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['359,944', '']","['372,932', '']","['360,776', '']","['339,764', '']","['328,239', '']","['331,705', '']","['349,661', '']","['378,374', '']","['393,034', '']","['410,581', '']"
3180,r255,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['189,090', '']","['197,438', '']","['196,842', '']","['186,772', '']","['183,376', '']","['163,262', '']","['172,907', '']","['177,588', '']","['176,655', '']","['173,462', '']"
3180,r256,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['9,943', '']","['8,344', '']","['10,639', '']","['9,322', '']","['8,280', '']","['7,854', '']","['8,926', '']","['10,814', '']","['9,617', '']","['9,281', '']"
3180,r257,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r258,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r259,Louisiana -> Public -> Grambling State U.,Louisiana,Public,Grambling State U.,3,"['993', '']","['2,135', '']","['2,179', '']","['1,695', '']","['1,469', '']","['1,863', '']","['1,570', '']","['5,911', '']","['2,981', '']","['2,836', '']"
3180,r260,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['289,872', '']","['287,841', '']","['285,395', '']","['283,400', '']","['290,076', '']","['281,154', '']","['291,972', '']","['265,168', '']","['286,726', '']","['296,497', '']"
3180,r261,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['59,776', '']","['57,007', '']","['53,712', '']","['49,443', '']","['45,486', '']","['46,840', '']","['43,067', '']","['40,785', '']","['38,989', '']","['40,914', '']"
3180,r262,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['30,817', '']","['31,021', '']","['29,365', '']","['28,266', '']","['25,004', '']","['24,069', '']","['23,353', '']","['22,560', '']","['24,463', '']","['26,262', '']"
3180,r263,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['26,020', '']","['27,583', '']","['26,546', '']","['24,949', '']","['22,942', '']","['23,827', '']","['23,104', '']","['22,741', '']","['24,655', '']","['26,143', '']"
3180,r264,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['1,464', '']","['1,189', '']","['1,102', '']","['1,022', '']","['792', '']","['ne', '']","['1,628', '']","['1,373', '']","['1,623', '']","['2,058', '']"
3180,r265,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['2,561', '']","['1,952', '']","['2,121', '']","['2,067', '']","['1,503', '']","['2,670', '']","['2,128', '']","['2,206', '']","['2,039', '']","['1,971', '']"
3180,r266,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['6,143', '']","['8,122', '']","['5,530', '']","['5,606', '']","['4,761', '']","['4,704', '']","['5,000', 'i']","['5,296', '']","['5,448', '']"
3180,r267,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['6,865', '']","['6,819', 'i']","['6,773', '']","['4,920', '']","['4,812', '']","['4,766', '']","['4,322', '']","['4,043', '']","['4,171', '']","['4,492', '']"
3180,r268,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['69,412', '']","['69,978', '']","['65,275', '']","['61,887', '']","['67,580', '']","['77,300', '']","['80,099', '']","['100,956', '']","['124,713', '']","['144,187', '']"
3180,r269,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['2,884', '']","['2,812', '']","['2,469', '']","['2,781', '']","['2,267', '']","['1,672', '']","['2,441', '']","['2,297', '']","['2,123', '']","['2,364', '']"
3180,r270,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['35,021', '']","['35,359', '']","['28,450', '']","['24,607', '']","['20,614', '']","['18,960', '']","['15,719', '']","['15,939', '']","['14,437', '']","['15,328', '']"
3180,r271,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r272,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['8,425', '']","['7,936', 'i']","['7,448', '']","['7,741', '']","['6,939', '']","['9,387', '']","['9,566', '']","['7,095', '']","['6,573', '']","['2,772', '']"
3180,r273,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['165,513', '']","['171,703', '']","['164,373', '']","['160,414', '']","['157,825', '']","['152,658', '']","['165,438', '']","['180,993', '']","['193,294', '']","['196,933', '']"
3180,r274,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['8,029', '']","['9,849', '']","['10,606', '']","['8,789', '']","['9,346', '']","['9,588', '']","['12,084', '']","['12,424', '']","['11,784', '']","['10,152', '']"
3180,r275,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r276,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r277,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,3,"['ne', '']","['341', 'i']","['ne', '']","['ne', '']","['ne', '']","['1,483', '']","['1,902', '']","['1,763', '']","['1,093', '']","['358', '']"
3180,r278,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['111,282', '']","['111,600', '']","['92,135', '']","['77,583', '']","['101,247', '']","['79,500', '']","['79,222', '']","['99,502', '']","['106,694', '']","['129,913', '']"
3180,r279,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['16,358', '']","['16,938', '']","['13,915', '']","['11,725', '']","['9,408', 'i']","['7,091', 'i']","['4,773', '']","['7,147', '']","['7,414', '']","['6,654', '']"
3180,r280,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r281,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['1,590', '']","['1,897', '']","['2,070', '']","['2,514', '']","['1,584', '']","['2,791', '']","['1,781', '']","['1,853', '']","['1,635', '']","['2,135', '']"
3180,r282,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['2,627', '']","['2,877', '']","['4,732', '']","['4,292', '']","['3,126', '']","['2,991', '']","['3,204', '']","['2,340', '']","['2,724', '']","['2,991', '']"
3180,r283,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['1,782', '']","['1,772', '']","['1,996', '']","['1,822', '']","['1,673', '']","['1,748', '']","['1,903', '']","['2,071', '']","['2,240', '']","['1,852', '']"
3180,r284,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['3,560', '']","['4,016', '']","['5,224', '']","['6,637', '']","['7,650', '']","['7,498', '']","['7,566', '']","['8,064', '']","['6,700', '']","['7,346', '']"
3180,r285,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r286,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r287,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['ne', '']","['1,910', '']","['1,739', '']","['1,422', '']","['1,761', '']","['1,497', '']","['1,927', '']","['1,813', '']","['1,839', '']","['1,911', '']"
3180,r288,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['12,804', '']","['12,803', '']","['17,751', '']","['15,475', '']","['15,720', '']","['13,577', '']","['15,727', '']","['14,978', '']","['12,993', '']","['13,253', '']"
3180,r289,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['3,503', '']","['1,852', '']","['6,891', '']","['6,959', '']","['7,923', '']","['7,960', '']","['8,473', '']","['7,731', '']","['9,119', '']","['9,368', '']"
3180,r290,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['3,052', '']","['3,574', '']","['2,599', '']","['2,800', '']","['2,997', '']","['3,153', '']","['2,303', '']","['2,834', '']","['3,194', '']","['3,423', '']"
3180,r291,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['4,229', '']","['5,944', '']","['5,556', '']","['5,448', '']","['4,990', '']","['5,022', '']","['5,798', '']","['6,851', '']","['10,556', '']","['12,451', '']"
3180,r292,Maryland -> Public -> U. Maryland<sup>a</sup>,Maryland,Public,U. Maryland<sup>a</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['1,096,600', '']"
3180,r293,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['42,670', '']","['50,007', '']","['48,224', '']","['53,683', '']","['50,814', '']","['52,235', '']","['54,974', '']","['55,078', '']","['54,136', '']","['56,033', '']"
3180,r294,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['87,156', '']","['91,657', '']","['74,993', '']","['71,819', '']","['67,833', '']","['68,688', '']","['70,166', '']","['70,406', '']","['71,481', '']","['80,632', '']"
3180,r295,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['8,692', '']","['8,664', '']","['7,309', '']","['8,826', '']","['8,982', '']","['9,700', '']","['8,250', '']","['7,403', '']","['4,941', '']","['7,133', '']"
3180,r296,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,3,"['11,093', '']","['10,543', '']","['9,610', '']","['10,816', '']","['10,861', '']","['9,609', '']","['11,374', '']","['13,541', '']","['14,057', '']","['13,621', '']"
3180,r297,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,3,"['134,126', '']","['175,365', '']","['143,250', '']","['164,232', '']","['262,489', '']","['361,173', '']","['256,203', '']","['298,370', '']","['308,326', '']","['417,300', '']"
3180,r298,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r299,Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,Maryland,Private,Johns Hopkins U.<sup>b</sup>,3,"['2,004,482', '']","['2,145,308', '']","['2,106,185', '']","['2,168,568', '']","['2,242,478', '']","['2,305,679', '']","['2,431,180', '']","['2,562,307', '']","['2,661,033', '']","['2,917,436', '']"
3180,r300,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r301,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r302,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['169,141', '']","['181,297', '']","['194,775', '']","['190,739', '']","['200,199', '']","['213,902', '']","['214,576', '']","['210,416', '']","['211,140', '']","['223,177', '']"
3180,r303,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['56,416', '']","['57,040', '']","['60,086', '']","['60,380', '']","['61,186', '']","['62,374', '']","['64,223', '']","['70,019', '']","['61,473', '']","['62,018', '']"
3180,r304,"Massachusetts -> Public -> U. Massachusetts, central office",Massachusetts,Public,"U. Massachusetts, central office",3,"['ne', '']","['ne', '']","['3,173', '']","['3,617', '']","['5,875', '']","['5,056', '']","['5,219', '']","['4,394', '']","['5,298', '']","['4,916', '']"
3180,r305,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['25,725', '']","['25,644', '']","['22,732', '']","['27,326', '']","['28,219', '']","['26,776', '']","['26,824', '']","['26,102', '']","['26,626', '']","['28,036', '']"
3180,r306,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['59,345', '']","['60,013', '']","['60,624', '']","['63,136', '']","['64,591', '']","['70,384', '']","['68,494', '']","['69,677', '']","['72,266', '']","['83,996', '']"
3180,r307,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['232,039', '']","['262,714', '']","['256,090', '']","['245,923', '']","['241,869', '']","['250,338', '']","['253,099', '']","['279,884', '']","['274,211', '']","['281,507', '']"
3180,r308,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r309,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['3,628', '']","['4,623', '']","['5,448', 'i']","['6,275', '']","['4,308', '']","['4,412', '']","['4,260', '']","['4,070', '']","['4,849', '']","['6,325', '']"
3180,r310,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,3,"['ne', '']","['696', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,108', '']","['1,849', '']","['1,917', '']","['1,845', '']"
3180,r311,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['50,537', '']","['52,253', '']","['51,442', '']","['50,702', '']","['49,724', '']","['47,761', '']","['54,469', '']","['58,088', '']","['57,030', '']","['61,956', '']"
3180,r312,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['352,817', '']","['355,916', '']","['334,496', '']","['368,281', '']","['367,328', '']","['388,336', '']","['395,921', '']","['421,360', '']","['484,205', '']","['534,205', '']"
3180,r313,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['71,006', '']","['74,889', '']","['74,660', '']","['76,060', '']","['74,992', '']","['74,700', '']","['73,435', '']","['68,437', '']","['61,639', '']","['60,825', '']"
3180,r314,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['7,111', '']","['6,861', '']","['7,260', '']","['5,693', '']","['6,168', '']","['7,050', '']","['6,970', '']","['8,453', '']","['8,318', '']","['10,193', '']"
3180,r315,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,291', '']","['1,114', '']","['1,488', '']","['2,059', '']","['1,145', '']"
