table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_medical_school_r_d_expenditures
12719,r213,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['333,826', '']","['273,407', 'i']"
12719,r214,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['262,207', '']","['22,479', '']"
12719,r215,South Dakota,South Dakota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r216,South Dakota -> Public,South Dakota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r217,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['29,855', '']","['10,301', '']"
12719,r218,Tennessee,Tennessee,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r219,Tennessee -> Public,Tennessee,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r220,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['42,335', '']","['8,012', '']"
12719,r221,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['130,472', '']","['127,923', '']"
12719,r222,Tennessee -> Private,Tennessee,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r223,Tennessee -> Private -> Lincoln Memorial U.,Tennessee,Private,Lincoln Memorial U.,3,"['1,641', '']","['1,568', '']"
12719,r224,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['22,002', '']","['16,781', '']"
12719,r225,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['1,253,156', '']","['647,093', '']"
12719,r226,Texas,Texas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r227,Texas -> Public,Texas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r228,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['11,760', '']","['716', '']"
12719,r229,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['1,277,814', '']","['56,765', '']"
12719,r230,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['48,638', '']","['31,116', '']"
12719,r231,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['13,189', '']","['10,469', '']"
12719,r232,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['231,942', '']","['1,078', '']"
12719,r233,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['94,652', '']","['3,297', '']"
12719,r234,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['374,105', '']","['215,282', '']"
12719,r235,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['281,078', '']","['178,157', '']"
12719,r236,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['233,192', '']","['221,745', '']"
12719,r237,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['82,444', '']","['31,635', '']"
12719,r238,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['800,391', '']","['771,653', '']"
12719,r239,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['1,035,838', '']","['46,186', '']"
12719,r240,Texas -> Private,Texas,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r241,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['847,305', '']","['847,305', '']"
12719,r242,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['24,050', '']","['58', '']"
12719,r243,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['2,245', '']","['655', '']"
12719,r244,Utah,Utah,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r245,Utah -> Public,Utah,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r246,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['723,713', '']","['255,695', '']"
12719,r247,Vermont,Vermont,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r248,Vermont -> Public,Vermont,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r249,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['233,806', '']","['114,851', '']"
12719,r250,Virginia,Virginia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r251,Virginia -> Public,Virginia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r252,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['23,991', '']","['23,991', '']"
12719,r253,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['714,457', '']","['349,744', '']"
12719,r254,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['479,930', '']","['237,050', '']"
12719,r255,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['598,113', '']","['0', '']"
12719,r256,Virginia -> Private,Virginia,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r257,Virginia -> Private -> Edward Via C. of Osteopathic Medicine,Virginia,Private,Edward Via C. of Osteopathic Medicine,3,"['7,597', '']","['7,597', '']"
12719,r258,Virginia -> Private -> Liberty U.,Virginia,Private,Liberty U.,3,"['1,900', '']","['468', '']"
12719,r259,Washington,Washington,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r260,Washington -> Public,Washington,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r261,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,734,091', '']","['944,324', '']"
12719,r262,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['378,744', '']","['16,026', '']"
12719,r263,West Virginia,West Virginia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r264,West Virginia -> Public,West Virginia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r265,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['33,693', '']","['15,699', '']"
12719,r266,West Virginia -> Public -> West Virginia School of Osteopathic Medicine,West Virginia,Public,West Virginia School of Osteopathic Medicine,3,"['1,459', 'i']","['1,459', 'i']"
12719,r267,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['246,173', '']","['70,217', '']"
12719,r268,Wisconsin,Wisconsin,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r269,Wisconsin -> Public,Wisconsin,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r270,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,731,949', '']","['604,469', '']"
12719,r271,Wisconsin -> Private,Wisconsin,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r272,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['346,691', '']","['346,691', '']"
12719,r273,Puerto Rico,Puerto Rico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r274,Puerto Rico -> Public,Puerto Rico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r275,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['61,235', '']","['20,123', '']"
12719,r276,Puerto Rico -> Private,Puerto Rico,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12719,r277,Puerto Rico -> Private -> U. Central del Caribe,Puerto Rico,Private,U. Central del Caribe,3,"['4,878', '']","['4,878', '']"
