table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_level_3,_b_total_in_survey_b_hierarchy_depth,value
10635,r226,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Master's students,Part time,3,0.0
10635,r227,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctoral students,Full time,3,0.1
10635,r228,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctoral students,Part time,3,0.0
10635,r229,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Master's students,Full time,3,10423
10635,r230,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Master's students,Part time,3,5606
10635,r231,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Full time,3,10273
10635,r232,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Part time,3,1250
10635,r233,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Master's students,Full time,3,27
10635,r234,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Master's students,Part time,3,63
10635,r235,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Full time,3,4
10635,r236,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Part time,3,2
10635,r237,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Full time,3,0.3
10635,r238,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Part time,3,1.1
10635,r239,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Full time,3,0.05
10635,r240,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Part time,3,0.2
10635,r241,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Master's students,Full time,3,1667
10635,r242,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Master's students,Part time,3,878
10635,r243,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctoral students,Full time,3,4221
10635,r244,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctoral students,Part time,3,352
10635,r245,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Master's students,Full time,3,5
10635,r246,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Master's students,Part time,3,2
10635,r247,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctoral students,Full time,3,0
10635,r248,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctoral students,Part time,3,0
10635,r249,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Master's students,Full time,3,0.3
10635,r250,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Master's students,Part time,3,0.2
10635,r251,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctoral students,Full time,3,0.0
10635,r252,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctoral students,Part time,3,0.0
10635,r253,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Master's students,Full time,3,7607
10635,r254,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Master's students,Part time,3,5872
10635,r255,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctoral students,Full time,3,6476
10635,r256,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctoral students,Part time,3,1526
10635,r257,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Master's students,Full time,3,64
10635,r258,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Master's students,Part time,3,102
10635,r259,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctoral students,Full time,3,11
10635,r260,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctoral students,Part time,3,10
10635,r261,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Master's students,Full time,3,0.8
10635,r262,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Master's students,Part time,3,1.7
10635,r263,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctoral students,Full time,3,0.2
10635,r264,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctoral students,Part time,3,0.7
10635,r265,"Fall 2022, all surveyed fields -> Health",Total in survey,Master's students,Full time,3,44442
10635,r266,"Fall 2022, all surveyed fields -> Health",Total in survey,Master's students,Part time,3,21866
10635,r267,"Fall 2022, all surveyed fields -> Health",Total in survey,Doctoral students,Full time,3,12220
10635,r268,"Fall 2022, all surveyed fields -> Health",Total in survey,Doctoral students,Part time,3,5840
10635,r269,"Fall 2022, all surveyed fields -> Health",Number imputed,Master's students,Full time,3,937
10635,r270,"Fall 2022, all surveyed fields -> Health",Number imputed,Master's students,Part time,3,211
10635,r271,"Fall 2022, all surveyed fields -> Health",Number imputed,Doctoral students,Full time,3,36
10635,r272,"Fall 2022, all surveyed fields -> Health",Number imputed,Doctoral students,Part time,3,75
10635,r273,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Master's students,Full time,3,2.1
10635,r274,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Master's students,Part time,3,1.0
10635,r275,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Doctoral students,Full time,3,0.3
10635,r276,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Doctoral students,Part time,3,1.3
10635,r277,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Total in survey,Master's students,Full time,3,19519
10635,r278,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Total in survey,Master's students,Part time,3,13732
10635,r279,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Total in survey,Doctoral students,Full time,3,3696
10635,r280,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Total in survey,Doctoral students,Part time,3,2270
10635,r281,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Number imputed,Master's students,Full time,3,177
10635,r282,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Number imputed,Master's students,Part time,3,87
10635,r283,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Number imputed,Doctoral students,Full time,3,0
10635,r284,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Number imputed,Doctoral students,Part time,3,0
10635,r285,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Master's students,Full time,3,0.9
10635,r286,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Master's students,Part time,3,0.6
10635,r287,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Doctoral students,Full time,3,0.0
10635,r288,"Fall 2022, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Doctoral students,Part time,3,0.0
10635,r289,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Master's students,Full time,3,24923
10635,r290,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Master's students,Part time,3,8134
10635,r291,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Doctoral students,Full time,3,8524
10635,r292,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Doctoral students,Part time,3,3570
10635,r293,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Master's students,Full time,3,760
10635,r294,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Master's students,Part time,3,124
10635,r295,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Doctoral students,Full time,3,36
10635,r296,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Doctoral students,Part time,3,75
10635,r297,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Master's students,Full time,3,3.0
10635,r298,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Master's students,Part time,3,1.5
10635,r299,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctoral students,Full time,3,0.4
10635,r300,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctoral students,Part time,3,2.1
10635,r301,"Fall 2021, all surveyed fields",Total in survey,Master's students,Full time,3,286954
10635,r302,"Fall 2021, all surveyed fields",Total in survey,Master's students,Part time,3,179659
10635,r303,"Fall 2021, all surveyed fields",Total in survey,Doctoral students,Full time,3,256869
10635,r304,"Fall 2021, all surveyed fields",Total in survey,Doctoral students,Part time,3,36674
10635,r305,"Fall 2021, all surveyed fields",Number imputed,Master's students,Full time,3,3539
10635,r306,"Fall 2021, all surveyed fields",Number imputed,Master's students,Part time,3,1895
10635,r307,"Fall 2021, all surveyed fields",Number imputed,Doctoral students,Full time,3,3932
10635,r308,"Fall 2021, all surveyed fields",Number imputed,Doctoral students,Part time,3,564
10635,r309,"Fall 2021, all surveyed fields",Imputation rate (%),Master's students,Full time,3,1.2
10635,r310,"Fall 2021, all surveyed fields",Imputation rate (%),Master's students,Part time,3,1.1
10635,r311,"Fall 2021, all surveyed fields",Imputation rate (%),Doctoral students,Full time,3,1.5
10635,r312,"Fall 2021, all surveyed fields",Imputation rate (%),Doctoral students,Part time,3,1.5
10635,r313,"Fall 2021, all surveyed fields -> Science",Total in survey,Master's students,Full time,3,184719
10635,r314,"Fall 2021, all surveyed fields -> Science",Total in survey,Master's students,Part time,3,121077
10635,r315,"Fall 2021, all surveyed fields -> Science",Total in survey,Doctoral students,Full time,3,181488
10635,r316,"Fall 2021, all surveyed fields -> Science",Total in survey,Doctoral students,Part time,3,22500
10635,r317,"Fall 2021, all surveyed fields -> Science",Number imputed,Master's students,Full time,3,2289
10635,r318,"Fall 2021, all surveyed fields -> Science",Number imputed,Master's students,Part time,3,1465
10635,r319,"Fall 2021, all surveyed fields -> Science",Number imputed,Doctoral students,Full time,3,3341
10635,r320,"Fall 2021, all surveyed fields -> Science",Number imputed,Doctoral students,Part time,3,321
10635,r321,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Master's students,Full time,3,1.2
10635,r322,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Master's students,Part time,3,1.2
10635,r323,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Doctoral students,Full time,3,1.8
10635,r324,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Doctoral students,Part time,3,1.4
10635,r325,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Master's students,Full time,3,4034
10635,r326,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Master's students,Part time,3,2767
10635,r327,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Doctoral students,Full time,3,3720
10635,r328,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Doctoral students,Part time,3,723
10635,r329,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Master's students,Full time,3,43
10635,r330,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Master's students,Part time,3,20
10635,r331,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Doctoral students,Full time,3,36
10635,r332,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Doctoral students,Part time,3,11
10635,r333,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Master's students,Full time,3,1.1
10635,r334,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Master's students,Part time,3,0.7
10635,r335,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctoral students,Full time,3,1.0
10635,r336,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctoral students,Part time,3,1.5
10635,r337,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Full time,3,27949
10635,r338,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Part time,3,14779
10635,r339,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Full time,3,54269
10635,r340,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Part time,3,3886
10635,r341,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Full time,3,437
10635,r342,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Part time,3,287
10635,r343,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Full time,3,950
10635,r344,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Part time,3,42
10635,r345,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Full time,3,1.6
10635,r346,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Part time,3,1.9
10635,r347,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Full time,3,1.8
10635,r348,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Part time,3,1.1
10635,r349,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Master's students,Full time,3,58913
10635,r350,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Master's students,Part time,3,43286
10635,r351,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctoral students,Full time,3,16724
10635,r352,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctoral students,Part time,3,2807
10635,r353,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Master's students,Full time,3,720
10635,r354,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Master's students,Part time,3,317
10635,r355,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctoral students,Full time,3,329
10635,r356,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctoral students,Part time,3,103
10635,r357,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Full time,3,1.2
10635,r358,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Part time,3,0.7
10635,r359,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Full time,3,2.0
10635,r360,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Part time,3,3.7
10635,r361,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Full time,3,3731
10635,r362,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Part time,3,1789
10635,r363,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Full time,3,6132
10635,r364,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Part time,3,638
10635,r365,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Full time,3,24
10635,r366,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Part time,3,25
10635,r367,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Full time,3,157
10635,r368,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Part time,3,0
10635,r369,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Full time,3,0.6
10635,r370,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Part time,3,1.4
10635,r371,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Full time,3,2.6
10635,r372,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Part time,3,0.0
10635,r373,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Master's students,Full time,3,14157
10635,r374,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Master's students,Part time,3,6482
10635,r375,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Full time,3,12365
10635,r376,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Part time,3,1254
10635,r377,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Master's students,Full time,3,77
10635,r378,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Master's students,Part time,3,93
10635,r379,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Full time,3,177
10635,r380,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Part time,3,3
10635,r381,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Full time,3,0.5
10635,r382,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Part time,3,1.4
10635,r383,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Full time,3,1.4
10635,r384,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Part time,3,0.2
10635,r385,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Master's students,Full time,3,6602
10635,r386,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Master's students,Part time,3,5392
10635,r387,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Doctoral students,Full time,3,3048
10635,r388,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Doctoral students,Part time,3,726
10635,r389,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Master's students,Full time,3,43
10635,r390,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Master's students,Part time,3,77
10635,r391,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Doctoral students,Full time,3,45
10635,r392,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Doctoral students,Part time,3,18
10635,r393,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Master's students,Full time,3,0.7
10635,r394,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Master's students,Part time,3,1.4
10635,r395,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Doctoral students,Full time,3,1.5
10635,r396,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Doctoral students,Part time,3,2.5
10635,r397,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Master's students,Full time,3,6343
10635,r398,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Master's students,Part time,3,3669
10635,r399,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Full time,3,3133
10635,r400,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Part time,3,777
10635,r401,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Master's students,Full time,3,18
10635,r402,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Master's students,Part time,3,37
10635,r403,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Full time,3,39
10635,r404,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Part time,3,19
10635,r405,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Full time,3,0.3
10635,r406,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Part time,3,1.0
10635,r407,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Full time,3,1.2
10635,r408,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Part time,3,2.4
10635,r409,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Master's students,Full time,3,3834
10635,r410,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Master's students,Part time,3,2575
10635,r411,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctoral students,Full time,3,35013
10635,r412,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctoral students,Part time,3,2719
10635,r413,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Master's students,Full time,3,159
10635,r414,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Master's students,Part time,3,43
10635,r415,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctoral students,Full time,3,727
10635,r416,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctoral students,Part time,3,47
10635,r417,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Master's students,Full time,3,4.1
10635,r418,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Master's students,Part time,3,1.7
10635,r419,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Full time,3,2.1
10635,r420,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Part time,3,1.7
10635,r421,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Master's students,Full time,3,30052
10635,r422,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Master's students,Part time,3,21826
10635,r423,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctoral students,Full time,3,17647
10635,r424,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctoral students,Part time,3,3800
10635,r425,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Master's students,Full time,3,534
10635,r426,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Master's students,Part time,3,293
10635,r427,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctoral students,Full time,3,204
10635,r428,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctoral students,Part time,3,41
10635,r429,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Master's students,Full time,3,1.8
10635,r430,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Master's students,Part time,3,1.3
10635,r431,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctoral students,Full time,3,1.2
10635,r432,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctoral students,Part time,3,1.1
10635,r433,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Master's students,Full time,3,29104
10635,r434,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Master's students,Part time,3,18512
10635,r435,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctoral students,Full time,3,29437
10635,r436,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctoral students,Part time,3,5170
10635,r437,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Master's students,Full time,3,234
10635,r438,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Master's students,Part time,3,273
10635,r439,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctoral students,Full time,3,677
10635,r440,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctoral students,Part time,3,37
10635,r441,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Master's students,Full time,3,0.8
10635,r442,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Master's students,Part time,3,1.5
10635,r443,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctoral students,Full time,3,2.3
10635,r444,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctoral students,Part time,3,0.7
10635,r445,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Master's students,Full time,3,58790
10635,r446,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Master's students,Part time,3,36336
10635,r447,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctoral students,Full time,3,64063
10635,r448,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctoral students,Part time,3,8861
10635,r449,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Master's students,Full time,3,346
10635,r450,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Master's students,Part time,3,219
10635,r451,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctoral students,Full time,3,502
10635,r452,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctoral students,Part time,3,58
10635,r453,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Master's students,Full time,3,0.6
10635,r454,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Master's students,Part time,3,0.6
10635,r455,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctoral students,Full time,3,0.8
10635,r456,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctoral students,Part time,3,0.7
10635,r457,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Full time,3,2755
10635,r458,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Master's students,Part time,3,2310
10635,r459,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Full time,3,2406
10635,r460,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctoral students,Part time,3,367
10635,r461,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Full time,3,13
10635,r462,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Master's students,Part time,3,1
10635,r463,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Full time,3,36
10635,r464,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctoral students,Part time,3,0
