table_id,row_id,sex_and_major_field_of_study_full_path,sex_and_major_field_of_study_level_1,sex_and_major_field_of_study_level_2,sex_and_major_field_of_study_level_3,sex_and_major_field_of_study_level_4,sex_and_major_field_of_study_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field__change_2009_18
1750,r126,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,,3,2499,2552,2654,2818,2885,2760,2830,2840,2705,2575,3.0
1750,r127,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Foreign languages and literature,4,374,382,396,446,430,424,418,371,381,370,-1.1
1750,r128,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,History,4,437,449,479,484,516,521,514,527,464,435,-0.5
1750,r129,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Letters,4,888,891,898,978,941,894,936,929,871,856,-3.6
1750,r130,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,Other humanities and arts,4,800,830,881,910,998,921,962,1013,989,914,14.3
1750,r131,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,,3,1385,1400,1400,1369,1543,1553,1558,1465,1726,1532,10.6
1750,r132,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Business management and administration,4,533,550,535,564,641,669,648,575,692,609,14.3
1750,r133,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Communication,4,364,390,417,350,401,383,411,410,425,396,8.8
1750,r134,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Non-S&E fields nec,4,488,460,448,455,501,501,499,480,609,527,8.0
1750,r135,All doctorate recipients<sup>a</sup> -> Female -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Female,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,0,0,0.0
