table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_personnel_headcount_total_,field_r_d_personnel_headcount_researchersa,field_r_d_personnel_headcount_technicians,field_r_d_personnel_headcount_support_staff,field_r_d_personnel_full_time_equivalent_total_,field_r_d_personnel_full_time_equivalent_researchersa,field_r_d_personnel_full_time_equivalent_technicians,field_r_d_personnel_full_time_equivalent_support_staff
9950,r153,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,125,50,59,16,125.0,50.0,59.0,16.0
9950,r154,"United States<sup>b</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>b</sup>,North Carolina,"Environmental Quality, Department of",3,39,18,12,9,23.8,12.3,5.5,6.0
9950,r155,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,39,26,7,6,17.5,11.0,3.5,3.0
9950,r156,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,5,4,0,1,5.0,4.0,1.0,0.0
9950,r157,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,11,10,1,0,4.8,4.5,0.3,0.0
9950,r158,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,5,5,0,0,2.0,2.0,0.0,0.0
9950,r159,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,6,5,1,0,2.8,2.5,0.3,0.0
9950,r160,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,32,16,11,5,9.6,6.5,2.7,0.4
9950,r161,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,1,1,0,0,0.1,0.1,0.0,0.0
9950,r162,United States<sup>b</sup> -> Ohio -> Environmental Protection Agency,United States<sup>b</sup>,Ohio,Environmental Protection Agency,3,9,3,4,2,0.7,0.2,0.4,0.1
9950,r163,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,22,12,7,3,8.8,6.2,2.3,0.3
9950,r164,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,59,25,28,6,18.2,10.0,5.9,2.3
9950,r165,"United States<sup>b</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>b</sup>,Oklahoma,"Environmental Quality, Department of",3,30,12,16,2,2.4,1.0,1.4,0.0
9950,r166,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,8,3,4,1,2.0,1.5,0.5,0.0
9950,r167,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,12,5,6,1,5.8,2.5,3.0,0.3
9950,r168,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,2,0,1,1,1.0,0.0,0.0,1.0
9950,r169,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,6,4,1,1,6.0,4.0,1.0,1.0
9950,r170,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1,1,0,0,1.0,1.0,0.0,0.0
9950,r171,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,278,99,156,23,147.1,73.9,64.5,8.7
9950,r172,"United States<sup>b</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>b</sup>,Oregon,"Environmental Quality, Department of",3,7,4,3,0,0.9,0.7,0.2,0.0
9950,r173,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,194,50,134,10,90.8,33.2,53.3,4.3
9950,r174,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,20,5,10,5,8.5,5.0,2.5,1.0
9950,r175,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,15,10,2,3,6.8,5.0,1.5,0.3
9950,r176,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,21,11,7,3,21.0,11.0,7.0,3.0
9950,r177,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,8,8,0,0,8.0,8.0,0.0,0.0
9950,r178,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,11,11,0,0,11.0,11.0,0.0,0.0
9950,r179,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,2,0,0,2,0.1,0.0,0.0,0.1
9950,r180,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,176,85,84,7,112.0,48.4,57.0,6.6
9950,r181,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,6,5,1,0,3.5,1.4,0.6,1.5
9950,r182,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,6,6,0,0,0.4,0.4,0.0,0.0
9950,r183,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,38,22,16,0,2.1,1.0,1.1,0.0
9950,r184,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,114,45,64,5,105.0,45.0,55.0,5.0
9950,r185,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,12,7,3,2,1.0,0.6,0.3,0.1
9950,r186,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,48,41,2,5,35.5,30.0,1.0,4.5
9950,r187,"United States<sup>b</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,22,20,0,2,12.0,10.0,0.0,2.0
9950,r188,"United States<sup>b</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,19,17,0,2,19.0,17.0,0.0,2.0
9950,r189,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,3,2,1,0,2.5,2.0,0.5,0.0
9950,r190,"United States<sup>b</sup> -> Rhode Island -> Transportation, Department of",United States<sup>b</sup>,Rhode Island,"Transportation, Department of",3,3,1,1,1,1.5,0.5,0.5,0.5
9950,r191,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,1,1,0,0,0.5,0.5,0.0,0.0
9950,r192,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,437,210,143,84,250.4,143.3,77.0,30.1
9950,r193,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,74,33,4,37,7.5,5.8,1.0,0.7
9950,r194,"United States<sup>b</sup> -> South Carolina -> Mental Health, Department of",United States<sup>b</sup>,South Carolina,"Mental Health, Department of",3,2,1,0,1,0.2,0.1,0.0,0.1
9950,r195,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,326,151,137,38,222.0,124.0,76.0,22.0
9950,r196,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,20,12,2,6,18.0,12.0,0.0,6.0
9950,r197,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,15,13,0,2,2.7,1.4,0.0,1.3
9950,r198,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,6,5,0,1,4.5,4.0,0.0,0.5
9950,r199,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,1,0,0,1,0.5,0.0,0.0,0.5
9950,r200,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,5,5,0,0,4.0,4.0,0.0,0.0
9950,r201,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,7,6,0,1,7.0,6.0,0.0,1.0
9950,r202,"United States<sup>b</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>b</sup>,Tennessee,"Environment and Conservation, Department of",3,7,6,0,1,7.0,6.0,0.0,1.0
9950,r203,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,56,39,6,11,37.1,25.3,6.0,5.8
9950,r204,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,29,19,5,5,23.3,14.5,5.0,3.8
9950,r205,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,27,20,1,6,13.8,10.8,1.0,2.0
9950,r206,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,80,47,22,11,38.8,29.6,7.2,2.0
9950,r207,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,13,3,10,0,0.8,0.6,0.2,0.0
9950,r208,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,60,40,10,10,31.0,25.0,5.0,1.0
9950,r209,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,7,4,2,1,7.0,4.0,2.0,1.0
9950,r210,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,30,9,17,4,6.3,1.6,4.1,0.6
9950,r211,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,13,5,5,3,4.6,0.0,4.0,0.6
9950,r212,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,17,4,12,1,1.7,1.6,0.1,0.0
9950,r213,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,154,82,39,33,113.7,70.1,25.3,18.3
9950,r214,"United States<sup>b</sup> -> Virginia -> Education, Department of",United States<sup>b</sup>,Virginia,"Education, Department of",3,5,3,1,1,2.2,1.6,0.3,0.3
9950,r215,"United States<sup>b</sup> -> Virginia -> Energy, Department of",United States<sup>b</sup>,Virginia,"Energy, Department of",3,21,17,3,1,17.5,14.5,2.0,1.0
9950,r216,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,2,2,0,0,0.2,0.2,0.0,0.0
9950,r217,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,7,7,0,0,6.0,6.0,0.0,0.0
9950,r218,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,6,1,5,0,6.0,1.0,5.0,0.0
9950,r219,United States<sup>b</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>b</sup>,Virginia,Innovation Partnership Corporation,3,10,2,0,8,6.0,1.0,0.0,5.0
9950,r220,United States<sup>b</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>b</sup>,Virginia,Institute for Advanced Learning and Research,3,2,1,1,0,1.0,1.0,0.0,0.0
9950,r221,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2,1,1,0,2.0,1.0,1.0,0.0
9950,r222,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,10,4,2,4,10.0,4.0,2.0,4.0
9950,r223,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,18,6,10,2,17.0,6.0,10.0,1.0
9950,r224,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,71,38,16,17,45.8,33.8,5.0,7.0
9950,r225,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,640,352,173,115,270.7,173.2,62.0,35.5
9950,r226,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,44,21,22,1,12.9,5.6,7.0,0.3
9950,r227,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,421,259,82,80,149.0,106.0,35.0,8.0
9950,r228,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,11,7,2,2,6.9,4.8,1.0,1.1
9950,r229,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,28,24,0,4,28.0,24.0,0.0,4.0
9950,r230,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,107,33,54,20,52.0,26.0,12.0,14.0
9950,r231,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,2,2,0,0,0.9,0.8,0.0,0.1
9950,r232,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,15,3,7,5,11.0,3.0,3.0,5.0
9950,r233,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,12,3,6,3,10.0,3.0,4.0,3.0
9950,r234,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,115,47,49,19,80.2,40.0,32.0,8.2
9950,r235,"United States<sup>b</sup> -> West Virginia -> Agriculture, Department of",United States<sup>b</sup>,West Virginia,"Agriculture, Department of",3,4,4,0,0,4.0,3.0,0.0,1.0
9950,r236,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,34,21,8,5,34.0,21.0,8.0,5.0
9950,r237,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,3,0,0,3,1.2,0.0,0.0,1.2
9950,r238,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>b</sup>,West Virginia,"Natural Resources, Department of",3,74,22,41,11,41.0,16.0,24.0,1.0
9950,r239,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,105,34,66,5,25.2,19.6,0.6,5.0
9950,r240,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,41,33,8,0,20.2,19.6,0.6,0.0
9950,r241,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,64,1,58,5,5.0,0.0,0.0,5.0
9950,r242,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,41,16,21,4,35.6,13.0,18.6,4.0
9950,r243,United States<sup>b</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>b</sup>,Wyoming,Enhanced Oil Recovery Institute,3,11,6,3,2,7.8,3.0,2.8,2.0
9950,r244,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,11,0,11,0,11.0,0.0,11.0,0.0
9950,r245,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,16,10,4,2,16.0,10.0,4.0,2.0
9950,r246,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,3,0,3,0,0.8,0.0,0.8,0.0
9950,r247,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,,1,153,31,75,47,115.4,24.7,58.3,32.4
9950,r248,Puerto Rico<sup>c</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>c</sup>,Comprehensive Cancer Center,,2,88,9,48,31,78.0,9.0,48.0,21.0
9950,r249,Puerto Rico<sup>c</sup> -> Innovation & Technology Services,Puerto Rico<sup>c</sup>,Innovation & Technology Services,,2,11,0,7,4,2.9,0.0,1.7,1.2
9950,r250,Puerto Rico<sup>c</sup> -> Institute of Statistics,Puerto Rico<sup>c</sup>,Institute of Statistics,,2,35,7,20,8,20.5,5.7,8.6,6.2
9950,r251,"Puerto Rico<sup>c</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>c</sup>,"Science, Technology and Research Trust",,2,19,15,0,4,14.0,10.0,0.0,4.0
