table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
10168,r182,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r183,"United States -> Hawaii -> Public -> U. Hawaii, Hilo",United States,Hawaii,Public,"U. Hawaii, Hilo",4,"['447', '']","['235', '']","['48', '']","['109', '']","['55', '']","['447', '']","['235', '']","['48', '']","['109', '']","['55', '']"
10168,r184,"United States -> Hawaii -> Public -> U. Hawaii, Manoa",United States,Hawaii,Public,"U. Hawaii, Manoa",4,"['22,733', 'i']","['7,544', 'i']","['1,787', 'i']","['4,004', 'i']","['9,398', 'i']","['22,568', '']","['7,501', '']","['1,787', '']","['3,882', '']","['9,398', '']"
10168,r185,"United States -> Hawaii -> Public -> U. Hawaii, system office",United States,Hawaii,Public,"U. Hawaii, system office",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r186,United States -> Hawaii -> Private,United States,Hawaii,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r187,United States -> Hawaii -> Private -> Hawaii Pacific U.,United States,Hawaii,Private,Hawaii Pacific U.,4,"['582', '']","['582', '']","['0', '']","['0', '']","['0', '']","['557', '']","['557', '']","['0', '']","['0', '']","['0', '']"
10168,r188,United States -> Idaho,United States,Idaho,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r189,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r190,United States -> Idaho -> Public -> Boise State U.,United States,Idaho,Public,Boise State U.,4,"['6,763', '']","['3,880', '']","['203', '']","['2,488', '']","['192', '']","['6,742', '']","['3,859', '']","['203', '']","['2,488', '']","['192', '']"
10168,r191,United States -> Idaho -> Public -> Idaho State U.,United States,Idaho,Public,Idaho State U.,4,"['2,805', '']","['2,159', '']","['250', '']","['19', '']","['377', '']","['2,796', '']","['2,159', '']","['250', '']","['19', '']","['368', '']"
10168,r192,United States -> Idaho -> Public -> U. Idaho,United States,Idaho,Public,U. Idaho,4,"['8,690', '']","['4,899', '']","['69', '']","['535', '']","['3,187', '']","['8,210', '']","['4,716', '']","['69', '']","['409', '']","['3,016', '']"
10168,r193,United States -> Illinois,United States,Illinois,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r194,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r195,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['885', '']","['885', '']","['0', '']","['0', '']","['0', '']","['885', '']","['885', '']","['0', '']","['0', '']","['0', '']"
10168,r196,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['965', '']","['901', '']","['39', '']","['25', '']","['0', '']","['960', '']","['896', '']","['39', '']","['25', '']","['0', '']"
10168,r197,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['246', '']","['219', '']","['0', '']","['27', '']","['0', '']","['246', '']","['219', '']","['0', '']","['27', '']","['0', '']"
10168,r198,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['3,188', '']","['1,230', '']","['188', '']","['1,697', '']","['73', '']","['3,109', '']","['1,173', '']","['188', '']","['1,675', '']","['73', '']"
10168,r199,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['5,266', 'i']","['1,584', 'i']","['550', 'i']","['135', 'i']","['2,997', 'i']","['4,600', '']","['1,405', '']","['357', '']","['0', '']","['2,838', '']"
10168,r200,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['1,107', '']","['6', '']","['0', '']","['66', '']","['1,035', '']","['1,107', '']","['6', '']","['0', '']","['66', '']","['1,035', '']"
10168,r201,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['56,633', '']","['33,678', '']","['9,687', '']","['10,037', '']","['3,231', '']","['53,906', '']","['31,974', '']","['9,585', '']","['9,184', '']","['3,163', '']"
10168,r202,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r203,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['72,710', '']","['39,267', '']","['10,796', '']","['4,644', '']","['18,003', '']","['65,242', '']","['36,599', '']","['10,682', '']","['3,755', '']","['14,206', '']"
10168,r204,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['2,305', '']","['2,143', '']","['0', '']","['0', '']","['162', '']","['2,305', '']","['2,143', '']","['0', '']","['0', '']","['162', '']"
10168,r205,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r206,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['545', '']","['467', '']","['0', '']","['52', '']","['26', '']","['519', '']","['467', '']","['0', '']","['52', '']","['0', '']"
10168,r207,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['51', '']","['39', '']","['0', '']","['12', '']","['0', '']","['39', '']","['39', '']","['0', '']","['0', '']","['0', '']"
10168,r208,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['5,460', '']","['1,920', '']","['841', '']","['124', '']","['2,575', '']","['5,154', '']","['1,912', '']","['586', '']","['81', '']","['2,575', '']"
10168,r209,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['6,933', '']","['5,678', '']","['184', '']","['566', '']","['505', '']","['6,184', '']","['5,127', '']","['184', '']","['403', '']","['470', '']"
10168,r210,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['268', '']","['104', '']","['0', '']","['0', '']","['164', '']","['247', '']","['83', '']","['0', '']","['0', '']","['164', '']"
10168,r211,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['98,900', '']","['59,283', '']","['27,510', '']","['11,677', '']","['430', '']","['74,094', '']","['55,071', '']","['9,076', '']","['9,580', '']","['367', '']"
10168,r212,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['793', '']","['786', '']","['0', '']","['7', '']","['0', '']","['786', '']","['786', '']","['0', '']","['0', '']","['0', '']"
10168,r213,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['19,934', '']","['16,346', '']","['0', '']","['2,180', '']","['1,408', '']","['17,771', '']","['14,340', '']","['0', '']","['2,038', '']","['1,393', '']"
10168,r214,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['254', '']","['254', '']","['0', '']","['0', '']","['0', '']","['254', '']","['254', '']","['0', '']","['0', '']","['0', '']"
10168,r215,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['98,601', '']","['64,803', '']","['18,843', '']","['12,054', '']","['2,901', '']","['92,853', '']","['60,803', '']","['18,700', '']","['10,908', '']","['2,442', '']"
10168,r216,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r217,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r218,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['923', '']","['379', '']","['0', '']","['179', '']","['365', '']","['740', '']","['344', '']","['0', '']","['83', '']","['313', '']"
10168,r219,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['111', '']","['107', '']","['0', '']","['0', '']","['4', '']","['111', '']","['107', '']","['0', '']","['0', '']","['4', '']"
10168,r220,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['71,027', '']","['36,115', '']","['9,444', '']","['21,429', '']","['4,039', '']","['56,299', '']","['32,937', '']","['3,399', '']","['16,489', '']","['3,474', '']"
10168,r221,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['6,204', '']","['2,901', '']","['861', '']","['1,296', '']","['1,146', '']","['5,541', '']","['2,734', '']","['861', '']","['909', '']","['1,037', '']"
10168,r222,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['330', '']","['54', '']","['127', '']","['5', '']","['144', '']","['6', '']","['0', '']","['1', '']","['5', '']","['0', '']"
10168,r223,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['1,633', '']","['825', '']","['92', '']","['27', '']","['689', '']","['1,110', '']","['628', '']","['88', '']","['0', '']","['394', '']"
10168,r224,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['88,996', '']","['35,678', '']","['15,750', '']","['9,324', '']","['28,244', '']","['59,104', '']","['32,958', '']","['14,347', '']","['5,620', '']","['6,179', '']"
10168,r225,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r226,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['93', '']","['3', '']","['0', '']","['90', '']","['0', '']","['3', '']","['3', '']","['0', '']","['0', '']","['0', '']"
10168,r227,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['35,331', '']","['12,426', '']","['15,762', '']","['3,083', '']","['4,060', '']","['31,873', '']","['10,791', '']","['15,263', '']","['2,145', '']","['3,674', '']"
10168,r228,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r229,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r230,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['34,446', '']","['14,845', '']","['4,689', '']","['4,289', '']","['10,623', '']","['31,456', '']","['12,890', '']","['4,642', '']","['3,633', '']","['10,291', '']"
10168,r231,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['12,124', '']","['1,925', '']","['1,813', '']","['1,619', '']","['6,767', '']","['12,124', '']","['1,925', '']","['1,813', '']","['1,619', '']","['6,767', '']"
10168,r232,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['1,137', '']","['426', '']","['0', '']","['0', '']","['711', '']","['1,137', '']","['426', '']","['0', '']","['0', '']","['711', '']"
10168,r233,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r234,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['88', '']","['88', '']","['0', '']","['0', '']","['0', '']","['87', '']","['87', '']","['0', '']","['0', '']","['0', '']"
10168,r235,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['759', '']","['165', '']","['7', '']","['71', '']","['516', '']","['669', '']","['153', '']","['0', '']","['0', '']","['516', '']"
10168,r236,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['92', '']","['92', '']","['0', '']","['0', '']","['0', '']","['51', '']","['51', '']","['0', '']","['0', '']","['0', '']"
10168,r237,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['50', '']","['50', '']","['0', '']","['0', '']","['0', '']","['50', '']","['50', '']","['0', '']","['0', '']","['0', '']"
10168,r238,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r239,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r240,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['12,238', '']","['4,993', '']","['2,460', '']","['3,811', '']","['974', '']","['10,692', '']","['4,212', '']","['2,260', '']","['3,258', '']","['962', '']"
10168,r241,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['441', '']","['286', '']","['0', '']","['0', '']","['155', '']","['441', '']","['286', '']","['0', '']","['0', '']","['155', '']"
10168,r242,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['44,030', '']","['20,471', '']","['3,485', '']","['4,976', '']","['15,098', '']","['39,347', '']","['18,473', '']","['2,761', '']","['4,451', '']","['13,662', '']"
10168,r243,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['4,827', '']","['1,877', '']","['835', '']","['1,243', '']","['872', '']","['4,706', '']","['1,853', '']","['821', '']","['1,239', '']","['793', '']"
10168,r244,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r245,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r246,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['27', '']","['24', '']","['2', '']","['1', '']","['0', '']","['27', '']","['24', '']","['2', '']","['1', '']","['0', '']"
10168,r247,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['759', '']","['0', '']","['345', '']","['414', '']","['0', '']","['759', '']","['0', '']","['345', '']","['414', '']","['0', '']"
10168,r248,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['785', '']","['614', '']","['58', '']","['89', '']","['24', '']","['650', '']","['613', '']","['0', '']","['36', '']","['1', '']"
10168,r249,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['1,205', '']","['467', '']","['0', '']","['0', '']","['738', '']","['1,205', '']","['467', '']","['0', '']","['0', '']","['738', '']"
10168,r250,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['51,560', 'i']","['18,395', '']","['9,627', 'i']","['4,279', 'i']","['19,259', 'i']","['48,486', '']","['15,717', '']","['9,482', '']","['4,129', '']","['19,158', '']"
10168,r251,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['29,890', '']","['9,089', '']","['12,346', '']","['4,070', '']","['4,385', '']","['24,697', '']","['7,599', '']","['9,362', '']","['3,690', '']","['4,046', '']"
10168,r252,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['2,404', '']","['1,226', '']","['405', '']","['289', '']","['484', '']","['1,803', '']","['1,226', '']","['334', '']","['243', '']","['0', '']"
10168,r253,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r254,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r255,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['750', 'i']","['162', 'i']","['48', 'i']","['0', 'i']","['540', 'i']","['210', 'i']","['162', 'i']","['48', 'i']","['0', 'i']","['0', 'i']"
10168,r256,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['24,648', '']","['18,293', '']","['1,699', '']","['1,586', '']","['3,070', '']","['24,010', '']","['18,292', '']","['1,690', '']","['1,570', '']","['2,458', '']"
10168,r257,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['6,721', '']","['3,365', '']","['608', '']","['925', '']","['1,823', '']","['6,604', '']","['3,248', '']","['608', '']","['925', '']","['1,823', '']"
10168,r258,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['983', '']","['967', '']","['16', '']","['0', '']","['0', '']","['983', '']","['967', '']","['16', '']","['0', '']","['0', '']"
10168,r259,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['3,277', '']","['788', '']","['85', '']","['1,459', '']","['945', '']","['3,258', '']","['781', '']","['85', '']","['1,447', '']","['945', '']"
10168,r260,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r261,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['815', '']","['749', '']","['0', '']","['0', '']","['66', '']","['815', '']","['749', '']","['0', '']","['0', '']","['66', '']"
10168,r262,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['783', '']","['83', '']","['0', '']","['700', '']","['0', '']","['783', '']","['83', '']","['0', '']","['700', '']","['0', '']"
10168,r263,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['621', '']","['0', '']","['595', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r264,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['9,331', '']","['3,441', '']","['573', '']","['529', '']","['4,788', '']","['7,714', '']","['2,347', '']","['550', '']","['29', '']","['4,788', '']"
10168,r265,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['1,328', '']","['947', '']","['126', '']","['102', '']","['153', '']","['1,186', '']","['947', '']","['85', '']","['1', '']","['153', '']"
10168,r266,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,285', '']","['641', '']","['40', '']","['318', '']","['286', '']","['1,166', '']","['593', '']","['2', '']","['285', '']","['286', '']"
10168,r267,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r268,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['73', '']","['26', '']","['0', '']","['0', '']","['47', '']","['73', '']","['26', '']","['0', '']","['0', '']","['47', '']"
10168,r269,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['31,415', '']","['19,326', '']","['5,191', '']","['5,518', '']","['1,380', '']","['26,366', '']","['16,328', '']","['4,513', '']","['4,208', '']","['1,317', '']"
10168,r270,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['1,984', '']","['541', '']","['0', '']","['806', '']","['637', '']","['1,013', '']","['532', '']","['0', '']","['429', '']","['52', '']"
10168,r271,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r272,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r273,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['22,888', '']","['5,616', '']","['7,963', '']","['25', '']","['9,284', '']","['21,933', '']","['5,331', '']","['7,784', '']","['25', '']","['8,793', '']"
10168,r274,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['1,354', '']","['714', '']","['0', '']","['640', '']","['0', '']","['1,210', '']","['708', '']","['0', '']","['502', '']","['0', '']"
10168,r275,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r276,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['743', '']","['319', '']","['0', '']","['424', '']","['0', '']","['743', '']","['319', '']","['0', '']","['424', '']","['0', '']"
10168,r277,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['420', '']","['100', '']","['0', '']","['299', '']","['21', '']","['420', '']","['100', '']","['0', '']","['299', '']","['21', '']"
10168,r278,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['279', '']","['89', '']","['0', '']","['171', '']","['19', '']","['229', '']","['61', '']","['0', '']","['149', '']","['19', '']"
10168,r279,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['905', '']","['224', '']","['126', '']","['555', '']","['0', '']","['404', '']","['180', '']","['0', '']","['224', '']","['0', '']"
10168,r280,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r281,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r282,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['769', '']","['769', '']","['0', '']","['0', '']","['0', '']","['769', '']","['769', '']","['0', '']","['0', '']","['0', '']"
10168,r283,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['8,306', '']","['6,232', '']","['888', '']","['1,186', '']","['0', '']","['8,292', '']","['6,218', '']","['888', '']","['1,186', '']","['0', '']"
10168,r284,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['1,649', '']","['1,354', '']","['0', '']","['295', '']","['0', '']","['1,038', '']","['779', '']","['0', '']","['259', '']","['0', '']"
10168,r285,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['728', '']","['49', '']","['363', '']","['236', '']","['80', '']","['704', '']","['49', '']","['339', '']","['236', '']","['80', '']"
10168,r286,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['1,001', '']","['178', '']","['0', '']","['84', '']","['739', '']","['1,001', '']","['178', '']","['0', '']","['84', '']","['739', '']"
10168,r287,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['103,954', '']","['38,527', '']","['10,024', '']","['32,417', '']","['22,986', '']","['84,327', '']","['35,870', '']","['7,747', '']","['21,500', '']","['19,210', '']"
10168,r288,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,679', '']","['1,633', '']","['76', '']","['1,035', '']","['935', '']","['2,730', '']","['1,578', '']","['76', '']","['223', '']","['853', '']"
10168,r289,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['22,841', '']","['16,087', '']","['532', '']","['742', '']","['5,480', '']","['22,763', '']","['16,009', '']","['532', '']","['742', '']","['5,480', '']"
10168,r290,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['947', '']","['947', '']","['0', '']","['0', '']","['0', '']","['947', '']","['947', '']","['0', '']","['0', '']","['0', '']"
10168,r291,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['2,159', '']","['251', '']","['0', '']","['1,908', '']","['0', '']","['1,908', '']","['0', '']","['0', '']","['1,908', '']","['0', '']"
10168,r292,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10168,r293,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r294,United States -> Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>d</sup>,4,"['158,107', '']","['78,043', '']","['22,793', '']","['46,018', '']","['11,253', '']","['130,221', '']","['68,169', '']","['18,814', '']","['34,726', '']","['8,512', '']"
10168,r295,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r296,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10168,r297,United States -> Massachusetts -> Public -> Framingham State U.,United States,Massachusetts,Public,Framingham State U.,4,"['14', 'i']","['14', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['14', 'i']","['14', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10168,r298,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['30,189', '']","['15,053', '']","['4,660', '']","['3,913', '']","['6,563', '']","['27,545', '']","['13,516', '']","['3,861', '']","['3,605', '']","['6,563', '']"
