table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r197,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r198,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['3,808', '']","['912', '']","['0', '']","['569', '']","['2,327', '']","['3,775', '']","['890', '']","['0', '']","['569', '']","['2,316', '']"
3189,r199,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['114', '']","['45', '']","['61', '']","['0', '']","['8', '']","['114', '']","['45', '']","['61', '']","['0', '']","['8', '']"
3189,r200,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['331', '']","['206', '']","['16', '']","['109', '']","['0', '']","['308', '']","['202', '']","['16', '']","['90', '']","['0', '']"
3189,r201,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['919', '']","['854', '']","['0', '']","['64', '']","['1', '']","['185', '']","['120', '']","['0', '']","['64', '']","['1', '']"
3189,r202,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['174', '']","['126', '']","['21', '']","['27', '']","['0', '']","['174', '']","['126', '']","['21', '']","['27', '']","['0', '']"
3189,r203,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['19,890', '']","['12,025', '']","['3,394', 'i']","['2,375', 'i']","['2,096', 'i']","['13,806', '']","['10,270', '']","['1,555', 'i']","['1,098', 'i']","['883', 'i']"
3189,r204,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r205,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['81,627', '']","['50,954', '']","['19,681', '']","['7,284', '']","['3,708', '']","['75,885', '']","['48,353', '']","['19,238', '']","['7,007', '']","['1,287', '']"
3189,r206,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r207,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r208,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['7', '']","['7', '']","['0', '']","['0', '']","['0', '']","['7', '']","['7', '']","['0', '']","['0', '']","['0', '']"
3189,r209,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['1,157', '']","['811', '']","['0', '']","['296', '']","['50', '']","['1,120', '']","['811', '']","['0', '']","['259', '']","['50', '']"
3189,r210,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r211,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['3,810', '']","['1,981', '']","['629', '']","['1,172', '']","['28', '']","['3,614', '']","['1,787', '']","['629', '']","['1,170', '']","['28', '']"
3189,r212,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['3,244', '']","['1,951', '']","['105', '']","['206', '']","['982', '']","['3,042', '']","['1,926', '']","['105', '']","['126', '']","['885', '']"
3189,r213,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['342', '']","['342', '']","['0', '']","['0', '']","['0', '']","['329', '']","['329', '']","['0', '']","['0', '']","['0', '']"
3189,r214,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['75,744', '']","['1,521', '']","['2,392', '']","['71,816', '']","['15', '']","['69,741', '']","['200', '']","['40', '']","['69,501', '']","['0', '']"
3189,r215,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['585', '']","['231', '']","['0', '']","['0', '']","['354', '']","['568', '']","['214', '']","['0', '']","['0', '']","['354', '']"
3189,r216,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['10,930', '']","['6,067', '']","['0', '']","['4,845', '']","['18', '']","['10,835', '']","['6,015', '']","['0', '']","['4,802', '']","['18', '']"
3189,r217,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r218,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['37,572', '']","['26,033', '']","['1,012', '']","['8,358', '']","['2,169', '']","['33,015', '']","['23,100', '']","['710', '']","['7,421', '']","['1,784', '']"
3189,r219,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['173', '']","['173', '']","['0', '']","['0', '']","['0', '']","['61', '']","['61', '']","['0', '']","['0', '']","['0', '']"
3189,r220,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r221,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r222,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['117', '']","['67', '']","['40', '']","['10', '']","['0', '']","['67', '']","['67', '']","['0', '']","['0', '']","['0', '']"
3189,r223,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['172', '']","['123', '']","['49', '']","['0', '']","['0', '']","['172', '']","['123', '']","['49', '']","['0', '']","['0', '']"
3189,r224,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['66,008', '']","['38,885', '']","['346', '']","['22,024', '']","['4,753', '']","['57,361', '']","['33,059', '']","['339', '']","['19,735', '']","['4,228', '']"
3189,r225,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['2,659', '']","['1,617', '']","['79', '']","['949', '']","['14', '']","['1,875', '']","['1,337', '']","['79', '']","['459', '']","['0', '']"
3189,r226,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r227,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['290', '']","['168', '']","['51', '']","['0', '']","['71', '']","['265', '']","['143', '']","['51', '']","['0', '']","['71', '']"
3189,r228,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['36,543', '']","['26,858', '']","['5,533', '']","['1,368', '']","['2,784', '']","['27,012', '']","['19,212', '']","['4,556', '']","['553', '']","['2,691', '']"
3189,r229,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r230,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['26,623', '']","['19,643', '']","['899', '']","['3,654', '']","['2,427', '']","['21,253', '']","['16,481', '']","['806', '']","['2,172', '']","['1,794', '']"
3189,r231,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r232,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r233,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['22,030', '']","['12,327', 'i']","['4,218', 'i']","['2,957', 'i']","['2,528', 'i']","['18,396', '']","['10,468', 'i']","['3,487', 'i']","['2,460', 'i']","['1,981', 'i']"
3189,r234,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['21,869', '']","['20,775', '']","['0', '']","['0', '']","['1,094', '']","['21,034', '']","['19,982', '']","['0', '']","['0', '']","['1,052', '']"
3189,r235,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['403', '']","['403', '']","['0', '']","['0', '']","['0', '']","['403', '']","['403', '']","['0', '']","['0', '']","['0', '']"
3189,r236,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r237,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['133', '']","['98', '']","['35', '']","['0', '']","['0', '']","['118', '']","['83', '']","['35', '']","['0', '']","['0', '']"
3189,r238,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['15', '']","['0', '']","['0', '']","['15', '']","['0', '']","['15', '']","['0', '']","['0', '']","['15', '']","['0', '']"
3189,r239,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['21', '']","['21', '']","['0', '']","['0', '']","['0', '']","['21', '']","['21', '']","['0', '']","['0', '']","['0', '']"
3189,r240,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['300', '']","['250', '']","['0', '']","['50', '']","['0', '']","['300', '']","['250', '']","['0', '']","['50', '']","['0', '']"
3189,r241,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r242,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r243,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['16', '']","['16', '']","['0', '']","['0', '']","['0', '']","['16', '']","['16', '']","['0', '']","['0', '']","['0', '']"
3189,r244,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['16,834', '']","['12,268', '']","['1,005', '']","['925', '']","['2,636', '']","['16,066', '']","['11,763', '']","['901', '']","['915', '']","['2,487', '']"
3189,r245,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r246,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['28,233', '']","['19,288', '']","['5,035', '']","['3,616', '']","['294', '']","['23,629', '']","['16,557', '']","['3,642', '']","['3,209', '']","['221', '']"
3189,r247,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['2,231', '']","['1,761', '']","['208', '']","['0', '']","['262', '']","['2,183', '']","['1,713', '']","['208', '']","['0', '']","['262', '']"
3189,r248,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r249,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r250,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['19', '']","['18', '']","['1', '']","['0', '']","['0', '']","['19', '']","['18', '']","['1', '']","['0', '']","['0', '']"
3189,r251,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['120', '']","['120', '']","['0', '']","['0', '']","['0', '']","['120', '']","['120', '']","['0', '']","['0', '']","['0', '']"
3189,r252,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r253,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['777', '']","['777', '']","['0', '']","['0', '']","['0', '']","['777', '']","['777', '']","['0', '']","['0', '']","['0', '']"
3189,r254,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['44', '']","['19', '']","['0', '']","['11', '']","['14', '']","['44', '']","['19', '']","['0', '']","['11', '']","['14', '']"
3189,r255,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['19,667', '']","['15,400', '']","['2,932', '']","['928', '']","['407', '']","['17,023', '']","['13,980', '']","['1,746', '']","['928', '']","['369', '']"
3189,r256,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['10,299', '']","['6,258', 'i']","['1,620', 'i']","['1,497', 'i']","['924', 'i']","['8,755', '']","['5,489', 'i']","['1,293', 'i']","['1,218', 'i']","['755', 'i']"
3189,r257,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['50', '']","['50', '']","['0', '']","['0', '']","['0', '']","['50', '']","['50', '']","['0', '']","['0', '']","['0', '']"
3189,r258,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r259,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r260,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['29', '']","['29', '']","['0', '']","['0', '']","['0', '']","['29', '']","['29', '']","['0', '']","['0', '']","['0', '']"
3189,r261,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['15,052', '']","['13,893', '']","['677', '']","['456', '']","['26', '']","['11,931', '']","['11,212', '']","['458', '']","['237', '']","['24', '']"
3189,r262,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['6,536', '']","['3,369', '']","['73', '']","['3,094', '']","['0', '']","['6,152', '']","['2,985', '']","['73', '']","['3,094', '']","['0', '']"
3189,r263,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['726', '']","['726', '']","['0', '']","['0', '']","['0', '']","['613', '']","['613', '']","['0', '']","['0', '']","['0', '']"
3189,r264,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['647', '']","['647', '']","['0', '']","['0', '']","['0', '']","['593', '']","['593', '']","['0', '']","['0', '']","['0', '']"
3189,r265,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r266,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['34', '']","['31', '']","['3', '']","['0', '']","['0', '']","['34', '']","['31', '']","['3', '']","['0', '']","['0', '']"
3189,r267,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['95', '']","['95', '']","['0', '']","['0', '']","['0', '']","['95', '']","['95', '']","['0', '']","['0', '']","['0', '']"
3189,r268,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['127', '']","['73', '']","['54', '']","['0', '']","['0', '']","['127', '']","['73', '']","['54', '']","['0', '']","['0', '']"
3189,r269,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['1,716', '']","['1,029', '']","['544', '']","['0', '']","['143', '']","['1,603', '']","['926', '']","['534', '']","['0', '']","['143', '']"
3189,r270,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['58', '']","['58', '']","['0', '']","['0', '']","['0', '']","['58', '']","['58', '']","['0', '']","['0', '']","['0', '']"
3189,r271,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,412', '']","['255', '']","['374', '']","['377', '']","['406', '']","['939', '']","['168', '']","['0', '']","['377', '']","['394', '']"
3189,r272,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r273,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r274,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['15,282', '']","['7,776', '']","['2,424', '']","['111', '']","['4,971', '']","['10,492', '']","['5,979', '']","['2,009', '']","['33', '']","['2,471', '']"
3189,r275,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['322', '']","['322', '']","['0', '']","['0', '']","['0', '']","['322', '']","['322', '']","['0', '']","['0', '']","['0', '']"
3189,r276,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r277,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r278,United States -> Maine -> Public -> Maine Maritime Academy,United States,Maine,Public,Maine Maritime Academy,4,"['44', '']","['44', '']","['0', '']","['0', '']","['0', '']","['44', '']","['44', '']","['0', '']","['0', '']","['0', '']"
3189,r279,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['4,840', '']","['2,411', '']","['509', '']","['785', '']","['1,135', '']","['4,497', '']","['2,157', '']","['459', '']","['746', '']","['1,135', '']"
3189,r280,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['6', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r281,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r282,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['21', '']","['21', '']","['0', '']","['0', '']","['0', '']","['21', '']","['21', '']","['0', '']","['0', '']","['0', '']"
3189,r283,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['174', '']","['34', '']","['0', '']","['140', '']","['0', '']","['174', '']","['34', '']","['0', '']","['140', '']","['0', '']"
3189,r284,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r285,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['275', '']","['121', '']","['58', '']","['96', '']","['0', '']","['249', '']","['121', '']","['58', '']","['70', '']","['0', '']"
3189,r286,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r287,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r288,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']"
3189,r289,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['1,136', '']","['867', '']","['173', '']","['96', '']","['0', '']","['1,120', '']","['867', '']","['173', '']","['80', '']","['0', '']"
3189,r290,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['62', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r291,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['335', '']","['257', '']","['60', '']","['0', '']","['18', '']","['317', '']","['257', '']","['60', '']","['0', '']","['0', '']"
3189,r292,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['1,862', '']","['404', '']","['0', '']","['734', '']","['724', '']","['1,862', '']","['404', '']","['0', '']","['734', '']","['724', '']"
3189,r293,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['123,215', '']","['92,794', '']","['13,736', '']","['3,913', '']","['12,772', '']","['99,294', '']","['75,867', '']","['11,086', '']","['3,241', '']","['9,100', '']"
3189,r294,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['3,772', '']","['2,893', '']","['168', '']","['106', '']","['605', '']","['3,282', '']","['2,642', '']","['166', '']","['106', '']","['368', '']"
3189,r295,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['5,331', '']","['4,755', '']","['257', '']","['97', '']","['222', '']","['5,032', '']","['4,567', '']","['161', '']","['82', '']","['222', '']"
3189,r296,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
3189,r297,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r298,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r299,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r300,United States -> Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>b</sup>,4,"['176,601', '']","['98,411', 'i']","['17,970', 'i']","['37,068', 'i']","['23,152', 'i']","['135,783', '']","['80,712', 'i']","['12,535', 'i']","['25,995', 'i']","['16,541', 'i']"
3189,r301,United States -> Massachusetts,United States,Massachusetts,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r302,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r303,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['15,385', '']","['11,437', '']","['2,704', '']","['870', '']","['374', '']","['11,768', '']","['10,166', '']","['384', '']","['844', '']","['374', '']"
3189,r304,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['4,188', '']","['2,783', '']","['475', '']","['665', '']","['265', '']","['2,883', '']","['1,674', '']","['332', '']","['631', '']","['246', '']"
3189,r305,"United States -> Massachusetts -> Public -> U. Massachusetts, central office",United States,Massachusetts,Public,"U. Massachusetts, central office",4,"['168', '']","['39', '']","['22', '']","['107', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r306,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['518', '']","['157', '']","['197', '']","['46', '']","['118', '']","['266', '']","['157', '']","['71', '']","['32', '']","['6', '']"
3189,r307,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['7,332', '']","['2,733', '']","['3,542', '']","['1,042', '']","['15', '']","['4,215', '']","['2,667', '']","['563', '']","['970', '']","['15', '']"
3189,r308,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['28,401', '']","['18,918', '']","['1,964', '']","['7,514', '']","['5', '']","['27,821', '']","['18,549', '']","['1,906', '']","['7,361', '']","['5', '']"
3189,r309,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r310,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['78', '']","['36', '']","['0', '']","['42', '']","['0', '']","['36', '']","['36', '']","['0', '']","['0', '']","['0', '']"
3189,r311,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r312,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['9,368', '']","['6,244', '']","['266', '']","['1,437', '']","['1,421', '']","['7,886', '']","['5,924', '']","['266', '']","['1,370', '']","['326', '']"
3189,r313,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['80,659', '']","['19,865', '']","['44,889', '']","['15,803', '']","['102', '']","['58,334', '']","['17,446', '']","['26,999', '']","['13,817', '']","['72', '']"
