table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_psychology_and_social_sciences_fields,field_psychology,field_anthropology,field_economics,field_political_science_and_government,field_sociology,field_other_social_sciences
1787,r075,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,6,12.5,13.2,15.7,10.3,14.5,18.6,11.0
1787,r076,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,10.5,12.7,,10.6,,12.6,7.6
1787,r077,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,4.9,7.4,7.1,,,6.6,3.4
1787,r078,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,17.3,15.4,12.9,17.1,18.6,17.4,20.1
1787,r079,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,3.0,3.8,,,3.1,3.0,3.1
1787,r080,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,6.8,10.7,,3.5,,4.2,7.2
1787,r081,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,5.4,6.4,,,3.8,5.4,8.5
1787,r082,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,13.2,16.4,11.4,11.4,11.0,14.4,12.2
1787,r083,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,17.7,5.7,27.1,30.5,19.7,8.4,19.2
1787,r084,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.05,0.0,1.4,0.0,0.0,0.0,0.0
1787,r085,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),,,,,2,5256,2740,298,397,304,419,1098
1787,r086,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,,,,3,,,,,,,
1787,r087,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study,,,4,1547,1125,66,39,72,83,162
1787,r088,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment,,,4,1860,716,97,251,132,194,470
1787,r089,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Seeking employment or study,,,4,1157,461,107,60,73,110,346
1787,r090,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Other<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Other<sup>c</sup>,,,4,122,53,8,7,4,8,42
1787,r091,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,,,4,,,,,,,
1787,r092,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Postdoc fellowship or research associateship,,5,89.3,86.5,98.5,97.4,97.2,95.2,96.9
1787,r093,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Other or unknown<sup>e</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Other or unknown<sup>e</sup>,,5,10.7,13.5,1.5,2.6,2.8,4.8,3.1
1787,r094,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,,,4,,,,,,,
1787,r095,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Academe,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Academe,,5,56.8,43.6,68.0,55.4,72.0,75.8,63.4
1787,r096,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Government,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Government,,5,8.8,8.7,,7.2,8.3,5.7,
1787,r097,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Industry or business<sup>g</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Industry or business<sup>g</sup>,,5,19.4,27.7,9.3,27.1,10.6,7.2,12.1
1787,r098,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Nonprofit organization,,5,8.5,9.9,11.3,6.4,4.5,7.7,8.3
1787,r099,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Other or unknown<sup>h</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Other or unknown<sup>h</sup>,,5,6.6,10.2,,4.0,4.5,3.6,
1787,r100,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,,5,,,,,,,
1787,r101,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,R&D,6,32.5,26.0,25.3,50.0,28.9,40.1,32.1
1787,r102,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Teaching,6,36.3,25.1,50.5,28.3,52.3,50.3,43.4
1787,r103,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Management or administration,6,8.8,7.7,,,8.6,4.3,13.8
1787,r104,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Professional services,6,22.2,41.1,,,10.2,5.3,9.8
1787,r105,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Other,6,0.3,0.0,0.0,0.4,0.0,0.0,0.9
1787,r106,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,,5,,,,,,,
1787,r107,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,R&D,6,32.9,24.4,38.9,30.8,47.7,40.6,37.9
1787,r108,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Teaching,6,18.5,15.0,10.5,27.5,21.1,18.7,19.8
1787,r109,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Management or administration,6,9.5,9.7,,8.8,7.0,,10.7
1787,r110,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Professional services,6,6.3,7.9,,5.8,4.7,,4.7
1787,r111,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Other,6,0.3,0.5,1.1,0.0,0.0,0.5,0.2
1787,r112,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> No secondary activity,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,No secondary activity,6,32.4,42.7,32.6,27.1,19.5,25.7,26.7
1787,r113,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Activity unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Activity unknown,,5,5.4,7.7,2.1,4.4,3.0,3.6,4.5
1787,r114,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,,,4,,,,,,,
1787,r115,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,,5,91.1,96.6,85.3,74.1,87.3,89.9,86.2
1787,r116,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> New England,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,New England,6,9.5,9.8,,,7.8,7.9,9.8
1787,r117,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,6,14.2,14.0,14.1,14.5,18.6,14.8,13.0
1787,r118,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,12.3,12.6,12.3,11.0,13.7,15.5,10.3
1787,r119,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,5.3,6.8,7.4,,,4.3,3.8
1787,r120,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,6,18.3,17.7,11.7,19.3,20.6,18.1,21.0
1787,r121,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,6,2.3,2.2,,,,4.7,2.5
1787,r122,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,6,7.2,8.4,,3.4,,8.3,6.5
1787,r123,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,6,5.5,6.6,,,4.4,3.2,4.9
1787,r124,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,6,15.8,18.2,13.5,12.8,12.3,12.3,13.3
1787,r125,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,5,8.8,3.3,14.7,25.9,12.7,10.1,13.6
1787,r126,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,5,0.1,0.1,0.0,0.0,0.0,0.0,0.2
