table_id,row_id,_b_field_and_primary_source_of_support_b_full_path,_b_field_and_primary_source_of_support_b_level_1,_b_field_and_primary_source_of_support_b_level_2,_b_field_and_primary_source_of_support_b_level_3,_b_field_and_primary_source_of_support_b_level_4,_b_field_and_primary_source_of_support_b_hierarchy_depth,field_totala,field_sex_male,field_sex_female,field_citizenship_status_u_s_citizen_or_permanent_resident,field_citizenship_status_temporary_visa_holder,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
9586,r080,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),,,2,10084,4157,5923,7756,2275,759,29,526,928,5169,230,72,43
9586,r081,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Teaching assistantships,,3,25.4,26.4,24.7,24.0,30.5,26.5,,24.7,10.2,26.1,24.3,,25.6
9586,r082,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Research assistantships or traineeships<sup>b</sup>,,3,10.9,10.5,11.1,8.5,19.0,7.1,,13.7,7.8,8.3,7.0,,9.3
9586,r083,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),"Fellowships, scholarships, or dissertation grants",,3,26.2,29.2,24.2,23.8,34.4,25.6,51.7,32.3,19.0,23.0,30.9,27.8,20.9
9586,r084,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Own resources,,3,30.4,26.4,33.2,36.2,10.5,35.0,24.1,25.5,54.2,34.6,30.9,31.9,37.2
9586,r085,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Employer or other sources,,3,7.1,7.4,6.9,7.5,5.6,5.8,,3.8,8.8,8.0,7.0,,7.0
9586,r086,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),,3,1207,677,530,589,607,45,,102,78,340,12,,2
9586,r087,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Teaching assistantships,4,17.0,17.0,17.0,12.1,21.9,13.3,0.0,11.8,,12.6,0.0,,0.0
9586,r088,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Research assistantships or traineeships<sup>b</sup>,4,23.5,23.0,24.2,18.2,28.5,,0.0,23.5,,18.5,,37.5,0.0
9586,r089,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),"Fellowships, scholarships, or dissertation grants",4,31.6,33.2,29.6,27.0,36.2,15.6,,41.2,17.9,26.2,,0.0,50.0
9586,r090,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Own resources,4,22.5,20.8,24.5,35.7,9.6,44.4,0.0,21.6,55.1,34.4,41.7,37.5,0.0
9586,r091,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Business (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Business (number),Employer or other sources,4,5.4,5.9,4.7,7.1,3.8,,0.0,2.0,9.0,8.2,,0.0,50.0
9586,r092,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),,3,3337,979,2358,2890,427,305,16,154,524,1781,77,21,12
9586,r093,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Teaching assistantships,4,11.6,13.0,11.0,10.0,22.2,8.9,0.0,16.9,5.7,10.9,13.0,9.5,8.3
9586,r094,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Research assistantships or traineeships<sup>b</sup>,4,14.5,14.6,14.5,12.9,25.8,10.8,,17.5,10.1,13.5,15.6,,25.0
9586,r095,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),"Fellowships, scholarships, or dissertation grants",4,14.3,14.4,14.3,12.9,23.0,19.0,43.8,20.8,13.4,10.3,23.4,19.0,8.3
9586,r096,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Own resources,4,46.3,42.7,47.8,50.9,15.9,51.5,,35.7,60.1,50.2,37.7,,50.0
9586,r097,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Education (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Education (number),Employer or other sources,4,13.3,15.3,12.5,13.3,13.1,9.8,,9.1,10.7,15.1,10.4,,8.3
9586,r098,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),,3,2952,1461,1489,2423,521,253,,114,127,1804,76,,20
9586,r099,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Teaching assistantships,4,40.2,37.4,43.0,39.5,44.1,47.0,,35.1,24.4,,32.9,,40.0
9586,r100,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Research assistantships or traineeships<sup>b</sup>,4,1.3,1.3,1.3,,,,0.0,,0.0,,,0.0,0.0
9586,r101,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),"Fellowships, scholarships, or dissertation grants",4,37.2,38.6,35.9,35.4,46.1,32.8,,,44.9,34.4,,40.7,25.0
9586,r102,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Own resources,4,18.4,19.0,17.7,21.0,6.0,17.4,0.0,18.4,27.6,21.2,19.7,22.2,30.0
9586,r103,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Humanities (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Humanities (number),Employer or other sources,4,2.9,3.7,2.1,,,,0.0,2.6,3.1,2.9,5.3,0.0,5.0
9586,r104,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),,3,745,324,421,577,166,55,,48,28,414,20,,4
9586,r105,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Teaching assistantships,4,35.6,36.4,34.9,33.8,42.2,32.7,,29.2,,34.3,35.0,0.0,50.0
9586,r106,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Research assistantships or traineeships<sup>b</sup>,4,2.6,2.8,2.4,,,,0.0,,,2.4,0.0,0.0,0.0
9586,r107,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),"Fellowships, scholarships, or dissertation grants",4,41.3,38.0,43.9,40.9,43.4,45.5,,,39.3,38.9,40.0,66.7,50.0
9586,r108,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Own resources,4,18.9,20.4,17.8,21.5,10.2,14.5,0.0,14.6,17.9,23.9,,,0.0
9586,r109,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Visual and performing arts (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Visual and performing arts (number),Employer or other sources,4,1.6,2.5,1.0,,,,0.0,2.1,0.0,0.5,,0.0,0.0
9586,r110,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number)","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),,3,1843,716,1125,1277,554,101,7,108,171,830,45,10,5
9586,r111,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Teaching assistantships","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Teaching assistantships,4,28.1,26.8,29.0,27.4,29.8,30.7,28.6,35.2,8.8,29.6,31.1,40.0,0.0
9586,r112,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Research assistantships or traineeships<sup>b</sup>","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Research assistantships or traineeships<sup>b</sup>,4,14.7,15.5,14.0,10.1,25.3,6.9,0.0,15.7,7.0,10.8,2.2,10.0,20.0
9586,r113,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Fellowships, scholarships, or dissertation grants","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),"Fellowships, scholarships, or dissertation grants",4,20.5,22.5,19.3,17.3,27.6,20.8,57.1,22.2,14.0,16.5,22.2,10.0,0.0
9586,r114,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Own resources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Own resources,4,30.7,27.2,32.8,38.8,11.9,36.6,14.3,26.9,61.4,35.8,42.2,40.0,80.0
9586,r115,"All doctorate recipients reporting primary source of support, all fields (number) -> Non-science and engineering (number) -> Other non-science and engineering (number) -> Employer or other sources","All doctorate recipients reporting primary source of support, all fields (number)",Non-science and engineering (number),Other non-science and engineering (number),Employer or other sources,4,6.1,8.0,4.9,6.3,5.4,5.0,0.0,0.0,8.8,7.2,2.2,0.0,0.0
