table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7997,r113,All institutions -> U. Houston,All institutions,U. Houston,2,112,"['7,637', '']","['384', '']","['764', '']","['78', '']","['431', '']","['0', '']","['4,134', '']","['196', '']","['0', '']","['215', '']","['1,435', '']"
7997,r114,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,113,"['7,578', '']","['448', '']","['3,042', '']","['1,993', '']","['0', '']","['0', '']","['0', '']","['754', '']","['0', '']","['431', '']","['910', '']"
7997,r115,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,114,"['7,474', '']","['0', '']","['1,911', '']","['2,090', '']","['0', '']","['757', '']","['0', '']","['177', '']","['137', '']","['2,089', '']","['313', '']"
7997,r116,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,115,"['7,408', '']","['0', '']","['363', '']","['185', '']","['0', '']","['1', '']","['732', '']","['818', '']","['0', '']","['52', '']","['5,257', '']"
7997,r117,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,116,"['7,361', '']","['117', '']","['1,507', '']","['1,000', '']","['0', '']","['0', '']","['278', '']","['786', '']","['0', '']","['1,691', '']","['1,982', '']"
7997,r118,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,117,"['7,359', '']","['79', '']","['58', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,215', '']","['0', '']"
7997,r119,All institutions -> Tulane U.,All institutions,Tulane U.,2,118,"['7,313', '']","['0', '']","['617', '']","['4,167', '']","['0', '']","['174', '']","['119', '']","['2,037', '']","['0', '']","['0', '']","['199', '']"
7997,r120,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,119,"['7,283', '']","['0', '']","['224', '']","['1,089', '']","['0', '']","['988', '']","['0', '']","['412', '']","['12', '']","['1,639', '']","['2,919', '']"
7997,r121,All institutions -> Drexel U.,All institutions,Drexel U.,2,120,"['7,217', '']","['459', '']","['0', '']","['3,549', '']","['0', '']","['0', '']","['662', '']","['25', '']","['0', '']","['1,924', '']","['598', '']"
7997,r122,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,121,"['6,961', '']","['0', '']","['0', '']","['6,961', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r123,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,122,"['6,857', '']","['7', '']","['4,057', '']","['1,980', '']","['0', '']","['45', '']","['0', '']","['298', '']","['0', '']","['401', '']","['69', '']"
7997,r124,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,123,"['6,824', '']","['114', '']","['4,517', '']","['1,095', '']","['100', '']","['23', '']","['0', '']","['3', '']","['0', '']","['675', '']","['297', '']"
7997,r125,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,124,"['6,789', '']","['3,671', '']","['151', '']","['182', '']","['0', '']","['99', '']","['8', '']","['592', '']","['341', '']","['569', '']","['1,176', '']"
7997,r126,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,125,"['6,693', '']","['0', '']","['0', '']","['6,693', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r127,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,126,"['6,629', '']","['245', '']","['3,700', '']","['143', '']","['4', '']","['18', '']","['207', '']","['580', '']","['0', '']","['19', '']","['1,713', '']"
7997,r128,All institutions -> Rice U.,All institutions,Rice U.,2,127,"['6,422', '']","['0', '']","['49', '']","['93', '']","['508', '']","['0', '']","['80', '']","['1,598', '']","['25', '']","['4,068', '']","['1', '']"
7997,r129,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,128,"['6,328', '']","['186', '']","['1,421', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,229', '']","['482', '']"
7997,r130,All institutions -> Portland State U.,All institutions,Portland State U.,2,129,"['6,303', '']","['54', '']","['708', '']","['1,074', '']","['0', '']","['0', '']","['318', '']","['776', '']","['0', '']","['300', '']","['3,073', '']"
7997,r131,All institutions -> Temple U.,All institutions,Temple U.,2,130,"['6,193', '']","['108', '']","['39', '']","['1,927', '']","['0', '']","['0', '']","['40', '']","['339', '']","['6', '']","['557', '']","['3,177', '']"
7997,r132,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,131,"['6,149', '']","['581', '']","['238', '']","['921', '']","['1', '']","['14', '']","['0', '']","['105', '']","['648', '']","['2,690', '']","['951', '']"
7997,r133,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,132,"['6,087', '']","['135', '']","['10', '']","['1,125', '']","['13', '']","['148', '']","['182', '']","['236', '']","['0', '']","['3,692', '']","['546', '']"
7997,r134,All institutions -> U. Utah,All institutions,U. Utah,2,133,"['6,025', '']","['234', '']","['807', '']","['1,195', '']","['0', '']","['0', '']","['74', '']","['271', '']","['0', '']","['1,928', '']","['1,516', '']"
7997,r135,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,134,"['5,975', '']","['0', '']","['259', '']","['1,706', '']","['138', '']","['5', '']","['0', '']","['68', '']","['0', '']","['3,181', '']","['618', '']"
7997,r136,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,135,"['5,969', '']","['248', '']","['708', '']","['882', '']","['0', '']","['0', '']","['44', '']","['662', '']","['0', '']","['2,025', '']","['1,400', '']"
7997,r137,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,136,"['5,846', '']","['0', '']","['713', '']","['2,127', '']","['0', '']","['0', '']","['0', '']","['1,345', '']","['0', '']","['1,259', '']","['402', '']"
7997,r138,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,137,"['5,834', '']","['0', '']","['633', '']","['3,714', '']","['13', '']","['0', '']","['0', '']","['193', '']","['1', '']","['1,115', '']","['165', '']"
7997,r139,All institutions -> Brown U.,All institutions,Brown U.,2,138,"['5,762', '']","['1,340', '']","['157', '']","['422', '']","['0', '']","['356', '']","['94', '']","['576', '']","['0', '']","['481', '']","['2,336', '']"
7997,r140,All institutions -> U. Memphis,All institutions,U. Memphis,2,139,"['5,695', '']","['347', '']","['1,494', '']","['0', '']","['0', '']","['56', '']","['346', '']","['1,135', '']","['0', '']","['785', '']","['1,532', '']"
7997,r141,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,140,"['5,672', '']","['0', '']","['19', '']","['1,900', '']","['0', '']","['173', '']","['0', '']","['145', '']","['0', '']","['3,130', '']","['305', '']"
7997,r142,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,141,"['5,609', '']","['0', '']","['0', '']","['3,612', '']","['0', '']","['0', '']","['0', '']","['104', '']","['0', '']","['1,127', '']","['766', '']"
7997,r143,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,142,"['5,475', '']","['0', '']","['3,754', '']","['0', '']","['24', '']","['0', '']","['0', '']","['771', '']","['0', '']","['0', '']","['926', '']"
7997,r144,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,143,"['5,421', '']","['0', '']","['4,982', '']","['0', '']","['0', '']","['246', '']","['0', '']","['0', '']","['0', '']","['193', '']","['0', '']"
7997,r145,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,144,"['5,419', '']","['202', '']","['0', '']","['8', '']","['0', '']","['422', '']","['0', '']","['5', '']","['0', '']","['4,782', '']","['0', '']"
7997,r146,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,145,"['4,990', '']","['0', '']","['122', '']","['591', '']","['135', '']","['351', '']","['0', '']","['1,414', '']","['0', '']","['0', '']","['2,377', '']"
7997,r147,All institutions -> U. Louisville,All institutions,U. Louisville,2,146,"['4,898', '']","['0', '']","['8', '']","['2,355', '']","['0', '']","['0', '']","['0', '']","['303', '']","['0', '']","['426', '']","['1,806', '']"
7997,r148,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,147,"['4,891', '']","['0', '']","['0', '']","['4,627', '']","['0', '']","['264', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r149,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,148,"['4,854', '']","['0', '']","['0', '']","['3,576', '']","['0', '']","['317', '']","['159', '']","['147', '']","['0', '']","['511', '']","['144', '']"
7997,r150,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,149,"['4,788', '']","['0', '']","['0', '']","['3,101', '']","['0', '']","['0', '']","['0', '']","['342', '']","['0', '']","['677', '']","['668', '']"
7997,r151,All institutions -> American U.,All institutions,American U.,2,150,"['4,564', '']","['0', '']","['36', '']","['13', '']","['0', '']","['73', '']","['10', '']","['2,264', '']","['51', '']","['0', '']","['2,117', '']"
7997,r152,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,151,"['4,501', '']","['145', '']","['0', '']","['1,279', '']","['0', '']","['0', '']","['271', '']","['2,806', '']","['0', '']","['0', '']","['0', '']"
7997,r153,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,152,"['4,462', '']","['349', '']","['2,083', '']","['258', '']","['0', '']","['621', '']","['0', '']","['1,085', '']","['0', '']","['0', '']","['66', '']"
7997,r154,All institutions -> U. Idaho,All institutions,U. Idaho,2,153,"['4,454', '']","['64', '']","['686', '']","['2,573', '']","['0', '']","['0', '']","['50', '']","['110', '']","['0', '']","['876', '']","['95', '']"
7997,r155,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,154,"['4,293', '']","['0', '']","['370', '']","['430', '']","['0', '']","['0', '']","['453', '']","['415', '']","['0', '']","['137', '']","['2,488', '']"
7997,r156,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,155,"['4,269', '']","['145', '']","['885', '']","['632', '']","['0', '']","['0', '']","['0', '']","['256', '']","['0', '']","['2,319', '']","['32', '']"
7997,r157,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,156,"['4,267', '']","['0', '']","['79', '']","['164', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['3,999', '']"
7997,r158,All institutions -> Ohio U.,All institutions,Ohio U.,2,157,"['4,210', '']","['41', '']","['50', '']","['318', '']","['0', '']","['42', '']","['788', '']","['64', '']","['0', '']","['2,826', '']","['81', '']"
7997,r159,All institutions -> Boston C.,All institutions,Boston C.,2,158,"['4,204', '']","['0', '']","['267', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,053', '']","['0', '']","['0', '']","['884', '']"
7997,r160,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,159,"['4,140', '']","['126', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']","['608', '']","['2,783', '']","['274', '']","['55', '']"
7997,r161,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,160,"['4,042', '']","['22', '']","['22', '']","['3,584', '']","['0', '']","['230', '']","['0', '']","['0', '']","['68', '']","['0', '']","['116', '']"
7997,r162,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,161,"['4,009', '']","['0', '']","['34', '']","['1', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['3,964', '']"
7997,r163,All institutions -> U. Chicago,All institutions,U. Chicago,2,162,"['3,990', '']","['326', '']","['0', '']","['328', '']","['0', '']","['0', '']","['781', '']","['1,332', '']","['0', '']","['907', '']","['316', '']"
7997,r164,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,163,"['3,978', '']","['2,430', '']","['794', '']","['14', '']","['0', '']","['23', '']","['29', '']","['0', '']","['0', '']","['530', '']","['158', '']"
7997,r165,All institutions -> Emory U.,All institutions,Emory U.,2,164,"['3,959', '']","['0', '']","['105', '']","['3,779', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['75', '']"
7997,r166,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,165,"['3,941', '']","['2,317', '']","['78', '']","['180', '']","['0', '']","['336', '']","['0', '']","['0', '']","['0', '']","['392', '']","['638', '']"
7997,r167,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,166,"['3,939', '']","['0', '']","['0', '']","['3,939', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r168,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,167,"['3,915', '']","['11', '']","['676', '']","['254', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['2,540', '']","['429', '']"
7997,r169,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,168,"['3,825', '']","['19', '']","['1,732', '']","['105', '']","['0', '']","['0', '']","['3', '']","['57', '']","['0', '']","['1,909', '']","['0', '']"
7997,r170,All institutions -> U. Denver,All institutions,U. Denver,2,169,"['3,803', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['58', '']","['1,180', '']","['0', '']","['0', '']","['2,564', '']"
7997,r171,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,170,"['3,788', '']","['0', '']","['0', '']","['3,788', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r172,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,171,"['3,782', '']","['0', '']","['923', '']","['1,037', '']","['0', '']","['0', '']","['110', '']","['17', '']","['0', '']","['1,093', '']","['602', '']"
7997,r173,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,172,"['3,781', '']","['0', '']","['235', '']","['27', '']","['0', '']","['51', '']","['0', '']","['23', '']","['0', '']","['377', '']","['3,068', '']"
7997,r174,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,173,"['3,755', '']","['0', '']","['0', '']","['3,752', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r175,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,174,"['3,740', '']","['38', '']","['675', '']","['56', '']","['153', '']","['72', '']","['32', '']","['266', '']","['0', '']","['1,390', '']","['1,058', '']"
7997,r176,All institutions -> U. Vermont,All institutions,U. Vermont,2,175,"['3,686', '']","['99', '']","['1,407', '']","['686', '']","['93', '']","['0', '']","['0', '']","['164', '']","['0', '']","['996', '']","['241', '']"
7997,r177,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,176,"['3,638', '']","['0', '']","['935', '']","['224', '']","['0', '']","['231', '']","['0', '']","['95', '']","['0', '']","['645', '']","['1,508', '']"
7997,r178,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,177,"['3,632', '']","['0', '']","['0', '']","['138', '']","['0', '']","['0', '']","['94', '']","['243', '']","['0', '']","['0', '']","['3,157', '']"
7997,r179,All institutions -> U. North Florida,All institutions,U. North Florida,2,178,"['3,611', '']","['113', '']","['11', '']","['525', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['73', '']","['2,882', '']"
7997,r180,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,179,"['3,565', '']","['88', '']","['522', '']","['1,142', '']","['0', '']","['3', '']","['0', '']","['263', '']","['190', '']","['1,347', '']","['10', '']"
7997,r181,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,180,"['3,428', '']","['193', '']","['220', '']","['105', '']","['0', '']","['82', '']","['0', '']","['1,578', '']","['0', '']","['458', '']","['792', '']"
7997,r182,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,181,"['3,423', '']","['178', '']","['0', '']","['353', '']","['0', '']","['136', '']","['0', '']","['769', '']","['0', '']","['170', '']","['1,817', '']"
7997,r183,All institutions -> Colorado C.,All institutions,Colorado C.,2,182,"['3,360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,360', '']"
7997,r184,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,183,"['3,348', '']","['54', '']","['234', '']","['7', '']","['0', '']","['42', '']","['0', '']","['167', '']","['0', '']","['2,100', '']","['744', '']"
7997,r185,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,184,"['3,346', '']","['0', '']","['1,778', '']","['47', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['1,128', '']","['390', '']"
7997,r186,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,185,"['3,344', '']","['0', '']","['0', '']","['3,344', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r187,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,186,"['3,329', '']","['2,154', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['681', '']","['0', '']","['490', '']","['4', '']"
7997,r188,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,187,"['3,149', '']","['0', '']","['375', '']","['1,565', '']","['0', '']","['15', '']","['0', '']","['747', '']","['0', '']","['136', '']","['311', '']"
7997,r189,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,188,"['3,099', '']","['0', '']","['7', '']","['2,907', '']","['0', '']","['0', '']","['0', '']","['115', '']","['28', '']","['42', '']","['0', '']"
7997,r190,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,189,"['3,024', '']","['69', '']","['1,322', '']","['1,174', '']","['0', '']","['134', '']","['0', '']","['77', '']","['40', '']","['51', '']","['157', '']"
7997,r191,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,190,"['3,021', '']","['66', '']","['81', '']","['195', '']","['0', '']","['265', '']","['84', '']","['1,195', '']","['0', '']","['314', '']","['821', '']"
7997,r192,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,191,"['2,970', '']","['0', '']","['0', '']","['0', '']","['0', '']","['213', '']","['0', '']","['94', '']","['107', '']","['1,680', '']","['876', '']"
7997,r193,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,192,"['2,951', '']","['0', '']","['0', '']","['2,951', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r194,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,193,"['2,853', '']","['125', '']","['1,063', '']","['203', '']","['0', '']","['202', '']","['135', '']","['20', '']","['0', '']","['295', '']","['810', '']"
7997,r195,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,194,"['2,836', '']","['0', '']","['2,802', '']","['34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r196,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,195,"['2,787', '']","['0', '']","['144', '']","['915', '']","['49', '']","['54', '']","['0', '']","['40', '']","['0', '']","['1,551', '']","['34', '']"
7997,r197,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,196,"['2,734', '']","['0', '']","['2,068', '']","['124', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['429', '']","['64', '']"
7997,r198,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,197,"['2,732', '']","['0', '']","['2,700', '']","['0', '']","['0', '']","['0', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r199,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,198,"['2,661', '']","['96', '']","['0', '']","['398', '']","['1', '']","['714', '']","['0', '']","['21', '']","['90', '']","['695', '']","['646', '']"
7997,r200,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,199,"['2,640', '']","['181', '']","['0', '']","['1', '']","['7', '']","['3', '']","['0', '']","['0', '']","['0', '']","['446', '']","['2,002', '']"
7997,r201,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,200,"['2,548', '']","['0', '']","['0', '']","['1,336', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,212', '']","['0', '']"
7997,r202,All institutions -> Boise State U.,All institutions,Boise State U.,2,201,"['2,505', '']","['14', '']","['11', '']","['603', '']","['0', '']","['4', '']","['0', '']","['1,407', '']","['0', '']","['437', '']","['29', '']"
7997,r203,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,202,"['2,500', '']","['0', '']","['2,467', '']","['33', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r204,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,203,"['2,477', '']","['0', '']","['11', '']","['18', '']","['1,150', '']","['0', '']","['0', '']","['12', '']","['0', '']","['626', '']","['660', '']"
7997,r205,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,204,"['2,451', '']","['0', '']","['0', '']","['2,451', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r206,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,205,"['2,419', '']","['29', '']","['110', '']","['311', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['741', '']","['1,228', '']"
7997,r207,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,206,"['2,407', '']","['0', '']","['0', '']","['75', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['2,091', '']","['219', '']"
7997,r208,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,207,"['2,373', '']","['157', '']","['1,135', '']","['198', '']","['0', '']","['0', '']","['4', '']","['389', '']","['11', '']","['159', '']","['320', '']"
7997,r209,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,208,"['2,334', '']","['29', '']","['1,037', '']","['153', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']","['1,048', '']","['58', '']"
7997,r210,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,209,"['2,333', '']","['0', '']","['664', '']","['234', '']","['932', '']","['67', '']","['0', '']","['0', '']","['0', '']","['266', '']","['170', '']"
7997,r211,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,210,"['2,295', '']","['0', '']","['38', '']","['2,257', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7997,r212,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,211,"['2,272', '']","['127', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,145', '']","['0', '']"
7997,r213,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,212,"['2,219', '']","['10', '']","['392', '']","['276', '']","['0', '']","['17', '']","['0', '']","['105', '']","['0', '']","['407', '']","['1,012', '']"
7997,r214,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,213,"['2,212', '']","['196', '']","['97', '']","['1,025', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['294', '']","['600', '']"
7997,r215,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,214,"['2,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,205', '']"
7997,r216,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,215,"['2,191', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,191', '']","['0', '']"
7997,r217,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,216,"['2,177', '']","['13', '']","['0', '']","['0', '']","['82', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['2,064', '']"
7997,r218,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,217,"['2,148', '']","['97', '']","['0', '']","['134', '']","['94', '']","['0', '']","['0', '']","['0', '']","['0', '']","['980', '']","['843', '']"
7997,r219,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,218,"['2,144', '']","['0', '']","['30', '']","['6', '']","['59', '']","['85', '']","['7', '']","['0', '']","['0', '']","['1,702', '']","['255', '']"
7997,r220,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,218,"['2,144', '']","['363', '']","['0', '']","['53', '']","['0', '']","['631', '']","['0', '']","['330', '']","['0', '']","['269', '']","['498', '']"
7997,r221,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,220,"['2,129', '']","['0', '']","['2,102', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27', '']"
7997,r222,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,221,"['2,111', '']","['0', '']","['1,026', '']","['877', '']","['0', '']","['0', '']","['0', '']","['26', '']","['182', '']","['0', '']","['0', '']"
7997,r223,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,222,"['2,073', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,947', '']","['126', '']"
7997,r224,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,223,"['2,067', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['467', '']","['1,443', '']"
7997,r225,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,224,"['2,054', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,054', '']"
7997,r226,All institutions -> U. Guam,All institutions,U. Guam,2,225,"['2,035', '']","['0', '']","['1,364', '']","['667', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']"
7997,r227,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,226,"['2,021', '']","['0', '']","['0', '']","['547', '']","['0', '']","['0', '']","['0', '']","['598', '']","['0', '']","['206', '']","['670', '']"
7997,r228,All institutions -> U. Colorado Denver<sup>e</sup>,All institutions,U. Colorado Denver<sup>e</sup>,2,227,"['2,020', '']","['89', '']","['66', '']","['102', '']","['169', '']","['0', '']","['0', '']","['62', '']","['0', '']","['108', '']","['1,424', '']"
7997,r229,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,228,"['1,970', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,970', '']"
7997,r230,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,229,"['1,954', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['4', '']","['259', '']","['0', '']","['0', '']","['1,683', '']"
