table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3034,r127,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['0', '']","['0', '']","['26,658', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r128,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['0', '']","['0', '']","['0', '']","['39,290', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r129,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r130,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r131,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['27,564', '']","['988', '']","['582', '']","['0', '']","['38,563', '']","['0', '']"
3034,r132,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['641', '']","['21,877', '']","['14,587', '']","['0', '']","['0', '']","['487', '']","['0', '']","['22,750', '']","['0', '']","['0', '']"
3034,r133,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['0', '']","['4,362', '']","['2,900', '']","['0', '']","['1,375', '']","['0', '']","['0', '']","['117,123', '']","['0', '']","['0', '']"
3034,r134,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['0', '']","['13,101', '']","['38,668', '']","['7,379', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r135,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['14,032', '']","['0', '']","['0', '']","['0', '']"
3034,r136,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['85,000', '']","['24,000', '']","['0', '']","['0', '']","['21,380', '']","['4,700', '']","['88,000', '']","['0', '']","['0', '']"
3034,r137,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['202,244', '']","['0', '']","['1,012', '']","['1,926', '']","['60,584', '']","['0', '']","['2,000', '']","['84,500', '']","['0', '']"
3034,r138,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['82,556', '']","['58,006', '']","['70,452', '']","['5,743', '']","['21,320', '']","['30,765', '']","['7,640', '']","['201,600', '']","['0', '']","['0', '']"
3034,r139,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['NA', '']","['0', '']","['35,443', '']","['0', '']","['0', '']","['4,054', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r140,"Florida -> Public -> U. South Florida, Saint Petersburg",Florida,Public,"U. South Florida, Saint Petersburg",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['750', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r141,"Florida -> Public -> U. South Florida, Tampa<sup>a</sup>",Florida,Public,"U. South Florida, Tampa<sup>a</sup>",3,"['430', '']","['25,877', '']","['11,400', '']","['0', '']","['0', '']","['0', '']","['44,648', '']","['5,400', '']","['0', '']","['0', '']"
3034,r142,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['12,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r143,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r144,Florida -> Private -> Bethune-Cookman U. ,Florida,Private,Bethune-Cookman U. ,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r145,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['4,417', '']","['31,925', '']","['4,222', '']","['0', '']","['0', '']","['0', '']"
3034,r146,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['4,484', '']","['0', '']","['0', '']","['1,567', '']","['0', '']","['0', '']","['19,600', '']","['0', '']","['0', '']"
3034,r147,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['30,000', '']","['0', '']","['20,774', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r148,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['180,000', '']","['8,400', '']","['0', '']","['40,272', '']","['0', '']","['0', '']","['0', '']","['229,997', '']","['0', '']","['0', '']"
3034,r149,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r150,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r151,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r152,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['33,375', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r153,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['19,278', '']","['0', '']","['0', '']","['5,100', '']","['0', '']","['6,502', '']","['4,000', '']","['0', '']","['0', '']"
3034,r154,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['56,376', '']","['1,100', '']","['24,750', '']","['113,000', '']","['0', '']","['0', '']","['0', '']","['76,190', '']","['103,800', '']","['172,500', '']"
3034,r155,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['0', '']","['12,733', '']","['0', '']","['0', '']","['0', '']","['18,350', '']","['0', '']","['0', '']","['0', '']"
3034,r156,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['1,371', '']","['44,629', '']","['1,389', '']","['0', '']","['26,510', '']","['0', '']","['0', '']","['71,200', '']","['70,000', '']","['0', '']"
3034,r157,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['ne', '']","['ne', '']","['18,159', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r158,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r159,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['2,290', '']","['19,920', '']","['0', '']","['8,051', '']","['5,277', '']","['16,184', '']","['51,883', '']","['71,425', '']","['54,000', '']","['0', '']"
3034,r160,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r161,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r162,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['0', '']","['130,522', '']","['62,000', '']","['25,700', '']","['0', '']","['0', '']","['0', '']","['288,000', '']","['0', '']","['0', '']"
3034,r163,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['1,500', '']","['9,901', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r164,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r165,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,326', '']","['0', '']","['0', '']","['45,000', '']","['0', '']"
3034,r166,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r167,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r168,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r169,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['2,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r170,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['11,000', '']","['22,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43,000', '']","['13,000', '']","['0', '']","['0', '']"
3034,r171,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r172,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['456', '']","['250', '']","['9,500', '']","['0', '']","['0', '']"
3034,r173,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r174,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r175,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['0', '']","['0', '']","['24,942', '']","['0', '']","['0', '']","['0', '']","['13,864', '']","['0', '']","['142,500', '']","['0', '']"
3034,r176,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['0', '']","['784', '']","['0', '']","['0', '']","['0', '']","['4,000', '']","['0', '']","['72,000', '']","['0', '']"
3034,r177,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['3,440', '']","['0', '']","['0', '']","['657', '']","['53,333', '']","['3,359', '']","['7,781', '']","['32,220', '']","['31,500', '']","['0', '']"
3034,r178,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r179,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r180,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r181,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r182,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r183,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r184,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r185,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['0', '']","['48,438', '']","['0', '']","['0', '']","['0', '']","['1,500', '']","['0', '']","['0', '']"
3034,r186,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['0', '']","['0', '']","['7,250', '']","['0', '']","['0', '']","['0', '']","['9,695', '']","['115,000', '']","['245,500', '']","['0', '']"
3034,r187,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['0', '']","['252', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r188,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['96,800', '']","['82,000', '']","['0', '']","['1,165', '']","['2,382', '']","['7,731', '']","['44,829', '']","['23,675', '']","['0', '']","['0', '']"
3034,r189,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['490', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r190,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r191,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,208', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r192,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['25,380', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r193,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r194,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['0', '']","['0', '']","['0', '']","['133,575', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r195,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['1,488', '']","['56,200', '']","['0', '']","['10,017', '']","['0', '']","['0', '']","['10,409', '']","['0', '']","['0', '']","['0', '']"
3034,r196,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['67,980', '']","['0', '']","['35,987', '']","['40,465', '']","['16,775', '']","['310,600', '']","['50,983', '']","['0', '']","['0', '']","['0', '']"
3034,r197,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50,000', '']","['0', '']","['0', '']"
3034,r198,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r199,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r200,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['29,000', '']","['0', '']","['2,300', '']","['108,766', '']","['0', '']","['14,791', '']","['3,675', '']","['12,400', '']","['0', '']","['0', '']"
3034,r201,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r202,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r203,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r204,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['287', '']","['0', '']","['17,938', '']","['0', '']","['0', '']","['0', '']"
3034,r205,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['1,607', '']","['0', '']","['0', '']","['39,800', '']","['20,650', '']","['35,000', '']","['0', '']","['0', '']"
3034,r206,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['na', '']","['na', '']","['6,000', '']","['27,710', '']","['0', '']","['53,600', '']","['35,972', '']","['0', '']","['0', '']","['0', '']"
3034,r207,"Indiana -> Public -> Purdue U., Fort Wayne<sup>b</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>b</sup>",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r208,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['1,650', '']","['0', '']","['0', '']","['0', '']"
3034,r209,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['14,725', '']","['123,744', '']","['10,000', '']","['8,230', '']","['43,822', '']","['34,277', '']","['127,790', 'i']","['0', '']"
3034,r210,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r211,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['26,528', '']","['20,000', '']","['0', '']","['3,033', '']","['61,433', '']","['0', '']","['1,385', '']","['0', '']","['0', '']","['0', '']"
3034,r212,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r213,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r214,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['14,914', '']","['80,931', '']","['4,490', '']","['9,422', '']","['0', '']","['35,288', '']","['0', '']","['9,750', '']","['15,200', '']","['0', '']"
3034,r215,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['0', '']","['70,944', '']","['122,615', '']","['0', '']","['0', '']","['42,621', '']","['9,054', '']","['0', '']","['0', '']","['0', '']"
3034,r216,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['0', '']","['0', '']","['332', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r217,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r218,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r219,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,602', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r220,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r221,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r222,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r223,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['1,000', '']","['0', '']","['0', '']","['5,560', '']","['5,300', '']","['0', '']","['500', '']","['36,700', '']","['0', '']"
3034,r224,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['5,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r225,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['13,711', '']","['3,000', '']","['42,382', '']","['65,107', '']","['0', '']","['45,584', '']","['0', '']","['47,506', 'i']","['0', 'i']","['0', 'i']"
3034,r226,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['12,137', '']","['0', '']","['380', '']","['0', '']","['19,918', '']","['0', '']","['0', '']","['7,450', '']","['0', '']","['0', '']"
3034,r227,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r228,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r229,Kentucky -> Public -> Eastern Kentucky U.,Kentucky,Public,Eastern Kentucky U.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r230,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['2,600', '']","['1,500', '']","['2,441', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r231,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['4,084', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r232,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['10,400', '']","['0', '']","['0', '']","['0', '']","['48,720', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r233,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r234,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['79,119', '']","['7,498', '']","['28,793', '']","['0', '']","['0', '']","['248,886', '']","['0', '']","['0', '']","['0', '']","['30,000', '']"
3034,r235,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['108,630', '']","['0', '']","['0', '']","['9,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['99,319', '']","['0', '']"
3034,r236,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['5,950', '']","['1,269', '']","['0', '']","['0', '']","['18,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r237,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r238,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r239,Louisiana -> Public -> Grambling State U.,Louisiana,Public,Grambling State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r240,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['11,600', '']","['0', '']","['0', '']","['35,413', '']","['7,540', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r241,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,380', '']","['42,340', '']","['62,000', '']","['0', '']","['0', '']"
3034,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,300', '']","['0', '']"
3034,r243,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['900', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r244,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r245,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,353', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r246,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r247,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']"
3034,r248,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['259', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r249,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['0', '']","['2,724', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r250,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r251,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r252,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,900', '']","['0', '']"
3034,r253,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['52,210', '']","['25,897', '']","['6,218', '']","['0', '']","['4,342', '']","['13,257', '']","['5,988', '']","['56,000', 'i']","['0', '']","['0', '']"
