table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12705,r107,All institutions -> Princeton U.,All institutions,Princeton U.,2,106,"['14,796', '']","['16,760', '']","['17,938', '']","['0', '']","['41', '']","['1', '']","['13,340', '']","['0', '']","['0', '']","['3,005', '']","['1,551', '']"
12705,r108,All institutions -> Duke U.,All institutions,Duke U.,2,107,"['15,403', '']","['15,868', '']","['17,811', '']","['11,788', '']","['0', '']","['41', '']","['2,985', '']","['1,054', '']","['0', '']","['152', '']","['1,791', '']"
12705,r109,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,108,"['15,836', '']","['17,006', '']","['17,696', '']","['9,224', '']","['69', '']","['688', '']","['5,079', '']","['0', '']","['0', '']","['2,529', '']","['107', '']"
12705,r110,All institutions -> Brown U.,All institutions,Brown U.,2,109,"['12,193', '']","['12,850', '']","['17,465', '']","['16', '']","['0', '']","['7,639', '']","['3,237', '']","['0', '']","['0', '']","['464', '']","['6,109', '']"
12705,r111,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,110,"['3,140', '']","['3,879', '']","['17,395', '']","['1,467', '']","['0', '']","['12,913', '']","['30', '']","['0', '']","['0', '']","['60', '']","['2,925', '']"
12705,r112,All institutions -> Emory U.,All institutions,Emory U.,2,111,"['9,982', '']","['20,078', '']","['17,360', '']","['673', '']","['454', '']","['923', '']","['9,135', '']","['1,305', '']","['0', '']","['3,785', '']","['1,085', '']"
12705,r113,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,112,"['17,381', '']","['16,009', '']","['16,960', '']","['1,812', '']","['134', '']","['444', '']","['1,575', '']","['0', '']","['133', '']","['1,214', '']","['11,648', '']"
12705,r114,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,113,"['17,811', '']","['15,453', '']","['16,870', '']","['0', '']","['0', '']","['11,240', '']","['5,630', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r115,All institutions -> Kent State U.,All institutions,Kent State U.,2,114,"['14,368', '']","['15,735', '']","['16,693', '']","['5,298', '']","['1,392', '']","['4,713', '']","['2,110', '']","['47', '']","['0', '']","['1,211', '']","['1,922', '']"
12705,r116,All institutions -> Tulane U.,All institutions,Tulane U.,2,115,"['13,338', '']","['15,158', '']","['16,517', '']","['1', '']","['126', '']","['0', '']","['1,848', '']","['5,504', '']","['0', '']","['698', '']","['8,340', '']"
12705,r117,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,116,"['26,894', '']","['22,489', '']","['16,489', '']","['5,130', '']","['492', '']","['3,359', '']","['3,037', '']","['0', '']","['177', '']","['393', '']","['3,901', '']"
12705,r118,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,117,"['9,883', '']","['11,352', '']","['16,471', '']","['0', '']","['0', '']","['8', '']","['447', '']","['15,443', '']","['0', '']","['12', '']","['561', '']"
12705,r119,All institutions -> Temple U.,All institutions,Temple U.,2,118,"['19,778', '']","['19,912', '']","['16,351', '']","['4,389', '']","['516', '']","['4,040', '']","['396', '']","['2,359', '']","['1,170', '']","['463', '']","['3,018', '']"
12705,r120,All institutions -> U. Vermont,All institutions,U. Vermont,2,119,"['13,013', '']","['14,448', '']","['16,080', '']","['3,960', '']","['577', '']","['3,089', '']","['6,434', '']","['0', '']","['239', '']","['1,624', '']","['157', '']"
12705,r121,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,120,"['12,023', '']","['13,147', '']","['15,898', '']","['206', '']","['763', '']","['8,871', '']","['647', '']","['263', '']","['0', '']","['5,146', '']","['2', '']"
12705,r122,All institutions -> Fordham U.,All institutions,Fordham U.,2,121,"['11,252', '']","['12,878', '']","['15,569', '']","['3,911', '']","['252', '']","['1,381', '']","['3,808', '']","['4,214', '']","['945', '']","['98', '']","['960', '']"
12705,r123,All institutions -> Yale U.,All institutions,Yale U.,2,122,"['17,371', '']","['8,568', '']","['15,454', '']","['864', '']","['0', '']","['4,923', '']","['6,816', '']","['222', '']","['0', '']","['397', '']","['2,232', '']"
12705,r124,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,123,"['4,719', '']","['5,577', '']","['15,451', '']","['4,217', '']","['1', '']","['1,717', '']","['6,153', '']","['0', '']","['2,725', '']","['590', '']","['48', '']"
12705,r125,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,124,"['11,179', '']","['8,850', '']","['15,443', '']","['685', '']","['0', '']","['3,591', '']","['0', '']","['576', '']","['0', '']","['0', '']","['10,591', '']"
12705,r126,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,125,"['4,748', '']","['11,585', '']","['15,280', '']","['2,470', '']","['169', '']","['9,744', '']","['294', '']","['0', '']","['158', '']","['284', '']","['2,161', '']"
12705,r127,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,126,"['10,441', '']","['13,160', '']","['14,966', '']","['4,124', '']","['361', '']","['1,303', '']","['1,948', '']","['45', '']","['1,938', '']","['930', '']","['4,317', '']"
12705,r128,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,127,"['16,161', '']","['12,454', '']","['14,915', '']","['8,201', '']","['154', '']","['4,575', '']","['1,716', '']","['1', '']","['0', '']","['212', '']","['56', '']"
12705,r129,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,128,"['13,647', '']","['13,919', '']","['14,655', '']","['2,041', '']","['506', '']","['3,588', '']","['1,532', '']","['0', '']","['0', '']","['1,190', '']","['5,798', '']"
12705,r130,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,129,"['15,066', '']","['11,372', '']","['14,637', '']","['202', '']","['286', '']","['7,243', '']","['3,811', '']","['365', '']","['523', '']","['340', '']","['1,867', '']"
12705,r131,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,130,"['6,239', '']","['10,677', '']","['14,593', '']","['921', '']","['264', '']","['2,667', '']","['1,767', '']","['118', '']","['5,657', '']","['1,061', '']","['2,138', '']"
12705,r132,All institutions -> U. Louisville,All institutions,U. Louisville,2,131,"['12,590', '']","['12,133', '']","['14,407', '']","['3,222', '']","['392', '']","['3,126', '']","['959', '']","['357', '']","['3,367', '']","['883', '']","['2,101', '']"
12705,r133,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,132,"['6,475', '']","['7,478', '']","['14,045', '']","['2,689', '']","['238', '']","['1,839', '']","['846', '']","['269', '']","['4,632', '']","['588', '']","['2,944', '']"
12705,r134,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,133,"['6,448', 'i']","['10,120', 'i']","['13,955', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['13,819', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['136', 'i']"
12705,r135,All institutions -> Chapman U.,All institutions,Chapman U.,2,134,"['9,226', '']","['12,712', '']","['13,896', '']","['805', '']","['402', '']","['2,708', '']","['461', '']","['337', '']","['0', '']","['1,176', '']","['8,007', '']"
12705,r136,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,135,"['9,866', '']","['10,177', '']","['13,762', '']","['10,684', '']","['0', '']","['1,722', '']","['1,356', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r137,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,136,"['10,565', '']","['11,435', '']","['13,731', '']","['1,150', '']","['1,125', '']","['5,819', '']","['1,639', '']","['1,703', '']","['198', '']","['736', '']","['1,361', '']"
12705,r138,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,137,"['14,573', '']","['14,692', '']","['13,387', '']","['4,783', '']","['638', '']","['2,707', '']","['3,627', '']","['0', '']","['588', '']","['556', '']","['488', '']"
12705,r139,All institutions -> Drexel U.,All institutions,Drexel U.,2,138,"['8,650', '']","['9,359', '']","['13,272', '']","['131', '']","['52', '']","['3,167', '']","['769', '']","['21', '']","['0', '']","['397', '']","['8,735', '']"
12705,r140,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,139,"['5,920', '']","['11,396', '']","['13,215', '']","['2,621', '']","['674', '']","['3,338', '']","['3,777', '']","['47', '']","['557', '']","['1,523', '']","['678', '']"
12705,r141,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,140,"['9,737', '']","['11,699', '']","['13,155', '']","['3,143', '']","['393', '']","['2,092', '']","['947', '']","['0', '']","['671', '']","['1,446', '']","['4,463', '']"
12705,r142,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,141,"['12,825', '']","['11,251', '']","['12,854', '']","['332', '']","['54', '']","['1,360', '']","['259', '']","['27', '']","['7,860', '']","['192', '']","['2,770', '']"
12705,r143,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,142,"['11,909', '']","['12,207', '']","['12,553', '']","['3,736', '']","['251', '']","['3,335', '']","['2,560', '']","['464', '']","['16', '']","['1,572', '']","['619', '']"
12705,r144,All institutions -> U. Chicago,All institutions,U. Chicago,2,143,"['8,646', '']","['13,451', '']","['12,443', '']","['1,991', '']","['0', '']","['4,387', '']","['698', '']","['362', '']","['4,646', '']","['61', '']","['298', '']"
12705,r145,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,144,"['2,760', '']","['9,562', '']","['11,975', '']","['532', '']","['266', '']","['4,172', '']","['4,401', '']","['0', '']","['340', '']","['1,405', '']","['859', '']"
12705,r146,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,145,"['14,906', '']","['15,399', '']","['11,447', '']","['2,973', '']","['48', '']","['767', '']","['3,373', '']","['45', '']","['0', '']","['871', '']","['3,370', '']"
12705,r147,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,146,"['9,277', '']","['11,706', '']","['11,422', '']","['981', '']","['301', '']","['2,218', '']","['1,153', '']","['781', '']","['4,295', '']","['2', '']","['1,691', '']"
12705,r148,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,147,"['8,956', '']","['8,001', '']","['11,421', '']","['1,564', '']","['298', '']","['1,760', '']","['514', '']","['425', '']","['434', '']","['54', '']","['6,372', '']"
12705,r149,All institutions -> U. Maine,All institutions,U. Maine,2,148,"['10,082', '']","['10,851', '']","['11,238', '']","['1,992', '']","['1,038', '']","['2,122', '']","['2,291', '']","['0', '']","['761', '']","['594', '']","['2,440', '']"
12705,r150,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,149,"['7,879', '']","['11,712', '']","['11,221', '']","['0', '']","['1', '']","['8,745', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,475', '']"
12705,r151,All institutions -> U. North Florida,All institutions,U. North Florida,2,150,"['10,424', '']","['9,343', '']","['11,042', '']","['3,660', '']","['32', '']","['6,618', '']","['324', '']","['0', '']","['0', '']","['180', '']","['228', '']"
12705,r152,All institutions -> Marquette U.,All institutions,Marquette U.,2,151,"['7,718', '']","['9,767', '']","['10,993', '']","['1,317', '']","['1,146', '']","['164', '']","['3,040', '']","['1,125', '']","['0', '']","['1', '']","['4,200', '']"
12705,r153,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,152,"['14,067', '']","['8,936', '']","['10,955', '']","['6,850', '']","['662', '']","['490', '']","['1,048', '']","['0', '']","['0', '']","['569', '']","['1,336', '']"
12705,r154,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,153,"['8,476', '']","['7,477', '']","['10,647', '']","['5,176', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['986', '']","['4,470', '']"
12705,r155,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,154,"['972', '']","['7,226', '']","['10,226', '']","['2,612', '']","['389', '']","['1,524', '']","['840', '']","['1,325', '']","['234', '']","['1,368', '']","['1,934', '']"
12705,r156,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,155,"['10,594', '']","['10,492', '']","['10,205', '']","['490', '']","['51', '']","['5,328', '']","['696', '']","['144', '']","['1,108', '']","['22', '']","['2,366', '']"
12705,r157,All institutions -> William & Mary,All institutions,William & Mary,2,156,"['10,738', '']","['11,811', '']","['10,192', '']","['830', '']","['0', '']","['5,354', '']","['1,578', '']","['1,641', '']","['0', '']","['44', '']","['745', '']"
12705,r158,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,157,"['9,030', '']","['13,913', '']","['10,148', '']","['1,816', '']","['1,885', '']","['3,185', '']","['737', '']","['391', '']","['790', '']","['0', '']","['1,344', '']"
12705,r159,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,158,"['7,642', '']","['6,918', '']","['10,147', '']","['47', '']","['0', '']","['6,249', '']","['3,142', '']","['0', '']","['175', '']","['58', '']","['476', '']"
12705,r160,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,159,"['3,535', '']","['3,175', '']","['10,096', '']","['262', '']","['205', '']","['4,615', '']","['1,752', '']","['265', '']","['719', '']","['8', '']","['2,270', '']"
12705,r161,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,160,"['5,477', '']","['7,970', '']","['10,080', '']","['2,354', '']","['232', '']","['1,796', '']","['3', '']","['169', '']","['1,354', '']","['0', '']","['4,172', '']"
12705,r162,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,161,"['3,491', '']","['3,155', '']","['9,983', '']","['5,048', '']","['1', '']","['793', '']","['19', '']","['0', '']","['118', '']","['0', '']","['4,004', '']"
12705,r163,All institutions -> Tufts U.,All institutions,Tufts U.,2,162,"['3,927', '']","['4,449', '']","['9,972', '']","['13', '']","['0', '']","['1,375', '']","['2,731', '']","['1,908', '']","['0', '']","['236', '']","['3,709', '']"
12705,r164,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,163,"['7,902', '']","['8,906', '']","['9,928', '']","['3,213', '']","['119', '']","['5,321', '']","['893', '']","['4', '']","['0', '']","['378', '']","['0', '']"
12705,r165,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,164,"['5,562', '']","['6,482', '']","['9,786', '']","['1,466', '']","['0', '']","['2,675', '']","['0', '']","['0', '']","['431', '']","['0', '']","['5,214', '']"
12705,r166,All institutions -> James Madison U.,All institutions,James Madison U.,2,165,"['6,000', '']","['5,976', '']","['9,645', '']","['1,572', '']","['815', '']","['2,678', '']","['1,372', '']","['0', '']","['0', '']","['1,931', '']","['1,277', '']"
12705,r167,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,166,"['3,776', '']","['4,989', '']","['9,544', '']","['0', '']","['288', '']","['1,184', '']","['4,874', '']","['0', '']","['0', '']","['3,198', '']","['0', '']"
12705,r168,All institutions -> Portland State U.,All institutions,Portland State U.,2,167,"['8,215', '']","['8,466', '']","['9,513', '']","['0', '']","['172', '']","['3,618', '']","['3', '']","['0', '']","['2,186', '']","['61', '']","['3,473', '']"
12705,r169,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,168,"['6,970', '']","['8,034', '']","['9,400', '']","['219', '']","['4', '']","['4,589', '']","['1,097', '']","['0', '']","['30', '']","['0', '']","['3,461', '']"
12705,r170,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,169,"['2,643', '']","['4,242', '']","['8,931', '']","['2,131', '']","['758', '']","['1,117', '']","['2,455', '']","['0', '']","['747', '']","['429', '']","['1,294', '']"
12705,r171,All institutions -> U. Miami,All institutions,U. Miami,2,170,"['711', '']","['4,537', '']","['8,699', '']","['4,557', '']","['307', '']","['1,519', '']","['614', '']","['1,520', '']","['0', '']","['163', '']","['19', '']"
12705,r172,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,171,"['23,397', '']","['11,694', '']","['8,448', '']","['2,548', '']","['82', '']","['721', '']","['1,314', '']","['0', '']","['0', '']","['0', '']","['3,783', '']"
12705,r173,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,172,"['2,261', '']","['2,926', '']","['8,428', '']","['1,481', '']","['0', '']","['3,918', '']","['2,425', '']","['0', '']","['7', '']","['496', '']","['101', '']"
12705,r174,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,173,"['7,397', '']","['8,832', '']","['8,411', '']","['2,049', '']","['0', '']","['523', '']","['2,748', '']","['0', '']","['0', '']","['320', '']","['2,771', '']"
12705,r175,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,174,"['5,596', '']","['6,262', '']","['8,380', '']","['1,137', '']","['137', '']","['2,876', '']","['190', '']","['3', '']","['2,647', '']","['92', '']","['1,298', '']"
12705,r176,All institutions -> Ohio U.,All institutions,Ohio U.,2,175,"['5,565', '']","['4,975', '']","['8,199', '']","['3,009', '']","['139', '']","['1,785', '']","['853', '']","['0', '']","['140', '']","['587', '']","['1,686', '']"
12705,r177,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,176,"['6,186', '']","['5,900', '']","['8,147', '']","['219', '']","['0', '']","['2,521', '']","['2,634', '']","['0', '']","['0', '']","['219', '']","['2,554', '']"
12705,r178,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,177,"['2,962', '']","['7,692', '']","['8,108', '']","['0', '']","['0', '']","['1,827', '']","['1,883', '']","['269', '']","['137', '']","['313', '']","['3,679', '']"
12705,r179,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,178,"['5,051', '']","['7,369', '']","['7,985', '']","['0', '']","['211', '']","['285', '']","['6,489', '']","['113', '']","['0', '']","['556', '']","['331', '']"
12705,r180,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,179,"['9,099', '']","['5,924', '']","['7,913', '']","['211', '']","['10', '']","['305', '']","['72', '']","['18', '']","['0', '']","['18', '']","['7,279', '']"
12705,r181,All institutions -> Villanova U.,All institutions,Villanova U.,2,180,"['5,526', '']","['7,073', '']","['7,785', '']","['1,877', '']","['51', '']","['505', '']","['3,823', '']","['613', '']","['0', '']","['35', '']","['881', '']"
12705,r182,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,181,"['5,184', '']","['5,803', '']","['7,587', '']","['2,373', '']","['931', '']","['1,477', '']","['522', '']","['663', '']","['0', '']","['214', '']","['1,407', '']"
12705,r183,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,182,"['8,991', '']","['8,156', '']","['7,438', '']","['397', '']","['0', '']","['300', '']","['3,507', '']","['260', '']","['734', '']","['334', '']","['1,906', '']"
12705,r184,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,183,"['7,530', '']","['7,817', '']","['7,285', '']","['63', '']","['8', '']","['5,124', '']","['268', '']","['0', '']","['0', '']","['1,548', '']","['274', '']"
12705,r185,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,184,"['7,383', '']","['6,745', '']","['7,270', '']","['265', '']","['59', '']","['3,834', '']","['763', '']","['2,160', '']","['0', '']","['37', '']","['152', '']"
12705,r186,All institutions -> U. Idaho,All institutions,U. Idaho,2,185,"['3,259', '']","['3,405', '']","['7,208', '']","['884', '']","['131', '']","['1,976', '']","['460', '']","['572', '']","['0', '']","['473', '']","['2,712', '']"
12705,r187,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,186,"['6,097', '']","['4,702', '']","['7,174', '']","['450', '']","['103', '']","['829', '']","['1,426', '']","['0', '']","['42', '']","['712', '']","['3,612', '']"
12705,r188,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,187,"['6,083', '']","['6,317', '']","['7,142', '']","['81', '']","['342', '']","['1,025', '']","['2,850', '']","['0', '']","['1,059', '']","['121', '']","['1,664', '']"
12705,r189,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,188,"['3,581', '']","['7,222', '']","['6,979', '']","['222', '']","['0', '']","['296', '']","['1,046', '']","['0', '']","['9', '']","['470', '']","['4,936', '']"
12705,r190,All institutions -> Rowan U.,All institutions,Rowan U.,2,189,"['372', '']","['226', '']","['6,955', '']","['1,806', '']","['256', '']","['441', '']","['26', '']","['442', '']","['0', '']","['1,688', '']","['2,296', '']"
12705,r191,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,190,"['1,740', '']","['4,304', '']","['6,783', '']","['815', '']","['662', '']","['3,534', '']","['284', '']","['0', '']","['662', '']","['32', '']","['794', '']"
12705,r192,All institutions -> Howard U.,All institutions,Howard U.,2,191,"['970', '']","['948', '']","['6,714', '']","['1,565', '']","['4,420', '']","['516', '']","['0', '']","['0', '']","['213', '']","['0', '']","['0', '']"
12705,r193,All institutions -> DePaul U.,All institutions,DePaul U.,2,192,"['1,382', '']","['2,233', '']","['6,702', '']","['907', '']","['25', '']","['833', '']","['936', '']","['438', '']","['294', '']","['192', '']","['3,077', '']"
12705,r194,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,193,"['9,609', '']","['8,709', '']","['6,633', '']","['2,964', '']","['33', '']","['1,493', '']","['1,162', '']","['0', '']","['227', '']","['65', '']","['689', '']"
12705,r195,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,194,"['4,113', '']","['4,347', '']","['6,620', '']","['269', '']","['465', '']","['1,404', '']","['2,723', '']","['0', '']","['1,027', '']","['683', '']","['49', '']"
12705,r196,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,195,"['1,328', '']","['2,142', '']","['6,448', '']","['0', '']","['0', '']","['426', '']","['151', '']","['0', '']","['209', '']","['0', '']","['5,662', '']"
12705,r197,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,196,"['6,202', '']","['5,979', '']","['6,425', '']","['59', '']","['0', '']","['4,501', '']","['331', '']","['0', '']","['0', '']","['542', '']","['992', '']"
12705,r198,All institutions -> New School,All institutions,New School,2,197,"['4,119', '']","['6,625', '']","['6,386', '']","['0', '']","['129', '']","['2,766', '']","['1,093', '']","['0', '']","['402', '']","['1,169', '']","['827', '']"
12705,r199,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,198,"['181', 'i']","['187', '']","['6,366', '']","['0', '']","['0', '']","['1', '']","['8', '']","['0', '']","['23', '']","['71', '']","['6,263', '']"
12705,r200,All institutions -> U. San Diego,All institutions,U. San Diego,2,199,"['3,806', '']","['5,029', '']","['6,364', '']","['1,379', '']","['150', '']","['1,719', '']","['368', '']","['1,731', '']","['0', '']","['146', '']","['871', '']"
12705,r201,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,200,"['5,737', '']","['5,928', '']","['6,360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,360', '']"
12705,r202,All institutions -> Miami U.,All institutions,Miami U.,2,201,"['2,093', '']","['6,144', '']","['6,148', '']","['1,421', '']","['225', '']","['1,005', '']","['673', '']","['0', '']","['74', '']","['522', '']","['2,228', '']"
12705,r203,All institutions -> U. Colorado Denver,All institutions,U. Colorado Denver,2,202,"['4,972', '']","['4,957', '']","['6,059', '']","['361', '']","['16', '']","['3,354', '']","['0', '']","['25', '']","['37', '']","['160', '']","['2,106', '']"
12705,r204,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,203,"['5,904', '']","['6,348', '']","['6,047', '']","['445', '']","['264', '']","['838', '']","['0', '']","['0', '']","['0', '']","['344', '']","['4,156', '']"
12705,r205,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,204,"['6,637', '']","['5,207', '']","['6,008', '']","['3,613', '']","['162', '']","['1,401', '']","['288', '']","['0', '']","['0', '']","['475', '']","['69', '']"
12705,r206,All institutions -> High Tech High Graduate School of Ed.,All institutions,High Tech High Graduate School of Ed.,2,205,"['5,032', '']","['6,203', '']","['5,939', '']","['0', '']","['0', '']","['5,939', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r207,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,206,"['6,861', '']","['5,161', '']","['5,719', '']","['1,263', '']","['236', '']","['779', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,441', '']"
12705,r208,All institutions -> Rice U.,All institutions,Rice U.,2,207,"['6,601', '']","['5,892', '']","['5,578', '']","['716', '']","['0', '']","['2,578', '']","['1,669', '']","['0', '']","['0', '']","['227', '']","['388', '']"
12705,r209,All institutions -> Towson U.,All institutions,Towson U.,2,208,"['504', '']","['2,563', '']","['5,376', '']","['1,091', '']","['566', '']","['1,252', '']","['1,098', '']","['3', '']","['0', '']","['781', '']","['585', '']"
12705,r210,All institutions -> U. Toledo,All institutions,U. Toledo,2,209,"['1,540', '']","['4,834', '']","['5,371', '']","['389', '']","['0', '']","['3,997', '']","['4', '']","['0', '']","['595', '']","['0', '']","['386', '']"
12705,r211,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,210,"['3,958', 'i']","['4,841', '']","['5,338', 'i']","['0', 'i']","['69', 'i']","['5,269', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r212,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,211,"['3,412', '']","['4,155', '']","['5,277', '']","['3,090', '']","['50', '']","['1,419', '']","['699', '']","['0', '']","['0', '']","['0', '']","['19', '']"
12705,r213,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,212,"['3,854', '']","['4,982', '']","['5,230', '']","['709', '']","['0', '']","['3,921', '']","['317', '']","['0', '']","['0', '']","['116', '']","['167', '']"
12705,r214,All institutions -> Naval War C.,All institutions,Naval War C.,2,213,"['4,748', '']","['4,600', '']","['5,019', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,019', '']"
12705,r215,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,214,"['761', '']","['960', '']","['4,944', '']","['111', '']","['0', '']","['540', '']","['1,129', '']","['21', '']","['0', '']","['21', '']","['3,122', '']"
12705,r216,All institutions -> Utah State U.,All institutions,Utah State U.,2,215,"['3,084', '']","['4,887', '']","['4,877', '']","['6', '']","['27', '']","['2,474', '']","['611', '']","['0', '']","['23', '']","['13', '']","['1,723', '']"
12705,r217,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,216,"['368', '']","['578', '']","['4,831', '']","['1,522', '']","['288', '']","['700', '']","['2,082', '']","['0', '']","['0', '']","['41', '']","['198', '']"
12705,r218,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,217,"['3,041', '']","['3,262', '']","['4,801', '']","['1,798', '']","['219', '']","['1,554', '']","['429', '']","['503', '']","['0', '']","['0', '']","['298', '']"
12705,r219,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,218,"['3,602', '']","['5,039', '']","['4,689', '']","['2,343', '']","['0', '']","['383', '']","['243', '']","['685', '']","['3', '']","['121', '']","['911', '']"
12705,r220,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,219,"['3,954', '']","['5,562', '']","['4,564', '']","['2,709', '']","['0', '']","['1,855', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
