table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3039,r125,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['NA', '']","['NA', '']","['520', '']","['657', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r126,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['67,600', '']","['345', '']","['40,535', '']","['52,235', '']","['25,909', '']","['36,518', '']","['15,550', '']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r127,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['16,505', '']","['1,940', '']","['17,408', '']","['10,407', '']","['12,315', '']","['0', '']","['3,300', '']","['4,300', '']","['13,400', '']","['0', '']"
3039,r128,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['550', '']","['1,385', '']","['9,529', '']","['14,450', '']","['2,000', '']","['6,000', '']","['10,351', '']","['0', '']","['11,784', '']","['0', '']"
3039,r129,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r130,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r131,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['3,000', '']","['1,400', '']","['7,600', '']","['2,400', '']","['3,032', '']","['545', '']","['514', '']","['769', '']","['3,468', '']","['0', '']"
3039,r132,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['0', '']","['0', '']","['3,318', '']","['1,262', '']","['0', '']","['700', '']","['582', '']","['344', '']","['0', '']","['0', '']"
3039,r133,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r134,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['2,607', '']","['1,317', '']","['9,003', '']","['6,631', '']","['1,534', '']","['4,051', '']","['2,273', '']","['4,200', '']","['0', '']","['0', '']"
3039,r135,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r136,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['0', '']","['0', '']","['1,619', '']","['3,459', '']","['5,468', '']","['39,538', '']","['13,335', '']","['0', '']","['0', '']"
3039,r137,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['0', '']","['0', '']","['320', '']","['7,171', '']","['12,100', '']","['647', '']","['28,839', '']","['0', '']","['0', '']"
3039,r138,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['4,100', '']","['390', '']","['8,236', '']","['7,031', '']","['67,659', '']","['12,640', 'i']","['4,796', '']","['8,581', '']","['0', '']","['20,471', '']"
3039,r139,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,840', 'i']","['0', '']","['0', '']","['0', '']"
3039,r140,"Florida -> Public -> U. South Florida, Saint Petersburg",Florida,Public,"U. South Florida, Saint Petersburg",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r141,"Florida -> Public -> U. South Florida, Tampa<sup>a</sup>",Florida,Public,"U. South Florida, Tampa<sup>a</sup>",3,"['4,349', '']","['4,985', '']","['6,342', '']","['5,731', '']","['6,218', '']","['2,361', '']","['14,177', '']","['962', '']","['37,586', '']","['0', '']"
3039,r142,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r143,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r144,Florida -> Private -> Bethune-Cookman U. ,Florida,Private,Bethune-Cookman U. ,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r145,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r146,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['2,099', '']","['2,170', '']","['0', '']","['3,327', '']","['1,610', '']","['1,580', '']","['0', '']"
3039,r147,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['4,482', '']","['1,742', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r148,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['28,800', '']","['17,051', '']","['7,018', '']","['21,856', '']","['75,372', '']","['10,844', '']","['9,011', '']","['4,020', '']","['1,468', '']","['0', '']"
3039,r149,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r150,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r151,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r152,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['569', '']","['2,538', '']","['6,724', '']","['440', '']","['0', '']","['8,395', '']","['0', '']"
3039,r153,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['0', '']","['0', '']","['361', '']","['361', '']","['0', '']","['2,836', '']","['4,000', '']","['0', '']","['5,000', '']"
3039,r154,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['6,400', '']","['22,500', '']","['15,600', '']","['18,700', '']","['22,288', '']","['7,164', '']","['92,142', '']","['83,024', '']","['0', '']","['13,680', '']"
3039,r155,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['6,841', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']"
3039,r156,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['5,466', '']","['6,181', '']","['8,230', '']","['4,372', '']","['2,500', '']","['1,281', '']","['6,805', '']","['3,028', '']","['2,500', '']","['0', '']"
3039,r157,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['500', '']","['0', '']","['0', '']"
3039,r158,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['1,146', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r159,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['1,685', '']","['2,800', '']","['3,967', '']","['12,821', '']","['6,729', '']","['16,964', '']","['10,446', '']","['1,630', '']","['166,750', '']","['0', '']"
3039,r160,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r161,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['250', '']","['250', '']","['2,036', '']","['0', '']","['0', '']","['3,200', '']","['0', '']","['0', '']"
3039,r162,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['7,055', '']","['2,942', '']","['0', '']","['4,167', '']","['1,001', '']","['5,197', '']","['5,844', '']","['47,890', '']","['250', '']","['0', '']"
3039,r163,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['0', '']","['1,663', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49,201', '']","['0', '']","['0', '']","['0', '']"
3039,r164,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['2,256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']"
3039,r165,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['354', '']","['0', '']","['10,000', '']","['0', '']","['1,326', '']","['0', '']","['2,500', '']","['15,000', '']","['0', '']"
3039,r166,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r167,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r168,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r169,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['515', '']","['0', '']"
3039,r170,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['19,184', '']","['26,768', '']","['2,400', '']","['12,041', '']","['7,035', 'i']","['51,376', '']","['12,448', '']","['37,100', '']","['204,149', '']","['0', '']"
3039,r171,Hawaii -> Private,Hawaii,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r172,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r173,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r174,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r175,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['727', '']","['1,100', '']","['1,171', '']","['6,768', '']","['7,557', '']","['0', '']","['0', '']","['450', '']","['4,975', '']","['0', '']"
3039,r176,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['2,214', '']","['0', '']","['0', '']","['4,643', '']","['0', '']","['1,736', '']","['0', '']","['0', '']","['3,000', '']"
3039,r177,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['1,732', '']","['9,320', '']","['1,216', '']","['6,218', '']","['6,398', '']","['5,487', '']","['8,897', '']","['4,411', '']","['6,228', '']","['0', '']"
3039,r178,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r179,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r180,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r181,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['643', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r182,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r183,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,137', '']","['0', '']","['0', '']","['0', '']"
3039,r184,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r185,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['4,680', '']","['0', '']","['0', '']","['0', '']","['600', '']","['1,750', '']","['0', '']","['0', '']"
3039,r186,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['13,768', '']","['3,776', '']","['632', '']","['449', '']","['575', '']","['2,734', '']","['16,217', '']","['2,305', '']","['166,736', '']","['0', '']"
3039,r187,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['415', '']","['0', '']","['250', '']","['7,000', '']","['0', '']"
3039,r188,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['15,120', '']","['15,620', '']","['21,400', '']","['9,116', '']","['1,804', '']","['83,733', '']","['35,361', '']","['12,756', '']","['0', '']","['0', '']"
3039,r189,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r190,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r191,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r192,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['6,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r193,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['500', '']","['525', '']","['1,224', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r194,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['803', '']","['2,331', '']","['5,737', '']","['3,967', '']","['0', '']","['0', '']","['845', '']","['4,916', '']","['0', '']","['0', '']"
3039,r195,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['0', '']","['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,210', '']","['0', '']","['0', '']"
3039,r196,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['50,907', '']","['54,673', '']","['75,163', '']","['66,459', '']","['47,995', '']","['86,532', '']","['59,124', '']","['33,733', '']","['110,308', '']","['0', '']"
3039,r197,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['250', '']","['0', '']","['495', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r198,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['750', '']","['1,000', '']","['4,928', '']","['1,899', '']","['3,833', '']","['16,785', '']","['0', '']","['5,100', '']","['0', '']","['0', '']"
3039,r199,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r200,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['78,488', '']","['63,173', '']","['20,000', '']","['42,813', '']","['28,191', '']","['64,634', '']","['50,524', '']","['22,566', '']","['0', '']","['0', '']"
3039,r201,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r202,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r203,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r204,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r205,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['na', '']","['na', '']","['8,786', '']","['13,606', '']","['10,766', '']","['19,544', '']","['21,279', '']","['11,164', '']","['2,784', '']","['0', '']"
3039,r206,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['na', '']","['na', '']","['35,137', '']","['24,528', '']","['30,000', '']","['12,991', '']","['21,866', '']","['8,076', '']","['19,046', '']","['0', '']"
3039,r207,"Indiana -> Public -> Purdue U., Fort Wayne<sup>b</sup>",Indiana,Public,"Purdue U., Fort Wayne<sup>b</sup>",3,"['na', '']","['na', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r208,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r209,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['na', '']","['na', '']","['25,640', '']","['25,564', '']","['36,522', '']","['8,379', '']","['37,570', '']","['30,842', '']","['0', '']","['185,239', '']"
3039,r210,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r211,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['5,484', '']","['4,683', '']","['5,250', '']","['9,761', '']","['369', '']","['30,008', '']","['12,981', '']","['2,493', '']","['0', '']","['0', '']"
3039,r212,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r213,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r214,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['1,708', '']","['1,105', '']","['916', '']","['0', '']","['1,240', '']","['1,149', '']","['597', '']","['2,604', '']","['0', '']","['43,604', '']"
3039,r215,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['7,861', '']","['23,834', '']","['8,396', '']","['9,006', '']","['70,729', '']","['47,578', '']","['28,296', '']","['8,185', '']","['1,594', '']","['478', '']"
3039,r216,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['2,370', '']","['0', '']","['335', '']","['814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r217,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r218,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['ne', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r219,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,733', '']","['0', '']","['0', '']","['0', '']"
3039,r220,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r221,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r222,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r223,Kansas -> Public -> Kansas State U.,Kansas,Public,Kansas State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['8,555', '']","['1,503', '']","['7,955', '']","['1,760', '']","['0', '']","['0', '']"
3039,r224,Kansas -> Public -> Pittsburg State U.,Kansas,Public,Pittsburg State U.,3,"['0', '']","['0', '']","['2,546', '']","['4,475', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r225,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['2,976', '']","['4,154', '']","['55,252', '']","['6,053', '']","['6,834', '']","['5,099', '']","['4,318', '']","['11,927', 'i']","['0', 'i']","['109,527', 'i']"
3039,r226,Kansas -> Public -> Wichita State U.,Kansas,Public,Wichita State U.,3,"['0', '']","['0', '']","['588', '']","['9,253', '']","['1,054', '']","['0', '']","['1,486', '']","['3,100', '']","['0', '']","['0', '']"
3039,r227,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r228,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r229,Kentucky -> Public -> Eastern Kentucky U.,Kentucky,Public,Eastern Kentucky U.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r230,Kentucky -> Public -> Kentucky State U.,Kentucky,Public,Kentucky State U.,3,"['0', '']","['0', '']","['12,368', '']","['2,000', '']","['0', '']","['1,086', '']","['6,500', '']","['1,979', '']","['0', '']","['0', '']"
3039,r231,Kentucky -> Public -> Morehead State U.,Kentucky,Public,Morehead State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r232,Kentucky -> Public -> Murray State U.,Kentucky,Public,Murray State U.,3,"['321', '']","['887', '']","['1,012', '']","['532', '']","['500', '']","['3,800', '']","['0', '']","['3,800', '']","['0', '']","['0', '']"
3039,r233,Kentucky -> Public -> Northern Kentucky U.,Kentucky,Public,Northern Kentucky U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,098', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r234,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['16,925', '']","['11,376', '']","['32,912', '']","['8,292', '']","['3,322', '']","['2,492', '']","['1,776', '']","['32,784', '']","['34,200', '']","['152,800', '']"
3039,r235,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['2,674', '']","['8,700', '']","['1,025', '']","['13,673', '']","['3,591', '']","['3,696', '']","['961', '']","['1,674', '']","['11,940', '']","['0', '']"
3039,r236,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['2,773', '']","['5,701', '']","['1,324', '']","['0', '']","['0', '']","['6,000', '']","['0', '']","['0', '']","['0', '']"
3039,r237,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r238,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r239,Louisiana -> Public -> Grambling State U.,Louisiana,Public,Grambling State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r240,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['23,417', '']","['265', '']","['5,312', '']","['76,878', '']","['11,341', '']","['3,942', '']","['5,419', '']","['0', '']","['0', '']"
3039,r241,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['6,800', '']","['6,038', '']","['9,507', '']","['3,026', '']","['3,170', '']","['970', '']","['703', '']","['2,990', '']","['0', '']","['120,000', '']"
3039,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['450', '']","['0', '']","['818', '']","['550', '']","['12,300', '']","['0', '']"
3039,r243,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['0', '']","['3,000', '']","['0', '']","['462', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r244,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r245,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['4,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r246,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,124', '']","['358', '']","['0', '']","['3,500', '']"
3039,r247,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['1,244', '']","['1,350', '']","['1,244', '']","['0', '']","['6,000', '']","['0', '']","['6,000', '']"
3039,r248,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['754', '']","['0', '']","['2,696', '']","['2,835', '']","['3,850', '']","['973', '']","['0', '']","['0', '']"
3039,r249,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['3,768', '']","['0', '']","['3,694', '']","['1,130', '']","['1,130', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
