table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_other_fieldsa,field_business_management_and_administration,field_communication,field_non_s_e_fields_nec
1798,r078,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,6,15.7,15.9,10.0,18.9
1798,r079,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,6,4.3,3.2,10.7,3.4
1798,r080,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,6,8.6,9.9,7.9,4.9
1798,r081,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,6,5.5,4.2,7.1,8.7
1798,r082,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,6,10.5,10.8,8.6,10.7
1798,r083,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,5,17.8,19.9,12.1,15.0
1798,r084,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,5,0.0,0.0,0.0,0.0
1798,r085,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),,,,,2,1532,609,396,527
1798,r086,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,,,,3,,,,
1798,r087,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study,,,4,91,24,29,38
1798,r088,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment,,,4,874,392,226,256
1798,r089,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Seeking employment or study,,,4,302,79,96,127
1798,r090,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Other<sup>d</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Other<sup>d</sup>,,,4,27,12,4,11
1798,r091,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,,,4,,,,
1798,r092,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Postdoc fellowship or research associateship,,5,93.4,91.7,93.1,94.7
1798,r093,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Other or unknown<sup>f</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Other or unknown<sup>f</sup>,,5,6.6,8.3,6.9,5.3
1798,r094,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,,,4,,,,
1798,r095,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,5,76.4,80.1,85.4,62.9
1798,r096,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,5,4.6,,,9.8
1798,r097,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,5,9.5,9.4,9.3,9.8
1798,r098,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,5,5.4,,,11.7
1798,r099,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,5,4.1,4.1,2.2,5.9
1798,r100,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,5,,,,
1798,r101,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,6,34.5,45.8,23.1,27.2
1798,r102,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,6,45.4,39.4,61.5,39.6
1798,r103,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,6,11.6,10.2,6.8,18.3
1798,r104,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,6,8.4,4.6,8.1,14.9
1798,r105,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,6,0.1,0.0,0.5,0.0
1798,r106,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,5,,,,
1798,r107,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,6,41.5,37.5,52.0,37.9
1798,r108,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,6,31.8,44.8,19.9,22.6
1798,r109,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,6,4.7,1.9,3.6,10.2
1798,r110,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,6,3.9,,,7.7
1798,r111,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,6,0.4,0.3,0.5,0.4
1798,r112,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,6,17.7,,,21.3
1798,r113,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,5,5.1,4.8,2.2,8.2
1798,r114,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,4,,,,
1798,r115,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,5,88.7,83.9,94.1,90.8
1798,r116,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,6,7.0,7.2,5.1,8.5
1798,r117,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,6,13.7,13.0,12.2,16.0
1798,r118,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,6,14.5,12.5,18.8,13.6
1798,r119,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,6,5.8,5.8,6.3,5.4
1798,r120,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,6,16.0,13.9,18.4,16.7
1798,r121,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,6,4.7,4.1,5.5,4.8
1798,r122,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,6,9.4,9.6,10.6,8.2
1798,r123,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,6,5.5,5.3,7.1,4.4
1798,r124,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,6,10.5,10.3,9.8,11.2
1798,r125,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,5,11.2,15.9,5.9,9.2
1798,r126,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,5,0.1,0.2,0.0,0.0
