table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_level_5,occupation_hierarchy_depth,field_bls_national_employment_matrix_2016_estimate,field_blsprojected_2026_employment,field_occupational_openings_2016_26_annual_average,field_10_yeargrowth_in_totalemployment_
1618,r124,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Therapists","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Therapists,,4,723.0,888.0,53.3,22.8
1618,r125,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Veterinarians","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,Veterinarians,,4,79.6,94.6,4.5,18.8
1618,r126,"Total, all occupations -> Health care practitioners and technicians -> Health diagnosing and treating practitioners -> Health diagnosing and treating practitioners, all other","Total, all occupations",Health care practitioners and technicians,Health diagnosing and treating practitioners,"Health diagnosing and treating practitioners, all other",,4,56.4,63.9,3.8,13.3
1618,r127,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,,,3,3093.5,3514.6,258.1,13.6
1618,r128,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Clinical laboratory technologists and technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Clinical laboratory technologists and technicians,,4,335.7,378.4,25.9,12.7
1618,r129,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Dental hygienists","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Dental hygienists,,4,207.9,248.9,17.5,19.7
1618,r130,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Diagnostic-related technologists and technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Diagnostic-related technologists and technicians,,4,384.1,437.5,26.2,13.9
1618,r131,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Emergency medical technicians and paramedics","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Emergency medical technicians and paramedics,,4,248.0,285.4,19.4,15.1
1618,r132,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Health practitioner support technologists and technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Health practitioner support technologists and technicians,,4,767.0,857.2,71.4,11.8
1618,r133,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Licensed practical and licensed vocational nurses","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Licensed practical and licensed vocational nurses,,4,724.5,813.4,62.7,12.3
1618,r134,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Medical records and health information technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Medical records and health information technicians,,4,206.3,234.1,15.8,13.5
1618,r135,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Opticians, dispensing","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,"Opticians, dispensing",,4,77.6,89.3,7.0,15.0
1618,r136,"Total, all occupations -> Health care practitioners and technicians -> Health technologists and technicians -> Miscellaneous health technologists and technicians","Total, all occupations",Health care practitioners and technicians,Health technologists and technicians,Miscellaneous health technologists and technicians,,4,142.4,170.6,12.3,19.8
1618,r137,"Total, all occupations -> Health care practitioners and technicians -> Other health care practitioners and technical occupations","Total, all occupations",Health care practitioners and technicians,Other health care practitioners and technical occupations,,,3,172.6,193.5,11.1,12.1
1618,r138,"Total, all occupations -> Health care practitioners and technicians -> Other health care practitioners and technical occupations -> Occupational health and safety specialists and technicians","Total, all occupations",Health care practitioners and technicians,Other health care practitioners and technical occupations,Occupational health and safety specialists and technicians,,4,101.8,110.4,6.1,8.5
1618,r139,"Total, all occupations -> Health care practitioners and technicians -> Other health care practitioners and technical occupations -> Miscellaneous health practitioners and technical workers","Total, all occupations",Health care practitioners and technicians,Other health care practitioners and technical occupations,Miscellaneous health practitioners and technical workers,,4,70.8,83.1,5.0,17.3
1618,r140,"Total, all occupations -> Health care practitioners and technicians -> Lawyers","Total, all occupations",Health care practitioners and technicians,Lawyers,,,3,792.5,857.5,40.7,8.2
1618,r141,"Total, all occupations -> Health care practitioners and technicians -> Postsecondary teachers","Total, all occupations",Health care practitioners and technicians,Postsecondary teachers,,,3,1871.4,2108.3,172.4,12.7
