table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_artificial_intelligence_r_d_total_companiesa_number_,field_artificial_intelligence_r_d_total_amount,field_artificial_intelligence_r_d_paid_for_by_the_company_companiesa_number_,field_artificial_intelligence_r_d_paid_for_by_the_company_amount,field_artificial_intelligence_r_d_paid_for_by_others_companiesa_number_,field_artificial_intelligence_r_d_paid_for_by_others_amount
8813,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8813,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['5,530', '&nbsp;']","['12,993', '&nbsp;']","['520', 'i']","['707', '&nbsp;']","['480', 'i']","['611', '&nbsp;']","['70', 'i']","['96', '&nbsp;']"
8813,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['4,950', '&nbsp;']","['25,411', '&nbsp;']","['470', 'i']","['3,272', 'i']","['430', 'i']","['3,070', 'i']","['60', 'i']","['202', '&nbsp;']"
8813,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8813,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,100', '&nbsp;']","['20,878', '&nbsp;']","['180', '&nbsp;']","['1,222', '&nbsp;']","['170', '&nbsp;']","['781', '&nbsp;']","['30', '&nbsp;']","['441', '&nbsp;']"
8813,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,280', '&nbsp;']","['21,264', '&nbsp;']","['110', '&nbsp;']","['849', '&nbsp;']","['100', '&nbsp;']","['784', '&nbsp;']","['20', '&nbsp;']","['65', 'i']"
8813,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,320', '&nbsp;']","['88,238', '&nbsp;']","['150', '&nbsp;']","['2,424', 'i']","['150', '&nbsp;']","['2,367', 'i']","['20', '&nbsp;']","['56', '&nbsp;']"
8813,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['260', '&nbsp;']","['48,397', '&nbsp;']","['50', '&nbsp;']","['1,437', 'i']","['50', '&nbsp;']","['1,214', '&nbsp;']","['20', '&nbsp;']","['223', 'i']"
8813,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['220', '&nbsp;']","['88,567', '&nbsp;']","['40', '&nbsp;']","['1,941', 'i']","['40', '&nbsp;']","['1,357', 'i']","['10', 'i']","['583', 'i']"
8813,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['130', '&nbsp;']","['213,829', '&nbsp;']","['40', '&nbsp;']","['7,552', '&nbsp;']","['40', '&nbsp;']","['7,342', '&nbsp;']","['10', '&nbsp;']","['210', '&nbsp;']"
