table_id,row_id,_b_primary_source_of_support_race_ethnicity_and_sex_b_full_path,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_1,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_2,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_3,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_4,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_5,_b_primary_source_of_support_race_ethnicity_and_sex_b_level_6,_b_primary_source_of_support_race_ethnicity_and_sex_b_hierarchy_depth,field_all_s_e,field_science_all_science,field_science_life_sciencesa,field_science_physical_sciences_and_earth_sciences_,field_science_mathematics_and_computer_sciences,field_science_psychology_and_social_sciences,field_engineering
9332,r099,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Black or African American (number),All sources,"Fellowship, scholarship, or dissertation grant",6,29.21,28.05,33.02,44.02,33.62,21.13,46.07
9332,r100,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Black or African American (number),All sources,Other<sup>c</sup>,6,12.21,12.14,11.95,7.61,6.9,13.09,13.21
9332,r101,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number),All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),,,4,40030,36536,16734,4766,1445,13591,3494
9332,r102,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r103,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,Personal or family funds,6,17.34,18.46,16.0,4.01,10.52,27.39,5.7
9332,r104,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,Teaching assistantship,6,18.07,19.06,12.04,22.89,37.09,24.43,7.81
9332,r105,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,"Research assistantship, traineeship, or internship",6,28.88,27.77,30.98,43.05,22.21,19.03,40.53
9332,r106,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,"Fellowship, scholarship, or dissertation grant",6,27.25,26.34,31.82,25.74,22.35,20.21,36.81
9332,r107,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,White (number),All sources,Other<sup>c</sup>,6,8.45,8.39,9.15,4.3,7.82,8.94,9.16
9332,r108,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number),All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),,,4,2172,1994,835,266,91,802,178
9332,r109,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r110,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,Personal or family funds,6,17.86,19.21,13.89,6.02,5.49,30.67,2.81
9332,r111,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,Teaching assistantship,6,16.62,17.45,10.66,19.92,40.66,21.07,7.3
9332,r112,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,"Research assistantship, traineeship, or internship",6,24.36,23.27,29.46,34.96,19.78,13.34,36.52
9332,r113,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,"Fellowship, scholarship, or dissertation grant",6,35.91,35.01,40.84,36.84,26.37,29.3,46.07
9332,r114,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,More than one race (number),All sources,Other<sup>c</sup>,6,5.25,5.07,5.15,2.26,7.69,5.61,7.3
9332,r115,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number),All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),,,4,596,527,222,54,,223,
9332,r116,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r117,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Personal or family funds,6,15.1,16.7,16.67,,,21.52,
9332,r118,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Teaching assistantship,6,12.42,13.66,,,,19.73,
9332,r119,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Research assistantship, traineeship, or internship",6,14.93,13.85,16.67,,,7.17,
9332,r120,"All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Fellowship, scholarship, or dissertation grant",6,20.81,20.68,26.58,,,16.59,
9332,r121,All recipients<sup>b</sup> (number) -> Female (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Other<sup>d</sup>,All recipients<sup>b</sup> (number),Female (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Other<sup>d</sup>,6,36.74,35.1,,,,34.98,
9332,r122,All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number),All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),,,,3,865,781,310,75,43,353,84
9332,r123,All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources,All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,,,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r124,All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,Personal or family funds,,5,6.01,6.4,7.1,2.67,4.65,6.8,2.38
9332,r125,All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,Teaching assistantship,,5,3.7,3.97,2.26,4.0,11.63,4.53,1.19
9332,r126,"All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,"Research assistantship, traineeship, or internship",,5,4.62,4.35,5.48,6.67,2.33,3.12,7.14
9332,r127,"All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,"Fellowship, scholarship, or dissertation grant",,5,5.78,5.38,7.74,5.33,9.3,2.83,9.52
9332,r128,All recipients<sup>b</sup> (number) -> Female (number) -> Ethnicity not reported (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Female (number),Ethnicity not reported (number),All sources,Other<sup>c</sup>,,5,79.88,79.9,77.42,81.33,72.09,82.72,79.76
9332,r129,All recipients<sup>b</sup> (number) -> Male (number),All recipients<sup>b</sup> (number),Male (number),,,,,2,64878,49549,18787,11951,6399,12412,15329
9332,r130,All recipients<sup>b</sup> (number) -> Male (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),All sources,,,,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r131,All recipients<sup>b</sup> (number) -> Male (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),All sources,Personal or family funds,,,4,10.96,12.02,10.43,4.33,9.2,23.28,7.55
9332,r132,All recipients<sup>b</sup> (number) -> Male (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),All sources,Teaching assistantship,,,4,17.86,21.11,12.6,21.44,35.22,26.39,7.35
9332,r133,"All recipients<sup>b</sup> (number) -> Male (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),All sources,"Research assistantship, traineeship, or internship",,,4,34.55,31.03,33.31,47.29,26.68,14.16,45.95
9332,r134,"All recipients<sup>b</sup> (number) -> Male (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),All sources,"Fellowship, scholarship, or dissertation grant",,,4,24.94,24.99,33.0,18.53,16.42,23.49,24.77
9332,r135,All recipients<sup>b</sup> (number) -> Male (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),All sources,Other<sup>c</sup>,,,4,11.69,10.86,10.66,8.41,12.47,12.69,14.37
9332,r136,All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number),All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),,,,3,4683,3637,1449,725,371,1092,1046
9332,r137,All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,,,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r138,All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,Personal or family funds,,5,11.49,12.59,8.76,4.41,9.7,24.08,7.65
9332,r139,All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,Teaching assistantship,,5,15.82,18.2,10.14,20.41,34.23,21.98,7.55
9332,r140,"All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,"Research assistantship, traineeship, or internship",,5,25.94,23.1,26.36,33.66,21.29,12.36,35.85
9332,r141,"All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,"Fellowship, scholarship, or dissertation grant",,5,35.6,35.39,44.86,32.14,23.99,28.85,36.33
9332,r142,All recipients<sup>b</sup> (number) -> Male (number) -> Hispanic or Latino<sup>d</sup> (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Hispanic or Latino<sup>d</sup> (number),All sources,Other<sup>c</sup>,,5,11.15,10.72,9.87,9.38,10.78,12.73,12.62
9332,r143,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,,,,3,,,,,,,
9332,r144,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),,,4,151,125,48,22,,50,
9332,r145,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r146,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,Personal or family funds,6,21.19,23.2,27.08,,,28.0,
9332,r147,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,Teaching assistantship,6,13.25,15.2,,,,14.0,
9332,r148,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,"Research assistantship, traineeship, or internship",6,17.88,16.0,14.58,,,14.0,
9332,r149,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,"Fellowship, scholarship, or dissertation grant",6,28.48,26.4,35.42,,,26.0,
9332,r150,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> American Indian or Alaska Native (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,American Indian or Alaska Native (number),All sources,Other<sup>c</sup>,6,19.21,19.2,,,,18.0,
9332,r151,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),,,4,6891,4586,2016,1005,838,727,2305
9332,r152,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r153,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,Personal or family funds,6,7.65,8.13,8.78,2.29,7.4,15.27,6.68
9332,r154,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,Teaching assistantship,6,15.41,18.84,8.43,23.98,28.4,29.57,8.59
9332,r155,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,"Research assistantship, traineeship, or internship",6,38.82,32.84,32.64,48.26,32.7,12.24,50.72
9332,r156,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,"Fellowship, scholarship, or dissertation grant",6,26.72,29.52,39.29,15.92,19.45,32.87,21.13
9332,r157,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Asian (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Asian (number),All sources,Other<sup>c</sup>,6,11.41,10.66,10.86,9.55,12.05,10.04,12.89
9332,r158,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),,,4,2749,2181,880,265,194,842,568
9332,r159,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r160,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,Personal or family funds,6,25.39,28.29,25.45,5.66,15.98,41.21,14.26
9332,r161,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,Teaching assistantship,6,13.46,14.4,8.07,28.68,23.71,14.37,9.86
9332,r162,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,"Research assistantship, traineeship, or internship",6,18.73,16.74,22.39,26.42,17.01,7.72,26.41
9332,r163,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,"Fellowship, scholarship, or dissertation grant",6,28.08,26.59,32.61,27.92,26.29,19.95,33.8
9332,r164,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Black or African American (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Black or African American (number),All sources,Other<sup>c</sup>,6,14.33,13.98,11.48,11.32,17.01,16.75,15.67
9332,r165,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),,,4,46466,36018,13277,9292,4515,8934,10448
9332,r166,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r167,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,Personal or family funds,6,10.73,11.64,10.0,4.55,9.19,22.68,7.61
9332,r168,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,Teaching assistantship,6,19.08,22.53,14.17,21.22,38.1,28.43,7.22
9332,r169,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,"Research assistantship, traineeship, or internship",6,36.61,33.24,35.64,49.63,27.4,15.59,48.22
9332,r170,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,"Fellowship, scholarship, or dissertation grant",6,23.69,23.55,31.04,17.78,14.97,22.74,24.18
9332,r171,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,White (number),All sources,Other<sup>c</sup>,6,9.88,9.04,9.14,6.81,10.34,10.56,12.78
9332,r172,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),,,4,1997,1556,610,360,226,360,441
9332,r173,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r174,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,Personal or family funds,6,9.86,11.25,8.85,4.44,11.95,21.67,4.99
9332,r175,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,Teaching assistantship,6,18.63,22.24,10.98,25.0,35.84,30.0,5.9
9332,r176,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,"Research assistantship, traineeship, or internship",6,33.85,30.27,33.28,45.28,25.66,13.06,46.49
9332,r177,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,"Fellowship, scholarship, or dissertation grant",6,31.1,30.33,41.48,19.44,20.8,28.33,33.79
9332,r178,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,More than one race (number),All sources,Other<sup>c</sup>,6,6.56,5.91,5.41,5.83,5.75,6.94,8.84
9332,r179,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number),All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),,,4,826,616,228,125,,152,
9332,r180,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r181,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Personal or family funds,6,10.17,11.04,7.46,,,22.37,
9332,r182,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Teaching assistantship,6,11.5,14.77,,,,17.76,
9332,r183,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Research assistantship, traineeship, or internship",6,23.85,20.94,24.56,,,7.24,
9332,r184,"All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Fellowship, scholarship, or dissertation grant",6,18.89,20.13,25.44,,,21.05,
9332,r185,All recipients<sup>b</sup> (number) -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Other<sup>c</sup>,6,35.59,33.12,,,,31.58,
9332,r186,All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number),All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),,,,3,1115,830,279,157,139,255,285
9332,r187,All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources,All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,,,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9332,r188,All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources -> Personal or family funds,All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,Personal or family funds,,5,4.39,5.06,6.81,0.64,4.32,6.27,2.46
9332,r189,All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources -> Teaching assistantship,All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,Teaching assistantship,,5,5.11,5.78,3.58,7.01,7.19,6.67,3.16
9332,r190,"All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,"Research assistantship, traineeship, or internship",,5,9.06,8.31,8.24,15.92,7.91,3.92,11.23
9332,r191,"All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources -> Fellowship, scholarship, or dissertation grant",All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,"Fellowship, scholarship, or dissertation grant",,5,6.46,6.14,7.89,4.46,5.04,5.88,7.37
9332,r192,All recipients<sup>b</sup> (number) -> Male (number) -> Ethnicity not reported (number) -> All sources -> Other<sup>c</sup>,All recipients<sup>b</sup> (number),Male (number),Ethnicity not reported (number),All sources,Other<sup>c</sup>,,5,74.98,74.7,73.48,71.97,75.54,77.25,75.79
