table_id,row_id,_b_department_b_full_path,_b_department_b_level_1,_b_department_b_level_2,_b_department_b_level_3,_b_department_b_hierarchy_depth,field_explanatory_information
10794,r124,"Department of the Interior -> Bureau of Ocean Energy Management, Regulation, and Enforcement",Department of the Interior,"Bureau of Ocean Energy Management, Regulation, and Enforcement",,2,"On 19 May 2010, the Minerals Management Service was renamed the Bureau of Ocean Energy Management, Regulation, and Enforcement (BOEMRE)."
10794,r125,Department of the Interior -> ,Department of the Interior,,,2,BOEMRE was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012.
10794,r126,Department of the Interior -> Bureau of Safety and Environmental Enforcement,Department of the Interior,Bureau of Safety and Environmental Enforcement,,2,"The Bureau of Ocean Energy Management, Regulation and Enforcement was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012."
10794,r127,Department of the Interior -> Fish and Wildlife Service,Department of the Interior,Fish and Wildlife Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, the NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service (FWS) and the National Park Service."
10794,r128,Department of the Interior -> ,Department of the Interior,,,2,"FWS, which did not report data between FY 1999 and FY 2014, resumed reporting for volume 65 (FYs 2015–17)."
10794,r129,Department of the Interior -> Geological Survey,Department of the Interior,Geological Survey,,2,The Office of Water Research and Technology has been combined with the Geological Survey (USGS) since 1985.
10794,r130,Department of the Interior -> ,Department of the Interior,,,2,"Funding for the National Biological Service (NBS) comes from the USGS congressional appropriation. Since FY 1996, data for NBS have been included with the USGS submission."
10794,r131,Department of the Interior -> ,Department of the Interior,,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the USGS, and the Department of Energy."
10794,r132,Department of the Interior -> Minerals Management Service,Department of the Interior,Minerals Management Service,,2,"On 19 May 2010, the Minerals Management Service was renamed the Bureau of Ocean Energy Management, Regulation, and Enforcement."
10794,r133,Department of the Interior -> National Biological Service,Department of the Interior,National Biological Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service and the National Park Service."
10794,r134,Department of the Interior -> ,Department of the Interior,,,2,"Funding for NBS comes from the Geological Survey's congressional appropriation. Since FY 1996, data for the NBS have been included with the Geological Survey submission."
10794,r135,Department of the Interior -> National Park Service,Department of the Interior,National Park Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service and the National Park Service (NPS)."
10794,r136,Department of the Interior -> ,Department of the Interior,,,2,Obligations for FYs 2003–08 are for the NPS natural resources program; data for the cultural resources program were not available.
10794,r137,Department of the Interior -> Office of the Secretary of the Interior,Department of the Interior,Office of the Secretary of the Interior,,2,The Department of the Interior's Office of the Secretary has not funded any R&D activities since FY 1995.
10794,r138,Department of the Interior -> Office of Water Research and Technology,Department of the Interior,Office of Water Research and Technology,,2,The Office of Water Research and Technology has been combined with the Geological Survey since 1985.
10794,r139,Department of Justice,Department of Justice,,,1,
10794,r140,Department of Justice -> Drug Enforcement Administration,Department of Justice,Drug Enforcement Administration,,2,Large differences exist between the Drug Enforcement Administration's R&D funding amounts for FYs 1996 and 1997 due to changes in the agency's R&D programs.
10794,r141,Department of Justice -> Immigration and Naturalization Service,Department of Justice,Immigration and Naturalization Service,,2,"On 1 March 2003, service and benefit functions of Immigration and Naturalization Service were transferred to the Department of Homeland Security as the Citizenship and Immigration Services."
10794,r142,Department of Labor,Department of Labor,,,1,
10794,r143,Department of Labor -> Labor-Management Relations and Cooperative Programs,Department of Labor,Labor-Management Relations and Cooperative Programs,,2,"In 1984, Labor-Management Relations and Cooperative Programs replaced the Labor-Management Services Administration."
10794,r144,Department of Labor -> Labor-Management Services Administration,Department of Labor,Labor-Management Services Administration,,2,"In 1984, the Labor-Management Services Administration was replaced by the Labor-Management Relations and Cooperative Programs."
10794,r145,Department of State,Department of State,,,1,The Agency for International Development (AID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
10794,r146,,,,,1,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with AID. DOS transfers these outlays and obligations to other R&D performers.
10794,r147,,,,,1,"Effective 1 April 1999, all functions and authorities of the Arms Control and Disarmament Agency were transferred to DOS."
10794,r148,,,,,1,"On 1 October 1999, the Information Agency was integrated into DOS."
10794,r149,,,,,1,DOS data for FY 2014 were excluded due to their poor quality.
10794,r150,,,,,1,"As of volume 68 (FYs 2018–19), DOS added the Global Health Programs R&D funding."
10794,r151, -> Agency for International Development,,Agency for International Development,,2,The Agency for International Development (AID) transferred from the Department of State (DOS) to the International Development Cooperation Agency on 1 October 1979.
10794,r152, -> ,,,,2,Increases in outlays and obligations reported by DOS during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with AID. DOS transfers these outlays and obligations to other R&D performers.
10794,r153,Department of Transportation,Department of Transportation,,,1,"The Department of Transportation (DOT) did not become operational until 1967. Prior to 1966, similar obligations appear under DOT’s organizational predecessors: the Bureau of Public Roads, the Coast Guard (formerly part of the Department of the Treasury and transferred to the Department of Homeland Security in 2003), the Federal Aviation Agency, the Office of Transportation Research and Development, and other components of the Department of Commerce vested with transportation functions."
10794,r154,Department of Transportation -> Coast Guard,Department of Transportation,Coast Guard,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Coast Guard."
10794,r155,Department of Transportation -> Federal Highway Administration,Department of Transportation,Federal Highway Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
10794,r156,Department of Transportation -> Federal Motor Carrier Safety Administration,Department of Transportation,Federal Motor Carrier Safety Administration,,2,"The Federal Motor Carrier Safety Administration, formerly a part of the Federal Highway Administration, was established within the Department of Transportation on 1 January 2000, as stated in the Motor Carrier Safety Improvement Act of 1999 (Public Law No. 106-159, 113 Stat. 1748 [9 December 1999])."
10794,r157,Department of Transportation -> Federal Transit Administration,Department of Transportation,Federal Transit Administration,,2,The name of this agency changed from the Urban Mass Transit Administration to the Federal Transit Administration on 18 December 1991.
10794,r158,Department of Transportation -> Maritime Administration,Department of Transportation,Maritime Administration,,2,"In 1981, the Maritime Administration moved from the Department of Commerce to the Department of Transportation."
10794,r159,Department of Transportation -> Research and Innovative Technology Administration,Department of Transportation,Research and Innovative Technology Administration,,2,"In January 2014, all Research and Innovative Technology Administration programs were transferred into the Office of the Assistant Secretary for Research and Technology in the Office of the Secretary of Transportation."
10794,r160,Department of the Treasury,Department of the Treasury,,,1,
10794,r161,Department of the Treasury -> Customs Service,Department of the Treasury,Customs Service,,2,"Beginning in FY 2003, the Customs Service Research and Development program was transferred to other subagencies of the Department of Homeland Security."
10794,r162,Department of the Treasury -> Internal Revenue Service,Department of the Treasury,Internal Revenue Service,,2,"Due to the reorganization of the Internal Revenue Service (IRS) and subsequent unavailability of data, FY 1992 figures were taken from estimates made in the volume 41 (FYs 1991–93) submission."
10794,r163,Department of the Treasury -> ,Department of the Treasury,,,2,Large changes in obligations reported by IRS for volume 44 (FYs 1994–96) are due to shifts in research funding.
10794,r164,Department of the Treasury -> ,Department of the Treasury,,,2,"In 2017, the IRS performed a detailed evaluation and assessment of its programs and determined that none of its functions can be defined as an R&D activity as defined in Office of Management and Budget Circular A-11. Despite not having any R&D obligations, the IRS initially was retained as a respondent because it sponsors a federally funded research and development center, the Center for Enterprise Modernization. It was decided to remove IRS from the target population as of volume 72 (FYs 2022–23)."
10794,r165,Department of the Treasury -> Office of Thrift Supervision,Department of the Treasury,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
10794,r166,Department of the Treasury -> ,Department of the Treasury,,,2,"As of 21 July 2011, OTS merged with the Office of the Comptroller of the Currency; it ceased to exist on 19 October 2011."
10794,r167,Department of the Treasury -> Secret Service,Department of the Treasury,Secret Service,,2,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Secret Service."
10794,r168,Department of Veterans Affairs,Department of Veterans Affairs,,,1,"During volume 68 (FYs 2018–19), the Department of Veterans Affairs added funds for the Medical Services Support to the existing R&D funding to fully report the total cost of intramural R&D. Although the Medical Services Support do not directly fund specific R&D activities, they do cover the additional expense of hosting intramural research programs that were not previously reported. "
10794,r169,Other agencies,Other agencies,,,1,
10794,r170,Other agencies -> Administrative Office of the U.S. Courts,Other agencies,Administrative Office of the U.S. Courts,,2,The Administrative Office of the U.S. Courts began reporting as of volume 66 (FYs 2016–17).
10794,r171,Other agencies -> Agency for Global Media,Other agencies,Agency for Global Media,,2,"On 22 August 2018, as part of a modernization effort, the Broadcasting Board of Governors changed its name to the Agency for Global Media (AGM)."
10794,r172,Other agencies -> ,Other agencies,,,2,AGM did not submit data from FY 2008 through FY 2018 but began reporting again for volume 69 (FYs 2019–20).
10794,r173,Other agencies -> Agency for International Development,Other agencies,Agency for International Development,,2,Increases in outlays and obligations reported by the Department of State (DOS) during the volume 44 (FYs 1994–96) survey cycle reflect reporting of moneys received through interagency agreements with the Agency for International Development (AID). DOS transfers these outlays and obligations to other R&D performers.
10794,r174,Other agencies -> ,Other agencies,,,2,AID's new integrated system for budget and accounting records used to report data for volume 48 (FYs 1998–2000) did not contain codes for determining either fields of science and engineering or performer data. The National Science Foundation estimated these data based on AID's Budget Authority (FYs 2000–02) and AID's Survey of Federal Funds for Research and Development submission to volume 44 (FYs 1994–96).
10794,r175,Other agencies -> ,Other agencies,,,2,AID transferred from DOS to the International Development Cooperation Agency on 1 October 1979.
10794,r176,Other agencies -> Arms Control and Disarmament Agency,Other agencies,Arms Control and Disarmament Agency,,2,FY 1994 figures for the Arms Control and Disarmament Agency (ACDA) are based on the agency's volume 43 submission for FY 1993.
10794,r177,Other agencies -> ,Other agencies,,,2,"Effective 1 April 1999, all functions and authorities of ACDA were transferred to the Department of State."
10794,r178,Other agencies -> Broadcasting Board of Governors,Other agencies,Broadcasting Board of Governors,,2,"The Broadcasting Board of Governors (BBG) became an independent federal entity on 1 October 1999, as mandated by the Foreign Affairs Reform and Restructuring Act (Public Law 105-277), signed by the president on 21 October 1998."
10794,r179,Other agencies -> ,Other agencies,,,2,"On 22 August 2018, as part of a modernization effort, the BBG changed its name to the Agency for Global Media."
10794,r180,Other agencies -> Consumer Product Safety Commission,Other agencies,Consumer Product Safety Commission,,2,The Consumer Product Safety Commission did not submit data from FY 2004 through FY 2011 but began reporting again for volume 62 (FYs 2012–14).
10794,r181,Other agencies -> Environmental Protection Agency,Other agencies,Environmental Protection Agency,,2,"Before FY 2000, data reported for the Environmental Protection Agency (EPA) included R&D data for the Agency for Toxic Substances and Disease Registry."
10794,r182,Other agencies -> ,Other agencies,,,2,"In FY 2010, the EPA was unable to report R&D or R&D plant by performer or by location. Percentage distributions calculated from EPA's data submission for FY 2009 were used to estimate its FY 2010 R&D by performer and its location."
10794,r183,Other agencies -> Federal Emergency Management Agency,Other agencies,Federal Emergency Management Agency,,2,"The Federal Emergency Management Agency (FEMA) was activated 1 April 1979, by Executive Order 12127. FEMA merged many of the separate disaster-related responsibilities, including the National Fire Prevention and Control Administration, whose 1978 funds are reported under FEMA."
10794,r184,Other agencies -> ,Other agencies,,,2,Functions for the Defense Civil Preparedness Agency transferred from the Department of Defense to FEMA on 20 July 1979.
10794,r185,Other agencies -> ,Other agencies,,,2,Functions for the National Fire Prevention and Control Administration transferred from the Department of Commerce to FEMA on 1 April 1979.
10794,r186,Other agencies -> ,Other agencies,,,2,Functions were transferred to the Department of Homeland Security (DHS) by act of 25 Nov. 2002 (116 Stat. 2213) and absorbed into DHS effective 1 March 2003.
10794,r187,Other agencies -> General Services Administration,Other agencies,General Services Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
10794,r188,Other agencies -> Information Agency,Other agencies,Information Agency,,2,Data reported for the Information Agency include funds for the former International Communication Agency for FYs 1977–81.
10794,r189,Other agencies -> ,Other agencies,,,2,"On 1 October 1999, the Information Agency was integrated into the Department of State."
10794,r190,Other agencies -> International Development Cooperation Agency,Other agencies,International Development Cooperation Agency,,2,The Agency for International Development transferred from the Department of State to the International Development Cooperation Agency on 1 October 1979.
10794,r191,Other agencies -> International Trade Commission,Other agencies,International Trade Commission,,2,"In 2000, the International Trade Commission stopped classifying any of its activities as R&D."
10794,r192,Other agencies -> National Aeronautics and Space Administration,Other agencies,National Aeronautics and Space Administration,,2,"During the volume 45 (FYs 1995–97) survey cycle, the National Aeronautics and Space Administration (NASA) made a statistical adjustment to the 1994 and 1995 field of science and engineering values to diminish a computational error introduced by its software."
10794,r193,Other agencies -> ,Other agencies,,,2,"In FY 2000, NASA reclassified the International Space Station (ISS) as a physical asset, reclassified ISS Research as equipment, and transferred funding for the program from R&D to R&D plant."
10794,r194,Other agencies -> ,Other agencies,,,2,"In FYs 2004–06, NASA implemented a full-cost budget approach, which includes all of the direct and indirect costs for procurement, personnel, travel, and other infrastructure-related expenses relative to a particular program and project. NASA’s data for FY 2004 and later years may not be directly comparable with its data for FY 2003 and earlier years."
10794,r195,Other agencies -> ,Other agencies,,,2,"In FY 2006, NASA reclassified funding for the following items as operational costs: Space Operations, the Hubble Space Telescope, the Stratospheric Observatory for Infrared Astronomy, and the James Webb Space Telescope. This funding was previously reported as R&D plant."
10794,r196,Other agencies -> ,Other agencies,,,2,"Between FYs 2006 and 2007, NASA's R&D obligations decreased by $1 billion. Of this amount, $850 million was accounted for by obligations for operational projects that NASA excluded in FY 2007 but reported in FY 2006. The remainder was from an overall decrease in obligations between FYs 2006 and 2007."
10794,r197,Other agencies -> ,Other agencies,,,2,"In FY 2010, NASA resumed reporting ISS obligations as R&D plant."
10794,r198,Other agencies -> ,Other agencies,,,2,"In FY 2012, NASA began reporting ISS obligations as research rather than R&D plant."
10794,r199,Other agencies -> ,Other agencies,,,2,"In FY 2013, NASA revamped its reporting process so that the data for FY 2012 forward are not directly comparable with totals reported in previous years."
10794,r200,Other agencies -> ,Other agencies,,,2,"NASA estimated that the revised Office of Management and Budget definition for ""experimental development"" reduced its reported R&D total by about $2.7 billion in FY 2017 and $2.9 billion in FY 2018 from what would have been reported under the previous definition prior to volume 66 (FYs 2016–17)."
10794,r201,Other agencies -> ,Other agencies,,,2,"During the volume 72 cycle (FYs 2022–23), NASA revised its FY 2021 data by field of R&D and performer categories based on improved classification procedures developed during the volume 72 reporting period."
10794,r202,Other agencies -> National Archives and Records Administration,Other agencies,National Archives and Records Administration,,2,"Since 1985, the National Archives and Records Administration has been separate from the General Services Administration."
10794,r203,Other agencies -> National Science Foundation,Other agencies,National Science Foundation,,2,"The National Science Foundation made changes to its field of science and engineering coding system, producing changes to some of the FY 1996 field of science data (such as mechanical engineering). These changes are reflected in the historical data tables."
10794,r204,Other agencies -> Patient-Centered Outcomes Research Trust Fund,Other agencies,Patient-Centered Outcomes Research Trust Fund,,2,"The Patient-Centered Outcomes Research Trust Fund (PCORTF) was established by Congress through the Patient Protection and Affordable Care Act of 2010, signed by the president on 23 March 2010. PCORTF began reporting for volume 67 (FYs 2017–18), but it also submitted data for FYs 2011–16."
10794,r205,Other agencies -> Postal Service,Other agencies,Postal Service,,2,"The Postal Service, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18) and submitted data for FYs 2015–16."
10794,r206,Other agencies -> Office of Thrift Supervision,Other agencies,Office of Thrift Supervision,,2,"In 1989, the Federal Home Loan Bank Board was replaced by the Office of Thrift Supervision (OTS). In 1990, OTS became part of the Department of the Treasury."
10794,r207,Other agencies -> Social Security Administration,Other agencies,Social Security Administration,,2,"Effective 31 March 1995, the Social Security Administration became an independent agency; it is no longer part of the Department of Health and Human Services."
10794,r208,Other agencies -> Tennessee Valley Authority,Other agencies,Tennessee Valley Authority,,2,"During the volume 47 (FYs 1997–99) survey cycle, the Tennessee Valley Authority (TVA) made adjustments to its FY 1996 R&D values to correct reporting errors. TVA reported that in recent years, most of the funds TVA had reported had been those invested by TVA's Office of Power rather than congressionally appropriated funds. In addition, a substantial amount of congressionally appropriated funds earmarked for environmental compliance and site restoration was erroneously reported as R&D in past years. TVA determined that these funds did not meet the criteria for classification as R&D spending. Some trend shifts are related to these adjustments because TVA could only make revisions as far back as 1996."
10794,r209,Other agencies -> ,Other agencies,,,2,"TVA, which did not report data between FY 1999 and FY 2016, resumed reporting for volume 67 (FYs 2017–18)."
