table_id,row_id,time_period,major_field_e_g_ndgmemg_level_1,major_field_e_g_ndgmemg_level_2,major_field_e_g_ndgmemg_hierarchy_depth,value
6858,r135_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Criminal justice/ protective services
6858,r136_5,,"Detailed field (e.g., N2DGRMED)",Code,2,768000
6858,r136_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Home economics
6858,r137_5,,"Detailed field (e.g., N2DGRMED)",Code,2,768100
6858,r137_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Law/ prelaw/ legal studies
6858,r138_5,,"Detailed field (e.g., N2DGRMED)",Code,2,768300
6858,r138_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Library science
6858,r139_5,,"Detailed field (e.g., N2DGRMED)",Code,2,768500
6858,r139_6,,"Detailed field (e.g., N2DGRMED)",Label,2,"Parks, recreation, leisure, and fitness studies"
6858,r140_5,,"Detailed field (e.g., N2DGRMED)",Code,2,769010
6858,r140_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Public administration
6858,r141_5,,"Detailed field (e.g., N2DGRMED)",Code,2,769030
6858,r141_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other public affairs
6858,r142_5,,"Detailed field (e.g., N2DGRMED)",Code,2,769950
6858,r142_6,,"Detailed field (e.g., N2DGRMED)",Label,2,Other fields (not listed)
