table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_r_d_performance_total,field_worldwide_r_d_performance_paid_for_by_the_company,field_worldwide_r_d_performance_paid_for_by_others,field_domestic_r_d_performance_total,field_domestic_r_d_performance_paid_for_by_the_company,field_domestic_r_d_performance_paid_for_by_others,field_foreign_r_d_performance_total,field_foreign_r_d_performance_paid_for_by_the_company,field_foreign_r_d_performance_paid_for_by_others
9641,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9641,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['15,406', '  ']","['13,300', '  ']","['2,106', '  ']","['14,540', '  ']","['12,488', '  ']","['2,052', '  ']","['866', '  ']","['812', '  ']","['53', '  ']"
9641,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['26,406', '  ']","['22,233', '  ']","['4,172', '  ']","['24,023', '  ']","['20,030', '  ']","['3,993', '  ']","['2,382', '  ']","['2,203', '  ']","['179', '  ']"
9641,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9641,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['27,592', '  ']","['24,185', '  ']","['3,407', '  ']","['23,932', '  ']","['20,574', '  ']","['3,358', '  ']","['3,660', '  ']","['3,611', '  ']","['49', 'i ']"
9641,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['31,961', '  ']","['27,917', '  ']","['4,043', '  ']","['27,432', '  ']","['23,655', '  ']","['3,777', '  ']","['4,528', '  ']","['4,262', '  ']","['266', '  ']"
9641,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['115,278', '  ']","['103,779', '  ']","['11,500', '  ']","['94,615', '  ']","['83,609', '  ']","['11,006', '  ']","['20,663', '  ']","['20,170', '  ']","['493', 'i ']"
9641,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['78,388', '  ']","['67,394', '  ']","['10,995', 'i ']","['62,817', '  ']","['53,873', '  ']","['8,944', 'i ']","['15,571', '  ']","['13,521', '  ']","['2,051', '  ']"
9641,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['133,088', '  ']","['103,153', '  ']","['29,935', 'i ']","['104,607', '  ']","['84,057', '  ']","['20,549', '  ']","['28,481', '  ']","['19,096', '  ']","['9,385', 'i ']"
9641,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['287,987', '  ']","['268,001', '  ']","['19,986', '  ']","['229,995', '  ']","['212,634', '  ']","['17,361', '  ']","['57,992', '  ']","['55,367', '  ']","['2,625', '  ']"
