table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_other_fieldsa,field_business_management_and_administration,field_communication,field_non_s_e_fields_nec
2850,r078,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,6,17.9,15.9,20.6,22.8
2850,r079,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,6,5.4,5.0,7.9,5.2
2850,r080,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,6,10.6,11.3,10.3,8.8
2850,r081,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,6,4.0,3.4,4.8,5.2
2850,r082,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,6,11.2,11.7,13.5,7.8
2850,r083,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,5,14.8,17.0,7.1,12.4
2850,r084,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,5,0.1,0.2,0.0,0.0
2850,r085,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),,,,,2,1620,662,338,620
2850,r086,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,,,,3,,,,
2850,r087,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study,,,4,101,28,20,53
2850,r088,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment,,,4,936,441,190,305
2850,r089,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Seeking employment or study,,,4,328,96,79,153
2850,r090,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Other<sup>d</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Other<sup>d</sup>,,,4,40,18,5,17
2850,r091,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,,,4,,,,
2850,r092,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Postdoc fellowship or research associateship,,5,90.1,89.3,,90.6
2850,r093,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Other or unknown<sup>f</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Other or unknown<sup>f</sup>,,5,9.9,10.7,,9.4
2850,r094,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,,,4,,,,
2850,r095,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,5,77.1,81.2,85.3,66.2
2850,r096,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,5,6.2,3.6,,
2850,r097,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,5,8.8,10.0,5.8,8.9
2850,r098,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,5,5.3,2.5,,
2850,r099,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,5,2.6,2.7,2.1,2.6
2850,r100,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,5,,,,
2850,r101,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,6,36.0,45.8,,
2850,r102,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,6,43.5,39.9,59.3,38.9
2850,r103,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,6,12.2,9.7,8.2,18.4
2850,r104,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,6,8.1,4.3,,
2850,r105,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,6,0.1,0.2,0.0,0.0
2850,r106,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,5,,,,
2850,r107,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,6,40.2,38.0,48.4,38.2
2850,r108,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,6,33.1,42.5,22.5,26.0
2850,r109,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,6,5.2,,,8.0
2850,r110,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,6,4.5,,,8.3
2850,r111,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,6,0.2,0.2,0.5,0.0
2850,r112,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,6,16.8,14.3,18.7,19.4
2850,r113,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,5,4.8,4.5,4.2,5.6
2850,r114,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,4,,,,
2850,r115,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,5,87.3,87.6,88.1,86.3
2850,r116,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,6,7.8,9.6,,
2850,r117,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,6,13.5,13.6,15.2,12.3
2850,r118,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,6,12.7,12.8,,
2850,r119,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,6,4.9,3.2,6.2,6.4
2850,r120,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,6,19.6,19.0,18.6,20.9
2850,r121,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,6,4.4,3.8,5.7,4.5
2850,r122,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,6,9.6,11.7,6.7,8.7
2850,r123,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,6,4.2,2.6,4.3,6.4
2850,r124,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,6,9.4,10.0,10.5,7.8
2850,r125,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,5,12.6,12.4,11.9,13.4
2850,r126,All doctorate recipients (number)<sup>b</sup> -> Female doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Female doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,5,0.1,0.0,0.0,0.3
