table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7855,r111,Connecticut -> Private,Connecticut,Private,,2,"['31,031', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,031', '']","['0', '']"
7855,r112,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r113,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r114,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r115,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r116,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r117,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['31,031', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,031', '']","['0', '']"
7855,r118,Delaware,Delaware,,,1,"['1,561', '']","['0', '']","['1,561', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r119,Delaware -> Public,Delaware,Public,,2,"['1,561', '']","['0', '']","['1,561', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r120,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['1,561', '']","['0', '']","['1,561', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r121,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r122,District of Columbia,District of Columbia,,,1,"['36,261', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,622', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,640', '']","['0', '']"
7855,r123,District of Columbia -> Public,District of Columbia,Public,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r124,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r125,District of Columbia -> Public -> Private,District of Columbia,Public,Private,3,"['36,261', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,622', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,640', '']","['0', '']"
7855,r126,District of Columbia -> Public -> American U.,District of Columbia,Public,American U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r127,District of Columbia -> Public -> Catholic U. of America,District of Columbia,Public,Catholic U. of America,3,"['29,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r128,District of Columbia -> Public -> Gallaudet U.,District of Columbia,Public,Gallaudet U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r129,District of Columbia -> Public -> George Washington U.,District of Columbia,Public,George Washington U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r130,District of Columbia -> Public -> Georgetown U.,District of Columbia,Public,Georgetown U.,3,"['6,382', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,742', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,640', '']","['0', '']"
7855,r131,District of Columbia -> Public -> Howard U.,District of Columbia,Public,Howard U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r132,Florida,Florida,,,1,"['98,126', '']","['1,401', '']","['63,112', '']","['0', '']","['17,388', '']","['6,288', '']","['0', '']","['0', '']","['4,968', '']","['0', '']","['0', '']","['0', '']","['4,968', '']"
7855,r133,Florida -> Public,Florida,Public,,2,"['77,006', '']","['1,401', '']","['43,312', '']","['0', '']","['17,388', '']","['4,968', '']","['0', '']","['0', '']","['4,968', '']","['0', '']","['0', '']","['0', '']","['4,968', '']"
7855,r134,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r135,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['43,312', '']","['0', '']","['43,312', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r136,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['14,905', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,968', '']","['0', '']","['0', '']","['4,968', '']","['0', '']","['0', '']","['0', '']","['4,968', '']"
7855,r137,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r138,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r139,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r140,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r141,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['18,788', '']","['1,401', '']","['0', '']","['0', '']","['17,388', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r142,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r143,Florida -> Public -> U. South Florida,Florida,Public,U. South Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r144,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r145,Florida -> Private,Florida,Private,,2,"['21,120', '']","['0', '']","['19,800', '']","['0', '']","['0', '']","['1,320', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r146,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r147,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['21,120', '']","['0', '']","['19,800', '']","['0', '']","['0', '']","['1,320', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r148,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r149,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r150,Georgia,Georgia,,,1,"['47,445', '']","['1,297', '']","['13,808', '']","['0', '']","['9,215', '']","['0', '']","['23,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r151,Georgia -> Public,Georgia,Public,,2,"['24,321', '']","['1,297', '']","['13,808', '']","['0', '']","['9,215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r152,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r153,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r154,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r155,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r156,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r157,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r158,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r159,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['24,321', '']","['1,297', '']","['13,808', '']","['0', '']","['9,215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r160,Georgia -> Private,Georgia,Private,,2,"['23,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r161,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r162,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r163,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['23,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r164,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r165,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r166,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r167,Hawaii,Hawaii,,,1,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r168,Hawaii -> Public,Hawaii,Public,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r169,"Hawaii -> Public -> U. Hawaii, Hilo",Hawaii,Public,"U. Hawaii, Hilo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r170,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r171,Hawaii -> Private,Hawaii,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r172,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r173,Idaho,Idaho,,,1,"['5,701', '']","['5,701', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r174,Idaho -> Public,Idaho,Public,,2,"['5,701', '']","['5,701', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r175,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r176,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r177,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,3,"['5,701', '']","['5,701', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r178,Illinois,Illinois,,,1,"['18,768', '']","['0', '']","['4,590', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,179', '']","['0', '']","['0', '']","['0', '']"
7855,r179,Illinois -> Public,Illinois,Public,,2,"['4,590', '']","['0', '']","['4,590', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r180,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r181,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r182,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r183,"Illinois -> Public -> Southern Illinois U., Edwardsville",Illinois,Public,"Southern Illinois U., Edwardsville",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r184,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r185,"Illinois -> Public -> U. Illinois, Springfield",Illinois,Public,"U. Illinois, Springfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r186,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['4,590', '']","['0', '']","['4,590', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r187,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r188,Illinois -> Private,Illinois,Private,,2,"['14,179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,179', '']","['0', '']","['0', '']","['0', '']"
7855,r189,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r190,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r191,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r192,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r193,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r194,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r195,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r196,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r197,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['14,179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,179', '']","['0', '']","['0', '']","['0', '']"
7855,r198,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r199,Indiana,Indiana,,,1,"['31,100', '']","['1,360', '']","['0', '']","['0', '']","['28,289', '']","['0', '']","['0', '']","['0', '']","['1,451', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r200,Indiana -> Public,Indiana,Public,,2,"['31,100', '']","['1,360', '']","['0', '']","['0', '']","['28,289', '']","['0', '']","['0', '']","['0', '']","['1,451', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r201,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r202,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r203,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r204,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r205,"Indiana -> Public -> Indiana U. Purdue U., Indianapolis",Indiana,Public,"Indiana U. Purdue U., Indianapolis",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r206,"Indiana -> Public -> Purdue U., Fort Wayne",Indiana,Public,"Purdue U., Fort Wayne",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r207,"Indiana -> Public -> Purdue U., Northwest",Indiana,Public,"Purdue U., Northwest",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r208,"Indiana -> Public -> Purdue U., West Lafayette",Indiana,Public,"Purdue U., West Lafayette",3,"['31,100', '']","['1,360', '']","['0', '']","['0', '']","['28,289', '']","['0', '']","['0', '']","['0', '']","['1,451', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r209,Indiana -> Private,Indiana,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r210,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r211,Iowa,Iowa,,,1,"['11,888', '']","['4,749', '']","['0', '']","['0', '']","['7,139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r212,Iowa -> Public,Iowa,Public,,2,"['11,888', '']","['4,749', '']","['0', '']","['0', '']","['7,139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r213,Iowa -> Public -> Iowa State U.,Iowa,Public,Iowa State U.,3,"['7,410', '']","['4,749', '']","['0', '']","['0', '']","['2,661', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r214,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r215,Iowa -> Public -> U. Northern Iowa,Iowa,Public,U. Northern Iowa,3,"['4,478', '']","['0', '']","['0', '']","['0', '']","['4,478', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r216,Iowa -> Private,Iowa,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r217,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r218,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r219,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r220,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7855,r221,Kansas,Kansas,,,1,"['10,369', '']","['785', '']","['0', '']","['0', '']","['9,584', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
