table_id,row_id,position_race_or_ethnicity_and_field_full_path,position_race_or_ethnicity_and_field_level_1,position_race_or_ethnicity_and_field_level_2,position_race_or_ethnicity_and_field_level_3,position_race_or_ethnicity_and_field_level_4,position_race_or_ethnicity_and_field_hierarchy_depth,field_1973,field_1977,field_1981,field_1983,field_1985,field_1987,field_1989,field_1991,field_1993,field_1995,field_1997,field_1999,field_2001,field_2003,field_2006,field_2008,field_2010,field_2013,field_2015,field_2017,field_2019
4411,r080,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Life sciences",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Life sciences,4,1.7,3.3,4.4,4.3,4.5,4.7,5.6,4.8,5.9,6.5,7.0,7.2,6.7,6.4,7.3,6.3,7.0,6.4,6.2,5.5,5.1
4411,r081,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Psychology",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Psychology,4,0.1,0.4,0.6,0.5,0.7,0.6,0.8,0.4,0.3,0.9,1.1,0.9,1.0,0.7,1.3,0.8,0.7,0.7,0.5,0.5,0.5
4411,r082,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Social sciences",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Social sciences,4,0.1,0.3,0.3,0.5,0.3,0.1,0.3,0.2,0.1,0.3,0.6,0.3,0.4,0.3,0.6,0.2,0.6,0.2,0.2,0.3,0.4
4411,r083,"Postdoctorates -> All races or ethnicities, all fields -> White, all fields -> Engineering",Postdoctorates,"All races or ethnicities, all fields","White, all fields",Engineering,4,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.5,0.9,0.7,0.6,0.5,1.1,0.7,1.0,0.6,1.1,1.1,0.7
4411,r084,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",,3,0.5,1.1,1.4,1.1,1.1,1.6,1.9,2.3,3.6,4.7,5.3,5.2,4.9,4.8,8.1,6.1,8.3,7.4,7.0,7.2,8.1
4411,r085,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Physical sciences",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Physical sciences,4,0.2,0.4,0.6,0.2,0.5,0.6,0.7,0.7,1.0,1.5,1.2,1.1,0.8,0.9,1.3,1.2,1.7,1.4,1.3,1.6,1.8
4411,r086,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Mathematics and statistics",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Mathematics and statistics,4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.2,0.2,0.4
4411,r087,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Computer and information sciences",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,s,0.2,0.2,s,0.2,s,s
4411,r088,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Life sciences",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Life sciences,4,0.2,0.5,0.8,0.6,0.6,0.6,0.9,1.3,1.9,2.2,3.2,3.6,3.6,3.0,4.4,3.0,4.0,4.0,4.1,3.8,4.2
4411,r089,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Psychology",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Psychology,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2
4411,r090,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Social sciences",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Social sciences,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,s
4411,r091,"Postdoctorates -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Engineering",Postdoctorates,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Engineering,4,0.0,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.7,0.7,0.7,0.2,0.3,0.5,1.7,1.3,1.8,1.5,1.0,1.4,1.5
4411,r092,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup>",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",,3,0.1,0.2,0.2,0.4,0.4,0.4,0.6,0.4,0.6,0.9,1.1,1.5,1.1,1.1,1.7,1.3,1.6,2.1,1.7,1.5,1.6
4411,r093,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Physical sciences",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Physical sciences,4,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.3
4411,r094,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Mathematics and statistics",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Mathematics and statistics,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,s,s,0.1,s,s,s
4411,r095,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Computer and information sciences",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s,s,s,s,s,s,s
4411,r096,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Life sciences",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Life sciences,4,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.4,0.5,0.6,0.8,0.6,0.6,1.0,0.8,0.9,1.3,1.2,1.0,1.0
4411,r097,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Psychology",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Psychology,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
4411,r098,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Social sciences",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Social sciences,4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.1,s,s,0.2,0.1
4411,r099,"Postdoctorates -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Engineering",Postdoctorates,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Engineering,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
4411,r100,Other positions<sup>c</sup>,Other positions<sup>c</sup>,,,,1,,,,,,,,,,,,,,,,,,,,,
4411,r101,"Other positions<sup>c</sup> -> All races or ethnicities, all fields",Other positions<sup>c</sup>,"All races or ethnicities, all fields",,,2,10.5,12.2,16.6,19.4,24.6,22.1,25.4,27.6,28.1,29.4,41.1,43.5,47.3,53.2,56.4,59.5,65.1,74.4,82.4,84.8,85.0
4411,r102,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Physical sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Physical sciences,,3,2.9,3.1,3.6,4.2,4.8,4.2,4.7,5.4,5.8,5.8,8.0,8.6,9.0,9.5,8.8,9.1,9.8,11.4,14.0,13.8,13.3
4411,r103,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Mathematics and statistics",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Mathematics and statistics,,3,0.4,0.7,0.6,0.5,0.7,0.6,0.8,0.9,0.8,1.1,1.7,1.8,1.8,2.2,2.4,2.7,2.9,3.1,3.6,3.9,3.6
4411,r104,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Computer and information sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Computer and information sciences,,3,NA,NA,0.0,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.4,0.5,1.0,0.8,1.0,1.3,1.8,1.7,1.7,1.9
4411,r105,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Life sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Life sciences,,3,3.4,3.7,5.2,6.3,7.8,7.6,8.7,9.5,9.2,9.6,13.2,14.5,15.5,18.3,19.9,20.5,23.1,27.3,30.2,32.1,32.2
4411,r106,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Psychology",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Psychology,,3,1.2,1.8,3.0,3.1,3.9,3.8,4.0,4.0,5.1,5.0,6.7,7.2,8.0,9.4,10.1,10.5,10.9,11.2,11.9,11.0,11.0
4411,r107,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Social sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Social sciences,,3,1.6,1.9,2.9,3.8,5.5,4.3,5.1,5.5,5.0,5.0,7.3,7.4,8.0,8.0,9.9,10.2,10.9,12.0,12.6,13.4,13.9
4411,r108,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Engineering",Other positions<sup>c</sup>,"All races or ethnicities, all fields",Engineering,,3,0.9,0.9,1.3,1.4,1.8,1.4,2.0,2.2,2.0,2.5,3.7,3.7,4.3,4.8,4.5,5.6,6.3,7.3,8.3,9.1,9.3
4411,r109,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",,3,9.3,10.9,15.0,17.0,21.6,19.3,22.2,24.6,24.0,24.3,34.2,35.6,38.5,41.3,43.5,45.0,48.5,53.7,58.0,57.7,57.5
4411,r110,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Physical sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Physical sciences,4,2.5,2.8,3.2,3.6,4.1,3.6,4.0,4.8,4.8,4.8,6.4,7.1,7.5,7.5,6.4,7.2,7.4,8.5,9.7,9.5,9.3
4411,r111,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Mathematics and statistics",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Mathematics and statistics,4,0.3,0.6,0.6,0.5,0.7,0.6,0.7,0.8,0.6,0.9,1.4,1.3,1.5,1.7,1.8,1.9,2.0,2.1,2.6,2.4,2.4
4411,r112,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Computer and information sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Computer and information sciences,4,NA,NA,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.4,0.5,0.8,0.8,0.8,0.8,1.3,1.0,1.0,1.0
4411,r113,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Life sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Life sciences,4,3.0,3.3,4.5,5.3,6.9,6.6,7.5,8.4,8.1,8.1,11.1,11.6,12.1,13.6,15.4,15.2,17.3,20.0,20.9,21.3,21.4
4411,r114,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Psychology",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Psychology,4,1.1,1.7,2.8,2.9,3.5,3.5,3.6,3.6,4.5,4.3,5.7,6.2,6.8,7.9,8.3,8.4,8.7,8.5,9.3,8.3,8.1
4411,r115,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Social sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Social sciences,4,1.5,1.7,2.7,3.5,4.7,3.9,4.7,5.1,4.4,4.3,6.3,6.3,6.6,6.5,7.8,8.0,8.6,9.0,9.4,9.9,9.9
4411,r116,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> White, all fields -> Engineering",Other positions<sup>c</sup>,"All races or ethnicities, all fields","White, all fields",Engineering,4,0.7,0.8,1.2,1.1,1.6,1.1,1.6,1.8,1.6,1.8,2.9,2.9,3.4,3.4,3.0,3.6,4.0,4.7,5.1,5.4,5.4
4411,r117,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",,3,0.6,0.6,1.0,1.6,2.0,1.8,2.0,1.9,2.5,3.2,4.4,4.9,5.0,7.2,7.5,8.6,10.1,12.3,15.2,16.8,17.1
4411,r118,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Physical sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Physical sciences,4,0.2,0.1,0.2,0.5,0.6,0.6,0.5,0.4,0.8,0.8,1.3,1.1,1.1,1.4,1.6,1.4,1.5,2.1,3.4,3.1,2.9
4411,r119,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Mathematics and statistics",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Mathematics and statistics,4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.3,0.3,0.5,0.5,0.7,0.8,1.0,0.7,1.0,0.8
4411,r120,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Computer and information sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.7,0.4,0.5,0.7
4411,r121,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Life sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Life sciences,4,0.2,0.3,0.6,0.7,0.7,0.7,0.9,0.8,0.8,1.1,1.6,1.9,2.1,3.4,3.1,3.5,3.8,4.8,6.5,7.3,7.2
4411,r122,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Psychology",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Psychology,4,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.8,0.9,1.0
4411,r123,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Social sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Social sciences,4,0.0,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.5,0.8,0.8,0.8,1.0,1.2,1.2,1.4,1.5
4411,r124,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Asian or Pacific Islander, all fields -> Engineering",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Asian or Pacific Islander, all fields",Engineering,4,0.1,0.1,0.0,0.2,0.2,0.3,0.4,0.3,0.3,0.6,0.7,0.7,0.6,0.9,1.1,1.5,1.9,2.0,2.4,2.8,3.0
4411,r125,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup>",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",,3,0.3,0.3,0.5,0.8,1.0,1.1,1.1,1.1,1.5,1.8,2.5,2.9,3.7,3.9,4.8,5.3,5.6,7.2,8.1,8.9,9.0
4411,r126,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Physical sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Physical sciences,4,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.3,0.5,0.5,0.4,0.5,0.7,0.8,1.0,1.0
4411,r127,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Mathematics and statistics",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Mathematics and statistics,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.3
4411,r128,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Computer and information sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Computer and information sciences,4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,s,0.1,0.1,0.2,0.2,0.2
4411,r129,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Life sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Life sciences,4,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.9,1.1,1.1,1.4,1.5,1.7,2.2,2.6,3.0,3.1
4411,r130,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Psychology",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Psychology,4,0.0,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.7,1.0,1.3,1.4,1.4,1.6,1.8,1.7,1.6,1.6
4411,r131,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Social sciences",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Social sciences,4,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.5,0.6,0.9,0.8,1.2,1.3,1.0,1.6,1.9,1.9,2.2
4411,r132,"Other positions<sup>c</sup> -> All races or ethnicities, all fields -> Underrepresented minority, all fields<sup>a</sup> -> Engineering",Other positions<sup>c</sup>,"All races or ethnicities, all fields","Underrepresented minority, all fields<sup>a</sup>",Engineering,4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.7,0.8,0.8
