table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_humanities_fields,field_english_language_and_literature_letters,field_foreign_languages_literatures_and_linguistics,field_history,field_philosophy_and_religious_studies,field_humanities_other
11735,r088,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Industry or business<sup>e</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Industry or business<sup>e</sup>,,4,8.6,,8.5,10.0,,
11735,r089,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Nonprofit organization,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Nonprofit organization,,4,9.7,5.1,,15.7,,21.8
11735,r090,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Other or unknown<sup>f</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Other or unknown<sup>f</sup>,,4,6.8,6.5,11.1,5.7,6.6,0.0
11735,r091,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,,4,,,,,,
11735,r092,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Research and development,5,11.2,9.5,6.9,17.6,14.9,9.6
11735,r093,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Teaching,5,63.2,63.6,77.9,50.7,63.2,51.9
11735,r094,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Management or administration,5,7.1,7.1,4.1,7.4,9.2,11.5
11735,r095,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Primary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Primary activity<sup>g</sup>,Professional services and other,5,18.5,19.8,11.0,24.3,12.6,26.9
11735,r096,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,,4,,,,,,
11735,r097,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Research and development,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Research and development,5,39.8,33.6,46.9,42.6,46.0,36.5
11735,r098,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Teaching,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Teaching,5,10.4,11.0,,8.8,,23.1
11735,r099,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Management or administration,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Management or administration,5,10.7,12.4,,11.8,8.0,
11735,r100,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> Professional services and other,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,Professional services and other,5,5.1,5.3,,5.1,,
11735,r101,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Secondary activity<sup>g</sup> -> No secondary activity,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Secondary activity<sup>g</sup>,No secondary activity,5,34.0,37.8,34.5,31.6,27.6,28.8
11735,r102,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Definite employment plans (%)<sup>d</sup> -> Activity unknown,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Definite employment plans (%)<sup>d</sup>,Activity unknown,,4,3.8,3.1,5.2,2.9,4.4,5.5
11735,r103,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,,,3,,,,,,
11735,r104,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup>,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,,4,91.3,95.0,,90.0,87.9,
11735,r105,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Midwest,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Midwest,5,18.6,19.5,16.1,19.5,15.9,23.1
11735,r106,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> Northeast,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,Northeast,5,26.2,22.0,32.1,26.2,29.5,24.6
11735,r107,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> South,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,South,5,29.6,37.0,21.2,28.1,26.5,24.6
11735,r108,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> United States<sup>i</sup> -> West,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,United States<sup>i</sup>,West,5,16.4,15.9,,16.2,14.4,
11735,r109,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Outside the United States,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Outside the United States,,4,8.3,5.0,,9.5,11.4,
11735,r110,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location (%)<sup>h</sup> -> Location unknown,Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location (%)<sup>h</sup>,Location unknown,,4,0.3,0.0,0.5,0.5,0.8,0.0
11735,r111,Doctorate recipients reporting postgraduation status (number) -> Female doctorate recipients reporting postgraduation status (number) -> Postgraduation location in same state as doctorate institution (%),Doctorate recipients reporting postgraduation status (number),Female doctorate recipients reporting postgraduation status (number),Postgraduation location in same state as doctorate institution (%),,,3,40.9,44.6,37.3,41.4,32.6,46.2
