table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_personnel_headcount_total_,field_r_d_personnel_headcount_researchersa,field_r_d_personnel_headcount_technicians,field_r_d_personnel_headcount_support_staff,field_r_d_personnel_full_time_equivalent_total_,field_r_d_personnel_full_time_equivalent_researchersa,field_r_d_personnel_full_time_equivalent_technicians,field_r_d_personnel_full_time_equivalent_support_staff
12541,r153,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,10,8,1,1,10.0,8.0,1.0,1.0
12541,r154,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,2,2,0,0,2.0,2.0,0.0,0.0
12541,r155,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,30,19,9,2,11.8,8.7,2.8,0.3
12541,r156,"United States<sup>b</sup> -> Ohio -> Education & Workforce, Department of",United States<sup>b</sup>,Ohio,"Education & Workforce, Department of",3,1,1,0,0,0.1,0.1,0.0,0.0
12541,r157,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,29,18,9,2,11.7,8.6,2.8,0.3
12541,r158,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,28,13,11,4,15.3,8.5,5.0,1.8
12541,r159,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,7,2,4,1,2.0,1.0,1.0,0.0
12541,r160,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,12,6,5,1,5.8,2.5,3.0,0.3
12541,r161,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,2,0,1,1,0.5,0.0,0.0,0.5
12541,r162,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,6,4,1,1,6.0,4.0,1.0,1.0
12541,r163,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1,1,0,0,1.0,1.0,0.0,0.0
12541,r164,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,306,108,171,27,168.1,75.4,79.7,13.0
12541,r165,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,202,56,135,11,97.6,37.4,56.2,4.0
12541,r166,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,20,5,10,5,8.5,5.0,2.5,1.0
12541,r167,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,15,10,2,3,5.3,4.0,1.0,0.3
12541,r168,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,46,16,24,6,41.0,14.0,20.0,7.0
12541,r169,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,8,7,0,1,1.2,1.0,0.0,0.2
12541,r170,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,14,14,0,0,14.0,14.0,0.0,0.0
12541,r171,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,1,0,0,1,0.5,0.0,0.0,0.5
12541,r172,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,152,78,64,10,120.2,56.3,56.8,7.1
12541,r173,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,7,6,1,0,0.4,0.4,0.0,0.0
12541,r174,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,3,2,1,0,0.4,0.1,0.3,0.0
12541,r175,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,10,10,0,0,0.3,0.3,0.0,0.0
12541,r176,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,117,54,56,7,117.0,54.0,56.0,7.0
12541,r177,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,15,6,6,3,2.1,1.5,0.5,0.1
12541,r178,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,3,2,1,0,2.5,2.0,0.5,0.0
12541,r179,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,3,2,1,0,2.5,2.0,0.5,0.0
12541,r180,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,465,209,188,68,243.6,151.7,61.9,30.0
12541,r181,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,94,51,4,39,7.9,5.3,0.9,1.7
12541,r182,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,327,129,180,18,208.0,129.0,61.0,18.0
12541,r183,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,29,16,4,9,25.0,16.0,0.0,9.0
12541,r184,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,15,13,0,2,2.7,1.4,0.0,1.3
12541,r185,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,7,6,0,1,6.5,6.0,0.0,0.5
12541,r186,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,1,0,0,1,0.5,0.0,0.0,0.5
12541,r187,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,6,6,0,0,6.0,6.0,0.0,0.0
12541,r188,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,5,2,0,3,5.0,2.0,0.0,3.0
12541,r189,"United States<sup>b</sup> -> Tennessee -> Transportation, Department of",United States<sup>b</sup>,Tennessee,"Transportation, Department of",3,5,2,0,3,5.0,2.0,0.0,3.0
12541,r190,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,69,37,8,24,35.6,21.9,8.0,5.7
12541,r191,"United States<sup>b</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>b</sup>,Texas,"Environmental Quality, Commission on",3,6,0,0,6,0.6,0.0,0.0,0.6
12541,r192,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,38,19,7,12,23.3,12.5,7.0,3.8
12541,r193,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,25,18,1,6,11.7,9.4,1.0,1.3
12541,r194,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,70,47,12,11,38.6,29.6,7.0,2.0
12541,r195,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,3,3,0,0,0.6,0.6,0.0,0.0
12541,r196,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,60,40,10,10,31.0,25.0,5.0,1.0
12541,r197,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,7,4,2,1,7.0,4.0,2.0,1.0
12541,r198,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,24,7,15,2,7.7,1.1,5.6,1.0
12541,r199,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,13,0,12,1,6.0,0.0,5.0,1.0
12541,r200,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,11,7,3,1,1.7,1.1,0.6,0.0
12541,r201,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,365,223,85,57,267.9,204.0,34.0,29.9
12541,r202,"United States<sup>b</sup> -> Virginia -> Behavioral Health and Developmental Services, Department of",United States<sup>b</sup>,Virginia,"Behavioral Health and Developmental Services, Department of",3,6,6,0,0,0.0,0.0,0.0,0.0
12541,r203,"United States<sup>b</sup> -> Virginia -> Education, Department of",United States<sup>b</sup>,Virginia,"Education, Department of",3,5,3,1,1,2.5,1.5,0.5,0.5
12541,r204,"United States<sup>b</sup> -> Virginia -> Energy, Department of",United States<sup>b</sup>,Virginia,"Energy, Department of",3,18,14,3,1,18.0,14.0,3.0,1.0
12541,r205,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,3,3,0,0,0.3,0.3,0.0,0.0
12541,r206,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,11,9,2,0,7.0,5.0,2.0,0.0
12541,r207,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,13,1,12,0,10.5,1.0,9.5,0.0
12541,r208,United States<sup>b</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>b</sup>,Virginia,Innovation Partnership Corporation,3,11,1,0,10,10.3,0.4,0.0,9.9
12541,r209,United States<sup>b</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>b</sup>,Virginia,Institute for Advanced Learning and Research,3,2,1,1,0,1.0,1.0,0.0,0.0
12541,r210,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2,1,1,0,2.0,1.0,1.0,0.0
12541,r211,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,16,5,4,7,11.5,5.0,4.0,2.5
12541,r212,United States<sup>b</sup> -> Virginia -> Rail and Public Transportation,United States<sup>b</sup>,Virginia,Rail and Public Transportation,3,2,2,0,0,2.0,2.0,0.0,0.0
12541,r213,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,18,6,10,2,17.0,6.0,10.0,1.0
12541,r214,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,79,38,15,26,52.8,33.8,4.0,15.0
12541,r215,"United States<sup>b</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>b</sup>,Virginia,"Wildlife Resources, Department of",3,179,133,36,10,133.0,133.0,0.0,0.0
12541,r216,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,786,449,223,114,259.4,155.3,76.2,27.9
12541,r217,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,49,22,24,3,15.3,5.4,9.1,0.8
12541,r218,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,576,333,155,88,147.0,79.0,56.0,12.0
12541,r219,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,11,7,2,2,6.9,4.8,1.0,1.1
12541,r220,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,28,24,0,4,28.0,24.0,0.0,4.0
12541,r221,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,100,54,36,10,44.2,35.1,6.1,3.0
12541,r222,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,2,2,0,0,1.0,1.0,0.0,0.0
12541,r223,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,8,4,0,4,7.0,3.0,0.0,4.0
12541,r224,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,12,3,6,3,10.0,3.0,4.0,3.0
12541,r225,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,110,82,12,16,76.4,52.7,10.5,13.2
12541,r226,"United States<sup>b</sup> -> West Virginia -> Agriculture, Department of",United States<sup>b</sup>,West Virginia,"Agriculture, Department of",3,6,3,0,3,6.0,3.0,0.0,3.0
12541,r227,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,34,21,8,5,34.0,21.0,8.0,5.0
12541,r228,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,3,0,0,3,1.2,0.0,0.0,1.2
12541,r229,"United States<sup>b</sup> -> West Virginia -> Justice and Community Services, Division of Administrative Services",United States<sup>b</sup>,West Virginia,"Justice and Community Services, Division of Administrative Services",3,8,7,0,1,8.0,7.0,0.0,1.0
12541,r230,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Division of",United States<sup>b</sup>,West Virginia,"Natural Resources, Division of",3,58,50,4,4,26.2,21.7,2.5,2.0
12541,r231,"United States<sup>b</sup> -> West Virginia -> Transportation, Department of",United States<sup>b</sup>,West Virginia,"Transportation, Department of",3,1,1,0,0,1.0,0.0,0.0,1.0
12541,r232,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,93,26,62,5,22.7,17.5,0.2,5.0
12541,r233,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,31,26,5,0,17.7,17.5,0.2,0.0
12541,r234,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,62,0,57,5,5.0,0.0,0.0,5.0
12541,r235,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,40,17,17,6,34.3,14.0,15.3,5.0
12541,r236,United States<sup>b</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>b</sup>,Wyoming,Enhanced Oil Recovery Institute,3,11,6,3,2,5.5,3.0,1.5,1.0
12541,r237,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,11,0,11,0,11.0,0.0,11.0,0.0
12541,r238,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,17,11,2,4,17.0,11.0,2.0,4.0
12541,r239,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,1,0,1,0,0.8,0.0,0.8,0.0
12541,r240,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,,1,222,75,66,81,195.5,67.6,51.5,76.4
12541,r241,Puerto Rico<sup>c</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>c</sup>,Comprehensive Cancer Center,,2,126,44,30,52,126.0,44.0,30.0,52.0
12541,r242,"Puerto Rico<sup>c</sup> -> Health, Department of ",Puerto Rico<sup>c</sup>,"Health, Department of ",,2,30,8,10,12,30.0,8.0,10.0,12.0
12541,r243,Puerto Rico<sup>c</sup> -> Innovation and Technology Services,Puerto Rico<sup>c</sup>,Innovation and Technology Services,,2,11,0,7,4,2.9,0.0,1.7,1.2
12541,r244,Puerto Rico<sup>c</sup> -> Institute of Statistics,Puerto Rico<sup>c</sup>,Institute of Statistics,,2,36,8,19,9,22.6,5.6,9.8,7.2
12541,r245,"Puerto Rico<sup>c</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>c</sup>,"Science, Technology and Research Trust",,2,19,15,0,4,14.0,10.0,0.0,4.0
