table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
8021,r181,United States -> Georgia -> Private -> Morehouse School of Medicine,United States,Georgia,Private,Morehouse School of Medicine,4,"['1,208', '']","['1,093', '']","['0', '']","['115', '']","['0', '']","['1,110', '']","['1,016', '']","['0', '']","['94', '']","['0', '']"
8021,r182,United States -> Georgia -> Private -> Spelman C.,United States,Georgia,Private,Spelman C.,4,"['174', '']","['174', '']","['0', '']","['0', '']","['0', '']","['174', '']","['174', '']","['0', '']","['0', '']","['0', '']"
8021,r183,United States -> Hawaii,United States,Hawaii,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r184,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r185,"United States -> Hawaii -> Public -> U. Hawaii, Hilo",United States,Hawaii,Public,"U. Hawaii, Hilo",4,"['240', '']","['0', '']","['0', '']","['108', '']","['132', '']","['240', '']","['0', '']","['0', '']","['108', '']","['132', '']"
8021,r186,"United States -> Hawaii -> Public -> U. Hawaii, Manoa",United States,Hawaii,Public,"U. Hawaii, Manoa",4,"['11,285', '']","['4,475', '']","['4,362', '']","['1,684', '']","['764', '']","['10,694', '']","['4,475', '']","['4,238', '']","['1,433', '']","['548', '']"
8021,r187,"United States -> Hawaii -> Public -> U. Hawaii, Maui C.",United States,Hawaii,Public,"U. Hawaii, Maui C.",4,"['58', '']","['0', '']","['58', '']","['0', '']","['0', '']","['58', '']","['0', '']","['58', '']","['0', '']","['0', '']"
8021,r188,"United States -> Hawaii -> Public -> U. Hawaii, system office",United States,Hawaii,Public,"U. Hawaii, system office",4,"['464', '']","['0', '']","['0', '']","['464', '']","['0', '']","['464', '']","['0', '']","['0', '']","['464', '']","['0', '']"
8021,r189,United States -> Hawaii -> Private,United States,Hawaii,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r190,United States -> Hawaii -> Private -> Hawaii Pacific U.,United States,Hawaii,Private,Hawaii Pacific U.,4,"['431', '']","['431', '']","['0', '']","['0', '']","['0', '']","['431', '']","['431', '']","['0', '']","['0', '']","['0', '']"
8021,r191,United States -> Idaho,United States,Idaho,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r192,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r193,United States -> Idaho -> Public -> Boise State U.,United States,Idaho,Public,Boise State U.,4,"['2,267', '']","['2,096', '']","['11', '']","['160', '']","['0', '']","['2,215', '']","['2,044', '']","['11', '']","['160', '']","['0', '']"
8021,r194,United States -> Idaho -> Public -> Idaho State U.,United States,Idaho,Public,Idaho State U.,4,"['302', '']","['275', '']","['0', '']","['24', '']","['3', '']","['302', '']","['275', '']","['0', '']","['24', '']","['3', '']"
8021,r195,United States -> Idaho -> Public -> U. Idaho,United States,Idaho,Public,U. Idaho,4,"['10,324', '']","['9,331', '']","['106', '']","['141', '']","['746', '']","['9,393', '']","['8,400', '']","['106', '']","['141', '']","['746', '']"
8021,r196,United States -> Illinois,United States,Illinois,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r197,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r198,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['4,433', '']","['852', '']","['274', '']","['1,851', '']","['1,456', '']","['4,184', '']","['842', '']","['239', '']","['1,816', '']","['1,287', '']"
8021,r199,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['19', '']","['0', '']","['0', '']","['0', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['19', '']"
8021,r200,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['233', '']","['233', '']","['0', '']","['0', '']","['0', '']","['233', '']","['233', '']","['0', '']","['0', '']","['0', '']"
8021,r201,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['1,442', '']","['749', '']","['0', '']","['0', '']","['693', '']","['875', '']","['182', '']","['0', '']","['0', '']","['693', '']"
8021,r202,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['248', '']","['180', '']","['68', '']","['0', '']","['0', '']","['235', '']","['180', '']","['55', '']","['0', '']","['0', '']"
8021,r203,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['25,084', '']","['13,015', '']","['4,679', '']","['4,421', '']","['2,969', '']","['15,386', '']","['10,444', '']","['221', '']","['3,041', '']","['1,680', '']"
8021,r204,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r205,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['90,512', '']","['55,657', '']","['21,339', '']","['9,099', '']","['4,417', '']","['82,097', '']","['53,084', '']","['20,048', '']","['7,708', '']","['1,257', '']"
8021,r206,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['1,508', '']","['1,157', '']","['160', '']","['88', '']","['103', '']","['1,508', '']","['1,157', '']","['160', '']","['88', '']","['103', '']"
8021,r207,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r208,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['1,405', '']","['220', '']","['0', '']","['597', '']","['588', '']","['928', '']","['141', '']","['0', '']","['563', '']","['224', '']"
8021,r209,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r210,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['3,875', '']","['2,173', '']","['747', '']","['804', '']","['151', '']","['3,809', '']","['2,143', '']","['747', '']","['768', '']","['151', '']"
8021,r211,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['3,033', '']","['2,024', '']","['0', '']","['202', '']","['807', '']","['2,606', '']","['1,766', '']","['0', '']","['103', '']","['737', '']"
8021,r212,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['68', '']","['68', '']","['0', '']","['0', '']","['0', '']","['68', '']","['68', '']","['0', '']","['0', '']","['0', '']"
8021,r213,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['89,210', '']","['2,197', '']","['1,794', '']","['85,219', '']","['0', '']","['82,345', '']","['202', '']","['29', '']","['82,114', '']","['0', '']"
8021,r214,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['589', '']","['589', '']","['0', '']","['0', '']","['0', '']","['589', '']","['589', '']","['0', '']","['0', '']","['0', '']"
8021,r215,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['12,087', '']","['7,440', '']","['312', '']","['3,959', '']","['376', '']","['10,624', '']","['6,507', '']","['291', '']","['3,450', '']","['376', '']"
8021,r216,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['189', '']","['189', '']","['0', '']","['0', '']","['0', '']","['189', '']","['189', '']","['0', '']","['0', '']","['0', '']"
8021,r217,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['63,885', '']","['37,290', '']","['441', '']","['23,694', '']","['2,460', '']","['61,670', '']","['36,395', '']","['440', '']","['22,635', '']","['2,200', '']"
8021,r218,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['28', '']","['28', '']","['0', '']","['0', '']","['0', '']","['28', '']","['28', '']","['0', '']","['0', '']","['0', '']"
8021,r219,United States -> Indiana,United States,Indiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r220,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r221,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['349', '']","['349', '']","['0', '']","['0', '']","['0', '']","['304', '']","['304', '']","['0', '']","['0', '']","['0', '']"
8021,r222,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['154', '']","['154', '']","['0', '']","['0', '']","['0', '']","['80', '']","['80', '']","['0', '']","['0', '']","['0', '']"
8021,r223,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['61,663', '']","['36,697', '']","['2,359', '']","['17,172', '']","['5,435', '']","['52,812', '']","['32,277', '']","['1,549', '']","['14,547', '']","['4,439', '']"
8021,r224,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['76', '']","['60', '']","['0', '']","['0', '']","['16', '']","['60', '']","['60', '']","['0', '']","['0', '']","['0', '']"
8021,r225,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['2,072', '']","['1,311', '']","['28', '']","['720', '']","['13', '']","['1,930', '']","['1,245', '']","['13', '']","['659', '']","['13', '']"
8021,r226,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']"
8021,r227,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['235', '']","['210', '']","['25', '']","['0', '']","['0', '']","['234', '']","['209', '']","['25', '']","['0', '']","['0', '']"
8021,r228,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['46,935', '']","['35,419', '']","['5,028', '']","['2,361', '']","['4,127', '']","['39,051', '']","['28,660', '']","['4,647', '']","['2,167', '']","['3,577', '']"
8021,r229,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r230,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['29,275', '']","['17,963', '']","['740', '']","['6,841', '']","['3,731', '']","['21,175', '']","['14,263', '']","['725', '']","['4,340', '']","['1,847', '']"
8021,r231,United States -> Iowa,United States,Iowa,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r232,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r233,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['18,656', '']","['12,564', '']","['4,875', '']","['1,104', '']","['113', '']","['15,289', '']","['10,519', '']","['3,767', '']","['973', '']","['30', '']"
8021,r234,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['36,895', '']","['35,051', '']","['0', '']","['0', '']","['1,844', '']","['35,346', '']","['33,579', '']","['0', '']","['0', '']","['1,767', '']"
8021,r235,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['372', '']","['372', '']","['0', '']","['0', '']","['0', '']","['372', '']","['372', '']","['0', '']","['0', '']","['0', '']"
8021,r236,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r237,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['29', 'i']","['17', 'i']","['0', 'i']","['12', 'i']","['0', 'i']","['29', 'i']","['17', 'i']","['0', 'i']","['12', 'i']","['0', 'i']"
8021,r238,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
8021,r239,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['6', '']","['6', '']","['0', '']","['0', '']","['0', '']"
8021,r240,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']","['0', '']"
8021,r241,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['1,640', '']","['1,640', '']","['0', '']","['0', '']","['0', '']","['1,640', '']","['1,640', '']","['0', '']","['0', '']","['0', '']"
8021,r242,United States -> Kansas,United States,Kansas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r243,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r244,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r245,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['10,151', '']","['6,578', '']","['457', '']","['963', '']","['2,153', '']","['9,228', '']","['6,017', '']","['332', '']","['944', '']","['1,935', '']"
8021,r246,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r247,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['23,390', '']","['13,405', '']","['2,545', '']","['4,266', '']","['3,174', '']","['20,318', '']","['11,959', '']","['1,658', '']","['4,096', '']","['2,605', '']"
8021,r248,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['8,347', '']","['3,807', '']","['4,014', '']","['499', '']","['27', '']","['8,341', '']","['3,801', '']","['4,014', '']","['499', '']","['27', '']"
8021,r249,United States -> Kentucky,United States,Kentucky,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r250,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r251,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['13', '']","['13', '']","['0', '']","['0', '']","['0', '']"
8021,r252,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['249', '']","['165', '']","['28', '']","['55', '']","['1', '']","['249', '']","['165', '']","['28', '']","['55', '']","['1', '']"
8021,r253,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r254,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['1,239', '']","['253', '']","['0', '']","['986', '']","['0', '']","['1,239', '']","['253', '']","['0', '']","['986', '']","['0', '']"
8021,r255,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['15', '']","['0', '']","['0', '']","['15', '']","['0', '']","['15', '']","['0', '']","['0', '']","['15', '']","['0', '']"
8021,r256,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['24,324', '']","['16,982', '']","['1,858', '']","['4,951', '']","['533', '']","['22,297', '']","['15,667', '']","['1,413', '']","['4,684', '']","['533', '']"
8021,r257,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['8,841', '']","['5,536', 'i']","['1,309', 'i']","['1,231', 'i']","['765', 'i']","['8,790', '']","['5,511', 'i']","['1,298', 'i']","['1,222', 'i']","['759', 'i']"
8021,r258,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r259,United States -> Louisiana,United States,Louisiana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r260,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r261,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['20', '']","['20', '']","['0', '']","['0', '']","['0', '']","['20', '']","['20', '']","['0', '']","['0', '']","['0', '']"
8021,r262,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['13,409', '']","['12,532', '']","['246', '']","['501', '']","['130', '']","['12,083', '']","['11,447', '']","['160', '']","['346', '']","['130', '']"
8021,r263,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['5,217', '']","['3,412', '']","['0', '']","['1,641', '']","['164', '']","['4,500', '']","['2,704', '']","['0', '']","['1,632', '']","['164', '']"
8021,r264,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['554', '']","['325', '']","['0', '']","['229', '']","['0', '']","['530', '']","['301', '']","['0', '']","['229', '']","['0', '']"
8021,r265,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['308', '']","['301', '']","['7', '']","['0', '']","['0', '']","['305', '']","['298', '']","['7', '']","['0', '']","['0', '']"
8021,r266,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r267,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['83', '']","['83', '']","['0', '']","['0', '']","['0', '']","['83', '']","['83', '']","['0', '']","['0', '']","['0', '']"
8021,r268,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['375', '']","['375', '']","['0', '']","['0', '']","['0', '']","['375', '']","['375', '']","['0', '']","['0', '']","['0', '']"
8021,r269,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['70', '']","['17', '']","['53', '']","['0', '']","['0', '']","['70', '']","['17', '']","['53', '']","['0', '']","['0', '']"
8021,r270,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['3,763', '']","['2,688', '']","['971', '']","['0', '']","['104', '']","['3,579', '']","['2,557', '']","['918', '']","['0', '']","['104', '']"
8021,r271,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['119', '']","['119', '']","['0', '']","['0', '']","['0', '']","['119', '']","['119', '']","['0', '']","['0', '']","['0', '']"
8021,r272,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['1,142', '']","['127', '']","['243', '']","['220', '']","['552', '']","['747', '']","['124', '']","['5', '']","['66', '']","['552', '']"
8021,r273,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r274,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r275,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['14,855', '']","['8,796', '']","['2,945', '']","['733', '']","['2,381', '']","['10,232', '']","['7,145', '']","['1,548', '']","['624', '']","['915', '']"
8021,r276,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['79', '']","['79', '']","['0', '']","['0', '']","['0', '']","['79', '']","['79', '']","['0', '']","['0', '']","['0', '']"
8021,r277,United States -> Maine,United States,Maine,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r278,United States -> Maine -> Public,United States,Maine,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r279,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['5,016', '']","['3,840', '']","['574', '']","['602', '']","['0', '']","['3,944', '']","['3,012', '']","['541', '']","['391', '']","['0', '']"
8021,r280,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r281,United States -> Maine -> Private,United States,Maine,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r282,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['499', '']","['499', '']","['0', '']","['0', '']","['0', '']","['499', '']","['499', '']","['0', '']","['0', '']","['0', '']"
8021,r283,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['134', '']","['25', '']","['0', '']","['109', '']","['0', '']","['134', '']","['25', '']","['0', '']","['109', '']","['0', '']"
8021,r284,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['308', '']","['0', '']","['0', '']","['263', '']","['45', '']","['45', '']","['0', '']","['0', '']","['0', '']","['45', '']"
8021,r285,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['143', '']","['25', '']","['13', '']","['55', '']","['50', '']","['122', '']","['25', '']","['13', '']","['34', '']","['50', '']"
8021,r286,United States -> Maryland,United States,Maryland,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r287,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8021,r288,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r289,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['1,638', '']","['1,470', '']","['133', '']","['35', '']","['0', '']","['1,578', '']","['1,470', '']","['73', '']","['35', '']","['0', '']"
8021,r290,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['146', '']","['81', '']","['0', '']","['65', '']","['0', '']","['65', '']","['0', '']","['0', '']","['65', '']","['0', '']"
8021,r291,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['292', '']","['93', '']","['107', '']","['0', '']","['92', '']","['292', '']","['93', '']","['107', '']","['0', '']","['92', '']"
8021,r292,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['2,676', '']","['605', '']","['32', '']","['1,424', '']","['615', '']","['2,644', '']","['605', '']","['0', '']","['1,424', '']","['615', '']"
8021,r293,United States -> Maryland -> Public -> U. Maryland<sup>c</sup>,United States,Maryland,Public,U. Maryland<sup>c</sup>,4,"['120,812', '']","['89,005', '']","['14,622', '']","['4,915', '']","['12,270', '']","['100,470', '']","['73,114', '']","['13,167', '']","['4,574', '']","['9,615', '']"
8021,r294,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['2,631', '']","['1,951', '']","['285', '']","['282', '']","['113', '']","['2,200', '']","['1,724', '']","['285', '']","['78', '']","['113', '']"
8021,r295,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['6,351', '']","['4,813', '']","['1,191', '']","['210', '']","['137', '']","['5,035', '']","['4,389', '']","['380', '']","['210', '']","['56', '']"
8021,r296,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['2,655', '']","['0', '']","['0', '']","['0', '']","['2,655', '']","['2,655', '']","['0', '']","['0', '']","['0', '']","['2,655', '']"
8021,r297,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r298,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8021,r299,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
