table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3183,r200,United States -> Illinois -> Public -> Illinois State U.,United States,Illinois,Public,Illinois State U.,4,"['27,082', '']","['9,827', '']","['514', '']","['15,525', '']","['456', '']","['749', '']","['11', '']"
3183,r201,United States -> Illinois -> Public -> Northeastern Illinois U.,United States,Illinois,Public,Northeastern Illinois U.,4,"['2,478', '']","['2,478', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3183,r202,United States -> Illinois -> Public -> Northern Illinois U.,United States,Illinois,Public,Northern Illinois U.,4,"['26,570', '']","['8,610', '']","['1,167', '']","['16,077', '']","['337', '']","['255', '']","['124', '']"
3183,r203,"United States -> Illinois -> Public -> Southern Illinois U., Carbondale",United States,Illinois,Public,"Southern Illinois U., Carbondale",4,"['41,729', '']","['12,625', '']","['604', '']","['20,494', '']","['7,394', '']","['612', '']","['0', '']"
3183,r204,"United States -> Illinois -> Public -> Southern Illinois U., Edwardsville",United States,Illinois,Public,"Southern Illinois U., Edwardsville",4,"['18,088', '']","['3,561', '']","['147', '']","['12,944', '']","['1,121', '']","['260', '']","['55', '']"
3183,r205,"United States -> Illinois -> Public -> U. Illinois, Chicago",United States,Illinois,Public,"U. Illinois, Chicago",4,"['382,949', '']","['208,603', '']","['7,828', '']","['122,535', '']","['13,892', '']","['22,626', '']","['7,465', '']"
3183,r206,"United States -> Illinois -> Public -> U. Illinois, Springfield",United States,Illinois,Public,"U. Illinois, Springfield",4,"['1,876', '']","['980', '']","['44', '']","['774', '']","['4', '']","['74', '']","['0', '']"
3183,r207,"United States -> Illinois -> Public -> U. Illinois, Urbana-Champaign",United States,Illinois,Public,"U. Illinois, Urbana-Champaign",4,"['677,523', '']","['382,206', '']","['25,352', '']","['185,282', '']","['40,128', '']","['24,596', '']","['19,959', '']"
3183,r208,United States -> Illinois -> Public -> Western Illinois U.,United States,Illinois,Public,Western Illinois U.,4,"['2,373', '']","['1,495', '']","['182', '']","['344', '']","['94', '']","['0', '']","['258', '']"
3183,r209,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['1,528,167', '']","['974,283', '']","['3,227', '']","['322,378', '']","['115,946', '']","['102,680', '']","['9,653', '']"
3183,r210,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['1,357', '']","['515', '']","['49', '']","['265', '']","['515', '']","['0', '']","['13', '']"
3183,r211,United States -> Illinois -> Private -> DePaul U.,United States,Illinois,Private,DePaul U.,4,"['6,144', '']","['4,464', '']","['6', '']","['1,132', '']","['36', '']","['473', '']","['33', '']"
3183,r212,United States -> Illinois -> Private -> Erikson Institute,United States,Illinois,Private,Erikson Institute,4,"['2,279', '']","['753', '']","['588', '']","['179', '']","['0', '']","['759', '']","['0', '']"
3183,r213,United States -> Illinois -> Private -> Illinois Institute of Technology,United States,Illinois,Private,Illinois Institute of Technology,4,"['34,334', '']","['28,827', '']","['1', '']","['1,826', '']","['2,328', '']","['1,007', '']","['345', '']"
3183,r214,"United States -> Illinois -> Private -> Loyola U., Chicago",United States,Illinois,Private,"Loyola U., Chicago",4,"['39,223', '']","['23,562', '']","['78', '']","['7,712', '']","['3,206', '']","['3,285', '']","['1,380', '']"
3183,r215,United States -> Illinois -> Private -> Midwestern U.,United States,Illinois,Private,Midwestern U.,4,"['10,343', '']","['1,045', '']","['50', '']","['8,670', '']","['308', '']","['270', '']","['0', '']"
3183,r216,United States -> Illinois -> Private -> Northwestern U.,United States,Illinois,Private,Northwestern U.,4,"['857,069', '']","['502,300', '']","['14', '']","['243,099', '']","['53,528', '']","['50,647', '']","['7,481', '']"
3183,r217,United States -> Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,United States,Illinois,Private,Rosalind Franklin U. of Medicine and Science,4,"['16,126', '']","['8,865', '']","['45', '']","['4,788', '']","['1,500', '']","['922', '']","['6', '']"
3183,r218,United States -> Illinois -> Private -> Rush U.,United States,Illinois,Private,Rush U.,4,"['96,267', '']","['68,941', '']","['2,309', '']","['7,670', '']","['13,761', '']","['3,586', '']","['0', '']"
3183,r219,"United States -> Illinois -> Private -> Toyota Technological Institute, Chicago",United States,Illinois,Private,"Toyota Technological Institute, Chicago",4,"['3,681', '']","['1,934', '']","['0', '']","['1,325', '']","['305', '']","['117', '']","['0', '']"
3183,r220,United States -> Illinois -> Private -> U. Chicago,United States,Illinois,Private,U. Chicago,4,"['459,171', '']","['332,776', '']","['87', '']","['44,762', '']","['40,457', '']","['40,694', '']","['395', '']"
3183,r221,"United States -> Illinois -> Private -> Wheaton C., Wheaton",United States,Illinois,Private,"Wheaton C., Wheaton",4,"['2,173', '']","['301', '']","['0', '']","['950', '']","['2', '']","['920', '']","['0', '']"
3183,r222,United States -> Indiana,United States,Indiana,,,2,"['1,661,312', '']","['699,333', '']","['47,300', '']","['635,438', '']","['100,742', '']","['123,421', '']","['55,078', '']"
3183,r223,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['1,421,234', '']","['592,922', '']","['46,424', '']","['546,130', '']","['91,291', '']","['107,773', '']","['36,694', '']"
3183,r224,United States -> Indiana -> Public -> Ball State U.,United States,Indiana,Public,Ball State U.,4,"['12,145', '']","['2,929', '']","['758', '']","['7,734', '']","['391', '']","['333', '']","['0', '']"
3183,r225,United States -> Indiana -> Public -> Indiana State U.,United States,Indiana,Public,Indiana State U.,4,"['1,682', '']","['1,190', '']","['142', '']","['186', '']","['70', '']","['94', '']","['0', '']"
3183,r226,"United States -> Indiana -> Public -> Indiana U., Bloomington",United States,Indiana,Public,"Indiana U., Bloomington",4,"['668,157', '']","['308,586', '']","['4,772', '']","['263,300', '']","['26,165', '']","['64,916', '']","['418', '']"
3183,r227,"United States -> Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",United States,Indiana,Public,"Indiana U.-Purdue U., Indianapolis",4,"['67,635', '']","['27,349', '']","['976', '']","['30,077', '']","['3,479', '']","['5,652', '']","['102', '']"
3183,r228,"United States -> Indiana -> Public -> Purdue U., Fort Wayne",United States,Indiana,Public,"Purdue U., Fort Wayne",4,"['2,416', '']","['544', '']","['423', '']","['879', '']","['135', '']","['144', '']","['291', '']"
3183,r229,"United States -> Indiana -> Public -> Purdue U., Northwest",United States,Indiana,Public,"Purdue U., Northwest",4,"['5,272', '']","['2,493', '']","['609', '']","['1,311', '']","['640', '']","['137', '']","['82', '']"
3183,r230,"United States -> Indiana -> Public -> Purdue U., West Lafayette",United States,Indiana,Public,"Purdue U., West Lafayette",4,"['663,927', '']","['249,831', '']","['38,744', '']","['242,643', '']","['60,411', '']","['36,497', '']","['35,801', '']"
3183,r231,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['240,078', '']","['106,411', '']","['876', '']","['89,308', '']","['9,451', '']","['15,648', '']","['18,384', '']"
3183,r232,United States -> Indiana -> Private -> U. Notre Dame,United States,Indiana,Private,U. Notre Dame,4,"['240,078', '']","['106,411', '']","['876', '']","['89,308', '']","['9,451', '']","['15,648', '']","['18,384', '']"
3183,r233,United States -> Iowa,United States,Iowa,,,2,"['880,424', '']","['405,544', '']","['49,963', '']","['343,948', '']","['46,167', '']","['31,260', '']","['3,542', '']"
3183,r234,United States -> Iowa -> Public,United States,Iowa,Public,,3,"['870,455', '']","['402,772', '']","['49,632', '']","['337,902', '']","['46,139', '']","['30,682', '']","['3,328', '']"
3183,r235,United States -> Iowa -> Public -> Iowa State U.,United States,Iowa,Public,Iowa State U.,4,"['358,474', '']","['147,866', '']","['43,041', '']","['129,709', '']","['23,851', '']","['10,679', '']","['3,328', '']"
3183,r236,United States -> Iowa -> Public -> U. Iowa,United States,Iowa,Public,U. Iowa,4,"['508,353', '']","['252,563', '']","['6,290', '']","['207,385', '']","['22,153', '']","['19,962', '']","['0', '']"
3183,r237,United States -> Iowa -> Public -> U. Northern Iowa,United States,Iowa,Public,U. Northern Iowa,4,"['3,628', '']","['2,343', '']","['301', '']","['808', '']","['135', '']","['41', '']","['0', '']"
3183,r238,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['9,969', '']","['2,772', '']","['331', '']","['6,046', '']","['28', '']","['578', '']","['214', '']"
3183,r239,United States -> Iowa -> Private -> Des Moines U.,United States,Iowa,Private,Des Moines U.,4,"['1,954', '']","['845', '']","['320', '']","['680', '']","['21', '']","['88', '']","['0', '']"
3183,r240,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['865', '']","['463', '']","['11', '']","['236', '']","['7', '']","['146', '']","['2', '']"
3183,r241,United States -> Iowa -> Private -> Grinnell C.,United States,Iowa,Private,Grinnell C.,4,"['5,500', '']","['364', '']","['0', '']","['4,580', '']","['0', '']","['344', '']","['212', '']"
3183,r242,"United States -> Iowa -> Private -> Palmer C. of Chiropractic, Davenport",United States,Iowa,Private,"Palmer C. of Chiropractic, Davenport",4,"['1,650', '']","['1,100', '']","['0', '']","['550', '']","['0', '']","['0', '']","['0', '']"
3183,r243,United States -> Kansas,United States,Kansas,,,2,"['703,716', '']","['281,630', '']","['76,052', '']","['198,586', '']","['112,205', '']","['32,631', '']","['2,612', '']"
3183,r244,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['703,716', '']","['281,630', '']","['76,052', '']","['198,586', '']","['112,205', '']","['32,631', '']","['2,612', '']"
3183,r245,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['1,143', '']","['694', '']","['326', '']","['123', '']","['0', '']","['0', '']","['0', '']"
3183,r246,United States -> Kansas -> Public -> Kansas State U.,United States,Kansas,Public,Kansas State U.,4,"['218,622', '']","['81,269', '']","['37,702', '']","['82,673', '']","['7,099', '']","['7,783', '']","['2,096', '']"
3183,r247,United States -> Kansas -> Public -> Pittsburg State U.,United States,Kansas,Public,Pittsburg State U.,4,"['2,513', '']","['339', '']","['976', '']","['NA', '']","['1,025', '']","['173', '']","['0', '']"
3183,r248,United States -> Kansas -> Public -> U. Kansas,United States,Kansas,Public,U. Kansas,4,"['352,643', '']","['169,694', '']","['29,122', '']","['107,078', '']","['22,073', '']","['24,168', '']","['508', '']"
3183,r249,United States -> Kansas -> Public -> Wichita State U.,United States,Kansas,Public,Wichita State U.,4,"['128,795', '']","['29,634', '']","['7,926', '']","['8,712', '']","['82,008', '']","['507', '']","['8', '']"
3183,r250,United States -> Kentucky,United States,Kentucky,,,2,"['610,983', '']","['294,795', '']","['49,921', '']","['182,081', '']","['19,130', '']","['22,179', '']","['42,877', '']"
3183,r251,United States -> Kentucky -> Public,United States,Kentucky,Public,,3,"['610,983', '']","['294,795', '']","['49,921', '']","['182,081', '']","['19,130', '']","['22,179', '']","['42,877', '']"
3183,r252,United States -> Kentucky -> Public -> Eastern Kentucky U.,United States,Kentucky,Public,Eastern Kentucky U.,4,"['1,125', '']","['598', '']","['82', '']","['328', '']","['2', '']","['13', '']","['102', '']"
3183,r253,United States -> Kentucky -> Public -> Kentucky State U.,United States,Kentucky,Public,Kentucky State U.,4,"['8,433', '']","['4,692', '']","['3,626', '']","['10', '']","['72', '']","['33', '']","['0', '']"
3183,r254,United States -> Kentucky -> Public -> Morehead State U.,United States,Kentucky,Public,Morehead State U.,4,"['2,028', '']","['1,651', '']","['50', '']","['317', '']","['0', '']","['10', '']","['0', '']"
3183,r255,United States -> Kentucky -> Public -> Murray State U.,United States,Kentucky,Public,Murray State U.,4,"['3,710', '']","['2,639', '']","['22', '']","['982', '']","['67', '']","['0', '']","['0', '']"
3183,r256,United States -> Kentucky -> Public -> Northern Kentucky U.,United States,Kentucky,Public,Northern Kentucky U.,4,"['2,363', '']","['1,316', '']","['105', '']","['769', '']","['33', '']","['140', '']","['0', '']"
3183,r257,United States -> Kentucky -> Public -> U. Kentucky,United States,Kentucky,Public,U. Kentucky,4,"['410,581', '']","['192,945', '']","['37,544', '']","['125,639', '']","['11,297', '']","['14,018', '']","['29,138', '']"
3183,r258,United States -> Kentucky -> Public -> U. Louisville,United States,Kentucky,Public,U. Louisville,4,"['173,462', '']","['87,563', '']","['8,114', '']","['48,834', '']","['7,475', '']","['7,880', '']","['13,596', '']"
3183,r259,United States -> Kentucky -> Public -> Western Kentucky U.,United States,Kentucky,Public,Western Kentucky U.,4,"['9,281', '']","['3,391', '']","['378', '']","['5,202', '']","['184', '']","['85', '']","['41', '']"
3183,r260,United States -> Louisiana,United States,Louisiana,,,2,"['778,357', '']","['302,498', '']","['98,916', '']","['232,925', '']","['69,914', '']","['50,200', '']","['23,904', '']"
3183,r261,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['568,500', '']","['188,210', '']","['93,838', '']","['177,928', '']","['64,949', '']","['32,487', '']","['11,088', '']"
3183,r262,United States -> Louisiana -> Public -> Grambling State U.,United States,Louisiana,Public,Grambling State U.,4,"['2,836', '']","['1,066', '']","['670', '']","['1,100', '']","['0', '']","['0', '']","['0', '']"
3183,r263,"United States -> Louisiana -> Public -> Louisiana State U., Baton Rouge",United States,Louisiana,Public,"Louisiana State U., Baton Rouge",4,"['296,497', '']","['88,721', '']","['67,140', '']","['107,220', '']","['12,178', '']","['12,570', '']","['8,668', '']"
3183,r264,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",4,"['40,914', '']","['31,290', '']","['253', '']","['3,522', '']","['2,222', '']","['3,227', '']","['400', '']"
3183,r265,"United States -> Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",United States,Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",4,"['26,262', '']","['12,185', '']","['132', '']","['9,841', '']","['524', '']","['3,580', '']","['0', '']"
3183,r266,United States -> Louisiana -> Public -> Louisiana Tech U.,United States,Louisiana,Public,Louisiana Tech U.,4,"['26,143', '']","['6,564', '']","['2,525', '']","['14,848', '']","['890', '']","['0', '']","['1,316', '']"
3183,r267,United States -> Louisiana -> Public -> Northwestern State U. Louisiana,United States,Louisiana,Public,Northwestern State U. Louisiana,4,"['2,058', '']","['579', '']","['1,235', '']","['244', '']","['0', '']","['0', '']","['0', '']"
3183,r268,United States -> Louisiana -> Public -> Southeastern Louisiana U.,United States,Louisiana,Public,Southeastern Louisiana U.,4,"['1,971', '']","['803', '']","['174', '']","['782', '']","['12', '']","['168', '']","['32', '']"
3183,r269,"United States -> Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",United States,Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['5,448', '']","['3,057', '']","['2,323', '']","['68', '']","['0', '']","['0', '']","['0', '']"
3183,r270,"United States -> Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",United States,Louisiana,Public,"Southern U. and A&M C., Baton Rouge",4,"['4,492', '']","['3,243', '']","['290', '']","['704', '']","['255', '']","['0', '']","['0', '']"
3183,r271,"United States -> Louisiana -> Public -> U. Louisiana, Lafayette",United States,Louisiana,Public,"U. Louisiana, Lafayette",4,"['144,187', '']","['34,400', '']","['17,869', '']","['31,636', '']","['48,344', '']","['11,938', '']","['0', '']"
3183,r272,"United States -> Louisiana -> Public -> U. Louisiana, Monroe",United States,Louisiana,Public,"U. Louisiana, Monroe",4,"['2,364', '']","['1,949', '']","['179', '']","['94', '']","['2', '']","['140', '']","['0', '']"
3183,r273,United States -> Louisiana -> Public -> U. New Orleans,United States,Louisiana,Public,U. New Orleans,4,"['15,328', '']","['4,353', '']","['1,048', '']","['7,869', '']","['522', '']","['864', '']","['672', '']"
3183,r274,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['209,857', '']","['114,288', '']","['5,078', '']","['54,997', '']","['4,965', '']","['17,713', '']","['12,816', '']"
3183,r275,United States -> Louisiana -> Private -> Dillard U.,United States,Louisiana,Private,Dillard U.,4,"['2,772', '']","['1,390', '']","['185', '']","['732', '']","['0', '']","['98', '']","['367', '']"
3183,r276,United States -> Louisiana -> Private -> Tulane U.,United States,Louisiana,Private,Tulane U.,4,"['196,933', '']","['104,219', '']","['4,379', '']","['53,333', '']","['4,965', '']","['17,588', '']","['12,449', '']"
3183,r277,United States -> Louisiana -> Private -> Xavier U. Louisiana,United States,Louisiana,Private,Xavier U. Louisiana,4,"['10,152', '']","['8,679', '']","['514', '']","['932', '']","['0', '']","['27', '']","['0', '']"
3183,r278,United States -> Maine,United States,Maine,,,2,"['151,249', '']","['63,641', '']","['23,170', '']","['52,320', '']","['4,383', '']","['5,191', '']","['2,544', '']"
3183,r279,United States -> Maine -> Public,United States,Maine,Public,,3,"['136,925', '']","['53,882', '']","['23,138', '']","['48,881', '']","['4,334', '']","['4,540', '']","['2,150', '']"
3183,r280,United States -> Maine -> Public -> Maine Maritime Academy,United States,Maine,Public,Maine Maritime Academy,4,"['358', '']","['282', '']","['0', '']","['76', '']","['0', '']","['0', '']","['0', '']"
3183,r281,United States -> Maine -> Public -> U. Maine,United States,Maine,Public,U. Maine,4,"['129,913', '']","['51,049', '']","['19,299', '']","['48,644', '']","['4,334', '']","['4,452', '']","['2,135', '']"
3183,r282,United States -> Maine -> Public -> U. Southern Maine,United States,Maine,Public,U. Southern Maine,4,"['6,654', '']","['2,551', '']","['3,839', '']","['161', '']","['0', '']","['88', '']","['15', '']"
3183,r283,United States -> Maine -> Private,United States,Maine,Private,,3,"['14,324', '']","['9,759', '']","['32', '']","['3,439', '']","['49', '']","['651', '']","['394', '']"
3183,r284,United States -> Maine -> Private -> Bates C.,United States,Maine,Private,Bates C.,4,"['2,135', '']","['1,607', '']","['0', '']","['284', '']","['0', '']","['101', '']","['143', '']"
3183,r285,United States -> Maine -> Private -> Bowdoin C.,United States,Maine,Private,Bowdoin C.,4,"['2,991', '']","['1,790', '']","['31', '']","['758', '']","['1', '']","['411', '']","['0', '']"
3183,r286,United States -> Maine -> Private -> Colby C.,United States,Maine,Private,Colby C.,4,"['1,852', '']","['1,093', '']","['1', '']","['512', '']","['0', '']","['0', '']","['246', '']"
3183,r287,United States -> Maine -> Private -> U. New England,United States,Maine,Private,U. New England,4,"['7,346', '']","['5,269', '']","['0', '']","['1,885', '']","['48', '']","['139', '']","['5', '']"
3183,r288,United States -> Maryland,United States,Maryland,,,2,"['4,629,161', '']","['3,598,661', '']","['80,460', '']","['555,299', '']","['139,039', '']","['246,371', '']","['9,331', '']"
3183,r289,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['1,711,725', '']","['1,116,531', '']","['72,934', '']","['403,256', '']","['33,234', '']","['79,800', '']","['5,970', '']"
3183,r290,United States -> Maryland -> Public -> Bowie State U.,United States,Maryland,Public,Bowie State U.,4,"['1,911', '']","['1,911', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3183,r291,United States -> Maryland -> Public -> Morgan State U.,United States,Maryland,Public,Morgan State U.,4,"['13,253', '']","['11,952', '']","['336', '']","['507', '']","['278', '']","['58', '']","['122', '']"
3183,r292,United States -> Maryland -> Public -> Salisbury U.,United States,Maryland,Public,Salisbury U.,4,"['9,368', '']","['2,290', '']","['3,477', '']","['3,475', '']","['7', '']","['119', '']","['0', '']"
3183,r293,United States -> Maryland -> Public -> Towson U.,United States,Maryland,Public,Towson U.,4,"['3,423', '']","['2,144', '']","['19', '']","['851', '']","['75', '']","['303', '']","['31', '']"
3183,r294,United States -> Maryland -> Public -> U. Baltimore,United States,Maryland,Public,U. Baltimore,4,"['12,451', '']","['9,103', '']","['1,985', '']","['NA', '']","['34', '']","['937', '']","['392', '']"
3183,r295,United States -> Maryland -> Public -> U. Maryland<sup>a</sup>,United States,Maryland,Public,U. Maryland<sup>a</sup>,4,"['1,096,600', '']","['696,880', '']","['34,241', '']","['279,371', '']","['30,775', '']","['50,561', '']","['4,772', '']"
3183,r296,United States -> Maryland -> Public -> U. Maryland Center for Environmental Science,United States,Maryland,Public,U. Maryland Center for Environmental Science,4,"['56,033', '']","['17,476', '']","['25,840', '']","['10,418', '']","['940', '']","['1,267', '']","['92', '']"
3183,r297,"United States -> Maryland -> Public -> U. Maryland, Baltimore County",United States,Maryland,Public,"U. Maryland, Baltimore County",4,"['80,632', '']","['56,993', '']","['6,927', '']","['13,297', '']","['1,084', '']","['1,770', '']","['561', '']"
3183,r298,"United States -> Maryland -> Public -> U. Maryland, Eastern Shore",United States,Maryland,Public,"U. Maryland, Eastern Shore",4,"['7,133', '']","['6,983', '']","['109', '']","['0', '']","['41', '']","['0', '']","['0', '']"
3183,r299,United States -> Maryland -> Public -> U.S. Naval Academy,United States,Maryland,Public,U.S. Naval Academy,4,"['13,621', '']","['12,991', '']","['0', '']","['275', '']","['0', '']","['355', '']","['0', '']"
3183,r300,United States -> Maryland -> Public -> Uniformed Services U. of the Health Sciences,United States,Maryland,Public,Uniformed Services U. of the Health Sciences,4,"['417,300', '']","['297,808', '']","['0', '']","['95,062', '']","['0', '']","['24,430', '']","['0', '']"
3183,r301,United States -> Maryland -> Private,United States,Maryland,Private,,3,"['2,917,436', '']","['2,482,130', '']","['7,526', '']","['152,043', '']","['105,805', '']","['166,571', '']","['3,361', '']"
3183,r302,United States -> Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,United States,Maryland,Private,Johns Hopkins U.<sup>b</sup>,4,"['2,917,436', '']","['2,482,130', '']","['7,526', '']","['152,043', '']","['105,805', '']","['166,571', '']","['3,361', '']"
3183,r303,United States -> Massachusetts,United States,Massachusetts,,,2,"['4,305,676', '']","['2,384,590', '']","['41,650', '']","['972,123', '']","['325,565', '']","['426,532', '']","['155,216', '']"
3183,r304,United States -> Massachusetts -> Public,United States,Massachusetts,Public,,3,"['683,650', '']","['382,980', '']","['26,474', '']","['196,609', '']","['33,010', '']","['31,987', '']","['12,590', '']"
3183,r305,"United States -> Massachusetts -> Public -> U. Massachusetts, Amherst",United States,Massachusetts,Public,"U. Massachusetts, Amherst",4,"['223,177', '']","['117,359', '']","['12,409', '']","['70,889', '']","['10,026', '']","['8,986', '']","['3,508', '']"
3183,r306,"United States -> Massachusetts -> Public -> U. Massachusetts, Boston",United States,Massachusetts,Public,"U. Massachusetts, Boston",4,"['62,018', '']","['25,083', '']","['2,369', '']","['28,163', '']","['1,675', '']","['4,108', '']","['620', '']"
3183,r307,"United States -> Massachusetts -> Public -> U. Massachusetts, central office",United States,Massachusetts,Public,"U. Massachusetts, central office",4,"['4,916', '']","['488', '']","['3,226', '']","['240', '']","['323', '']","['578', '']","['61', '']"
3183,r308,"United States -> Massachusetts -> Public -> U. Massachusetts, Dartmouth",United States,Massachusetts,Public,"U. Massachusetts, Dartmouth",4,"['28,036', '']","['7,353', '']","['1,603', '']","['17,421', '']","['1,140', '']","['287', '']","['232', '']"
3183,r309,"United States -> Massachusetts -> Public -> U. Massachusetts, Lowell",United States,Massachusetts,Public,"U. Massachusetts, Lowell",4,"['83,996', '']","['35,309', '']","['6,390', '']","['36,658', '']","['3,460', '']","['1,095', '']","['1,084', '']"
3183,r310,"United States -> Massachusetts -> Public -> U. Massachusetts, Medical School",United States,Massachusetts,Public,"U. Massachusetts, Medical School",4,"['281,507', '']","['197,388', '']","['477', '']","['43,238', '']","['16,386', '']","['16,933', '']","['7,085', '']"
3183,r311,United States -> Massachusetts -> Private,United States,Massachusetts,Private,,3,"['3,622,026', '']","['2,001,610', '']","['15,176', '']","['775,514', '']","['292,555', '']","['394,545', '']","['142,626', '']"
3183,r312,United States -> Massachusetts -> Private -> Amherst C.,United States,Massachusetts,Private,Amherst C.,4,"['6,325', '']","['2,118', '']","['0', '']","['2,894', '']","['0', '']","['154', '']","['1,159', '']"
3183,r313,United States -> Massachusetts -> Private -> Babson C.,United States,Massachusetts,Private,Babson C.,4,"['1,845', '']","['14', '']","['0', '']","['868', '']","['101', '']","['198', '']","['664', '']"
3183,r314,United States -> Massachusetts -> Private -> Boston C.,United States,Massachusetts,Private,Boston C.,4,"['61,956', '']","['32,475', '']","['2,163', '']","['13,596', '']","['440', '']","['13,104', '']","['178', '']"
3183,r315,United States -> Massachusetts -> Private -> Boston U.,United States,Massachusetts,Private,Boston U.,4,"['534,205', '']","['318,511', '']","['395', '']","['149,767', '']","['21,793', '']","['41,622', '']","['2,117', '']"
3183,r316,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['60,825', '']","['41,475', '']","['195', '']","['8,461', '']","['475', '']","['8,191', '']","['2,028', '']"
3183,r317,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['10,193', '']","['3,495', '']","['181', '']","['5,162', '']","['43', '']","['1,295', '']","['17', '']"
3183,r318,United States -> Massachusetts -> Private -> Emerson C.,United States,Massachusetts,Private,Emerson C.,4,"['1,145', '']","['138', '']","['184', '']","['398', '']","['8', '']","['417', '']","['0', '']"
3183,r319,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['1,655', '']","['162', '']","['0', '']","['574', '']","['92', '']","['697', '']","['130', '']"
3183,r320,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['1,239,736', '']","['618,405', '']","['980', '']","['381,597', '']","['48,168', '']","['166,590', '']","['23,996', '']"
3183,r321,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['1,009,466', '']","['489,345', '']","['2,713', '']","['116,760', '']","['196,810', '']","['107,962', '']","['95,876', '']"
3183,r322,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['4,130', '']","['3,494', '']","['0', '']","['20', '']","['0', '']","['616', '']","['0', '']"
3183,r323,United States -> Massachusetts -> Private -> Mount Holyoke C.,United States,Massachusetts,Private,Mount Holyoke C.,4,"['2,979', '']","['2,074', '']","['41', '']","['398', '']","['0', '']","['466', '']","['0', '']"
3183,r324,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['1,223', '']","['928', '']","['0', '']","['174', '']","['44', '']","['77', '']","['0', '']"
3183,r325,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['183,998', '']","['126,762', '']","['1,926', '']","['39,442', '']","['7,629', '']","['7,788', '']","['451', '']"
3183,r326,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['6,041', '']","['2,892', '']","['0', '']","['1,658', '']","['21', '']","['1,470', '']","['0', '']"
3183,r327,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['213,285', '']","['146,630', '']","['1,944', '']","['22,548', '']","['11,123', '']","['27,005', '']","['4,035', '']"
3183,r328,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['8,810', '']","['3,602', '']","['115', '']","['0', '']","['143', '']","['4,508', '']","['442', '']"
3183,r329,United States -> Massachusetts -> Private -> Williams C.,United States,Massachusetts,Private,Williams C.,4,"['5,188', '']","['1,131', '']","['0', '']","['1,758', '']","['0', '']","['145', '']","['2,154', '']"
