table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10158,r112,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,111,"['8,553', '']","['329', '']","['1,452', '']","['37', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,125', '']","['593', '']"
10158,r113,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,112,"['8,377', '']","['91', '']","['1,611', '']","['1,283', '']","['0', '']","['0', '']","['219', '']","['2,059', '']","['0', '']","['1,438', '']","['1,676', '']"
10158,r114,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,113,"['8,154', '']","['16', '']","['497', '']","['742', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']","['6,781', '']","['83', '']"
10158,r115,All institutions -> Tulane U.,All institutions,Tulane U.,2,114,"['8,114', '']","['0', '']","['654', '']","['5,172', '']","['0', '']","['77', '']","['74', '']","['2,095', '']","['0', '']","['0', '']","['42', '']"
10158,r116,All institutions -> Portland State U.,All institutions,Portland State U.,2,115,"['7,836', '']","['51', '']","['698', '']","['2,272', '']","['0', '']","['0', '']","['380', '']","['636', '']","['0', '']","['393', '']","['3,406', '']"
10158,r117,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,116,"['7,684', '']","['39', '']","['439', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,123', '']","['83', '']"
10158,r118,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,117,"['7,676', '']","['460', '']","['3,258', '']","['1,313', '']","['0', '']","['50', '']","['0', '']","['1,033', '']","['0', '']","['617', '']","['945', '']"
10158,r119,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,118,"['7,600', '']","['365', '']","['2,412', '']","['63', '']","['0', '']","['2,818', '']","['0', '']","['1,276', '']","['0', '']","['4', '']","['662', '']"
10158,r120,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,119,"['7,472', '']","['0', '']","['0', '']","['7,472', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r121,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,120,"['7,225', '']","['302', '']","['36', '']","['561', '']","['9', '']","['336', '']","['629', '']","['187', '']","['5', '']","['4,343', '']","['817', '']"
10158,r122,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,121,"['7,170', '']","['10', '']","['460', '']","['4,719', '']","['0', '']","['0', '']","['0', '']","['188', '']","['0', '']","['1,762', '']","['31', '']"
10158,r123,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,122,"['7,094', '']","['1,214', '']","['153', '']","['361', '']","['0', '']","['0', '']","['11', '']","['1,734', '']","['218', '']","['863', '']","['2,540', '']"
10158,r124,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,123,"['7,077', '']","['0', '']","['308', '']","['2,315', '']","['0', '']","['0', '']","['0', '']","['115', '']","['0', '']","['0', '']","['4,339', '']"
10158,r125,All institutions -> U. Houston,All institutions,U. Houston,2,124,"['7,056', '']","['200', '']","['180', '']","['33', '']","['810', '']","['0', '']","['2,384', '']","['1', '']","['0', '']","['1,828', '']","['1,620', '']"
10158,r126,All institutions -> U. Chicago,All institutions,U. Chicago,2,125,"['6,968', '']","['473', '']","['0', '']","['2,382', '']","['0', '']","['0', '']","['792', '']","['2,172', '']","['0', '']","['884', '']","['265', '']"
10158,r127,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,126,"['6,923', '']","['0', '']","['0', '']","['6,923', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r128,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,127,"['6,892', '']","['0', '']","['24', '']","['912', '']","['0', '']","['104', '']","['52', '']","['124', '']","['0', '']","['4,873', '']","['803', '']"
10158,r129,All institutions -> Yale U.,All institutions,Yale U.,2,128,"['6,852', '']","['194', '']","['114', '']","['3,870', '']","['0', '']","['0', '']","['483', '']","['42', '']","['0', '']","['485', '']","['1,664', '']"
10158,r130,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,129,"['6,720', '']","['0', '']","['375', '']","['256', '']","['0', '']","['0', '']","['1,090', '']","['571', '']","['0', '']","['0', '']","['4,428', '']"
10158,r131,All institutions -> Drexel U.,All institutions,Drexel U.,2,130,"['6,703', '']","['669', '']","['0', '']","['2,202', '']","['0', '']","['7', '']","['719', '']","['34', '']","['0', '']","['2,432', '']","['640', '']"
10158,r132,All institutions -> U. Dayton,All institutions,U. Dayton,2,131,"['6,697', '']","['228', '']","['331', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['5,669', '']","['452', '']"
10158,r133,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,132,"['6,572', '']","['0', '']","['1,904', '']","['2,053', '']","['0', '']","['0', '']","['76', '']","['221', '']","['0', '']","['1,319', '']","['999', '']"
10158,r134,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,133,"['6,217', '']","['0', '']","['0', '']","['5,061', '']","['0', '']","['0', '']","['206', '']","['0', '']","['0', '']","['616', '']","['334', '']"
10158,r135,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,134,"['6,189', '']","['238', '']","['0', '']","['1,180', '']","['0', '']","['0', '']","['315', '']","['4,456', '']","['0', '']","['0', '']","['0', '']"
10158,r136,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,135,"['6,185', '']","['0', '']","['634', '']","['2,552', '']","['0', '']","['0', '']","['0', '']","['1,253', '']","['0', '']","['1,374', '']","['372', '']"
10158,r137,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,136,"['6,100', '']","['231', '']","['718', '']","['1,188', '']","['0', '']","['0', '']","['52', '']","['844', '']","['0', '']","['2,212', '']","['855', '']"
10158,r138,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,137,"['6,050', '']","['116', '']","['0', '']","['319', '']","['0', '']","['0', '']","['0', '']","['969', '']","['4,165', '']","['468', '']","['13', '']"
10158,r139,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,138,"['6,014', '']","['0', '']","['0', '']","['223', '']","['0', '']","['0', '']","['0', '']","['276', '']","['0', '']","['0', '']","['5,515', '']"
10158,r140,All institutions -> American U.,All institutions,American U.,2,139,"['5,920', '']","['0', '']","['121', '']","['6', '']","['0', '']","['121', '']","['54', '']","['3,085', '']","['694', '']","['0', '']","['1,839', '']"
10158,r141,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,139,"['5,920', '']","['0', '']","['3,668', '']","['1,574', '']","['0', '']","['71', '']","['0', '']","['43', '']","['13', '']","['506', '']","['45', '']"
10158,r142,All institutions -> Brown U.,All institutions,Brown U.,2,141,"['5,878', '']","['1,803', '']","['119', '']","['276', '']","['0', '']","['415', '']","['94', '']","['701', '']","['0', '']","['636', '']","['1,834', '']"
10158,r143,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,142,"['5,872', '']","['2', '']","['932', '']","['67', '']","['0', '']","['56', '']","['0', '']","['358', '']","['2,128', '']","['13', '']","['2,316', '']"
10158,r144,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,143,"['5,769', '']","['119', '']","['234', '']","['2,255', '']","['0', '']","['85', '']","['1', '']","['187', '']","['110', '']","['1,629', '']","['1,149', '']"
10158,r145,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,144,"['5,714', '']","['168', '']","['0', '']","['0', '']","['0', '']","['548', '']","['0', '']","['0', '']","['0', '']","['4,997', '']","['1', '']"
10158,r146,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,145,"['5,688', '']","['0', '']","['0', '']","['5,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r147,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,146,"['5,675', '']","['0', '']","['4,146', '']","['23', '']","['24', '']","['0', '']","['0', '']","['136', '']","['0', '']","['0', '']","['1,346', '']"
10158,r148,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,147,"['5,494', '']","['23', '']","['26', '']","['2,073', '']","['0', '']","['264', '']","['0', '']","['198', '']","['0', '']","['2,811', '']","['99', '']"
10158,r149,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,148,"['5,459', '']","['0', '']","['5,232', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['227', '']","['0', '']"
10158,r150,All institutions -> U. Idaho,All institutions,U. Idaho,2,149,"['5,429', '']","['42', '']","['1,052', '']","['2,820', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['1,259', '']","['6', '']"
10158,r151,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,150,"['5,422', '']","['17', '']","['560', '']","['1,701', '']","['0', '']","['46', '']","['0', '']","['303', '']","['462', '']","['2,279', '']","['54', '']"
10158,r152,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,151,"['5,406', '']","['0', '']","['0', '']","['3,970', '']","['0', '']","['0', '']","['509', '']","['162', '']","['0', '']","['675', '']","['90', '']"
10158,r153,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,152,"['5,398', '']","['0', '']","['0', '']","['5,085', '']","['0', '']","['313', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r154,All institutions -> U. Memphis,All institutions,U. Memphis,2,153,"['5,326', '']","['286', '']","['1,464', '']","['126', '']","['0', '']","['44', '']","['391', '']","['655', '']","['0', '']","['983', '']","['1,377', '']"
10158,r155,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,154,"['5,138', '']","['252', '']","['149', '']","['462', '']","['6', '']","['243', '']","['30', '']","['1,324', '']","['95', '']","['1,779', '']","['798', '']"
10158,r156,All institutions -> Temple U.,All institutions,Temple U.,2,155,"['5,126', '']","['90', '']","['26', '']","['1,136', '']","['0', '']","['102', '']","['4', '']","['334', '']","['2', '']","['638', '']","['2,794', '']"
10158,r157,All institutions -> Boston C.,All institutions,Boston C.,2,156,"['4,791', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,568', '']","['0', '']","['0', '']","['1,168', '']"
10158,r158,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,157,"['4,724', '']","['0', '']","['8', '']","['2,107', '']","['0', '']","['18', '']","['0', '']","['260', '']","['0', '']","['1,452', '']","['879', '']"
10158,r159,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,158,"['4,695', '']","['0', '']","['649', '']","['251', '']","['0', '']","['0', '']","['0', '']","['65', '']","['17', '']","['3,515', '']","['198', '']"
10158,r160,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,159,"['4,684', '']","['0', '']","['211', '']","['1,980', '']","['125', '']","['0', '']","['0', '']","['152', '']","['0', '']","['1,653', '']","['563', '']"
10158,r161,All institutions -> U. Denver,All institutions,U. Denver,2,160,"['4,642', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['162', '']","['1,585', '']","['0', '']","['194', '']","['2,697', '']"
10158,r162,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,161,"['4,626', '']","['187', '']","['705', '']","['71', '']","['81', '']","['201', '']","['21', '']","['430', '']","['0', '']","['1,627', '']","['1,303', '']"
10158,r163,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,162,"['4,606', '']","['136', '']","['48', '']","['0', '']","['0', '']","['0', '']","['0', '']","['661', '']","['0', '']","['0', '']","['3,761', '']"
10158,r164,All institutions -> U. Vermont,All institutions,U. Vermont,2,163,"['4,591', '']","['98', '']","['1,935', '']","['868', '']","['263', '']","['0', '']","['0', '']","['92', '']","['0', '']","['1,150', '']","['185', '']"
10158,r165,All institutions -> U. Utah,All institutions,U. Utah,2,164,"['4,486', '']","['195', '']","['0', '']","['122', '']","['218', '']","['0', '']","['69', '']","['336', '']","['0', '']","['2,900', '']","['646', '']"
10158,r166,All institutions -> Emory U.,All institutions,Emory U.,2,165,"['4,467', '']","['0', '']","['313', '']","['3,882', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['272', '']"
10158,r167,All institutions -> Ohio U.,All institutions,Ohio U.,2,166,"['4,446', '']","['13', '']","['76', '']","['135', '']","['0', '']","['0', '']","['1,217', '']","['78', '']","['0', '']","['2,920', '']","['7', '']"
10158,r168,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,167,"['4,361', '']","['293', '']","['0', '']","['80', '']","['59', '']","['885', '']","['0', '']","['189', '']","['0', '']","['633', '']","['2,222', '']"
10158,r169,All institutions -> Rice U.,All institutions,Rice U.,2,168,"['4,336', '']","['0', '']","['87', '']","['31', '']","['224', '']","['0', '']","['253', '']","['703', '']","['25', '']","['1,961', '']","['1,052', '']"
10158,r170,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,169,"['4,262', '']","['2,199', '']","['0', '']","['85', '']","['162', '']","['37', '']","['0', '']","['835', '']","['0', '']","['820', '']","['124', '']"
10158,r171,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,170,"['4,215', '']","['252', '']","['1,551', '']","['318', '']","['0', '']","['0', '']","['0', '']","['16', '']","['0', '']","['2,037', '']","['41', '']"
10158,r172,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,171,"['4,054', '']","['0', '']","['75', '']","['902', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['975', '']","['2,102', '']"
10158,r173,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,172,"['3,965', '']","['0', '']","['1,218', '']","['599', '']","['0', '']","['90', '']","['0', '']","['37', '']","['0', '']","['192', '']","['1,829', '']"
10158,r174,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,173,"['3,909', '']","['156', '']","['0', '']","['490', '']","['0', '']","['57', '']","['0', '']","['808', '']","['0', '']","['269', '']","['2,129', '']"
10158,r175,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,174,"['3,841', '']","['0', '']","['8', '']","['1,666', '']","['0', '']","['490', '']","['0', '']","['748', '']","['0', '']","['9', '']","['920', '']"
10158,r176,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,175,"['3,786', '']","['0', '']","['2,797', '']","['757', '']","['0', '']","['0', '']","['0', '']","['232', '']","['0', '']","['0', '']","['0', '']"
10158,r177,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,176,"['3,771', '']","['0', '']","['370', '']","['273', '']","['0', '']","['0', '']","['777', '']","['295', '']","['0', '']","['372', '']","['1,684', '']"
10158,r178,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,177,"['3,681', '']","['0', '']","['44', '']","['3,267', '']","['0', '']","['293', '']","['0', '']","['0', '']","['30', '']","['0', '']","['47', '']"
10158,r179,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,178,"['3,606', '']","['0', '']","['0', '']","['3,535', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['71', '']","['0', '']"
10158,r180,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,179,"['3,584', '']","['0', '']","['0', '']","['2,354', '']","['0', '']","['0', '']","['0', '']","['73', '']","['0', '']","['498', '']","['659', '']"
10158,r181,All institutions -> U. North Florida,All institutions,U. North Florida,2,180,"['3,544', '']","['238', '']","['25', '']","['497', '']","['0', '']","['32', '']","['0', '']","['387', '']","['0', '']","['14', '']","['2,351', '']"
10158,r182,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,181,"['3,523', '']","['370', '']","['1,710', '']","['261', '']","['0', '']","['154', '']","['0', '']","['788', '']","['0', '']","['0', '']","['240', '']"
10158,r183,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,182,"['3,517', '']","['0', '']","['2,557', '']","['67', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['649', '']","['243', '']"
10158,r184,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,183,"['3,487', '']","['24', '']","['255', '']","['33', '']","['0', '']","['8', '']","['0', '']","['135', '']","['0', '']","['2,101', '']","['931', '']"
10158,r185,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,184,"['3,444', '']","['0', '']","['2', '']","['139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,750', '']","['553', '']"
10158,r186,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,185,"['3,425', '']","['0', '']","['3', '']","['3,217', '']","['0', '']","['0', '']","['0', '']","['131', '']","['16', '']","['58', '']","['0', '']"
10158,r187,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,186,"['3,413', '']","['0', '']","['0', '']","['3,413', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r188,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,187,"['3,353', '']","['7', '']","['1,366', '']","['1,239', '']","['0', '']","['67', '']","['0', '']","['78', '']","['0', '']","['185', '']","['411', '']"
10158,r189,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,188,"['3,335', '']","['0', '']","['0', '']","['3,335', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r190,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,189,"['3,308', '']","['0', '']","['921', '']","['48', '']","['47', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2,290', '']"
10158,r191,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,190,"['3,306', '']","['0', '']","['183', '']","['1,109', '']","['66', '']","['27', '']","['0', '']","['187', '']","['0', '']","['1,693', '']","['41', '']"
10158,r192,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,191,"['3,264', '']","['178', '']","['962', '']","['176', '']","['0', '']","['273', '']","['132', '']","['40', '']","['0', '']","['468', '']","['1,035', '']"
10158,r193,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,192,"['3,178', '']","['691', '']","['1,491', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['773', '']","['221', '']"
10158,r194,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,193,"['3,146', '']","['33', '']","['1,677', '']","['89', '']","['0', '']","['0', '']","['0', '']","['18', '']","['0', '']","['1,329', '']","['0', '']"
10158,r195,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,194,"['3,093', '']","['0', '']","['1,590', '']","['1,176', '']","['0', '']","['0', '']","['0', '']","['161', '']","['166', '']","['0', '']","['0', '']"
10158,r196,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,195,"['3,079', '']","['0', '']","['0', '']","['2,176', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['903', '']","['0', '']"
10158,r197,All institutions -> Boise State U.,All institutions,Boise State U.,2,196,"['3,060', '']","['34', '']","['609', '']","['568', '']","['0', '']","['0', '']","['0', '']","['1,214', '']","['0', '']","['456', '']","['179', '']"
10158,r198,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,197,"['2,949', '']","['2,438', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['511', '']"
10158,r199,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,198,"['2,918', '']","['0', '']","['2,863', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r200,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,199,"['2,915', '']","['0', '']","['885', '']","['271', '']","['1,001', '']","['71', '']","['0', '']","['0', '']","['0', '']","['216', '']","['471', '']"
10158,r201,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,200,"['2,860', '']","['0', '']","['0', '']","['2,078', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['782', '']"
10158,r202,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,201,"['2,837', '']","['0', '']","['16', '']","['2,439', '']","['0', '']","['0', '']","['167', '']","['0', '']","['0', '']","['215', '']","['0', '']"
10158,r203,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,202,"['2,832', '']","['0', '']","['32', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,795', '']"
10158,r204,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,203,"['2,831', '']","['55', '']","['0', '']","['7', '']","['36', '']","['8', '']","['0', '']","['0', '']","['0', '']","['660', '']","['2,065', '']"
10158,r205,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,204,"['2,809', '']","['0', '']","['698', '']","['289', '']","['0', '']","['18', '']","['14', '']","['240', '']","['198', '']","['339', '']","['1,013', '']"
10158,r206,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,205,"['2,786', '']","['0', '']","['0', '']","['0', '']","['0', '']","['351', '']","['0', '']","['0', '']","['0', '']","['2,435', '']","['0', '']"
10158,r207,All institutions -> U. Guam,All institutions,U. Guam,2,206,"['2,737', '']","['0', '']","['1,724', '']","['949', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['58', '']"
10158,r208,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,207,"['2,735', '']","['0', '']","['0', '']","['166', '']","['0', '']","['193', '']","['76', '']","['438', '']","['334', '']","['0', '']","['1,528', '']"
10158,r209,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,208,"['2,733', '']","['0', '']","['137', '']","['2,571', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9', '']"
10158,r210,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,209,"['2,699', '']","['278', '']","['0', '']","['541', '']","['0', '']","['0', '']","['0', '']","['572', '']","['0', '']","['413', '']","['895', '']"
10158,r211,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,210,"['2,681', '']","['0', '']","['2,681', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r212,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,211,"['2,655', '']","['0', '']","['0', '']","['2,655', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10158,r213,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,212,"['2,654', '']","['0', '']","['2,568', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['51', '']"
10158,r214,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,213,"['2,548', '']","['100', '']","['100', '']","['780', '']","['51', '']","['275', '']","['246', '']","['100', '']","['0', '']","['0', '']","['896', '']"
10158,r215,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,214,"['2,518', '']","['0', '']","['573', '']","['921', '']","['0', '']","['0', '']","['130', '']","['0', '']","['0', '']","['866', '']","['28', '']"
10158,r216,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,215,"['2,456', '']","['0', '']","['214', '']","['12', '']","['0', '']","['6', '']","['33', '']","['1', '']","['0', '']","['300', '']","['1,890', '']"
10158,r217,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,216,"['2,429', '']","['90', '']","['0', '']","['510', '']","['0', '']","['671', '']","['0', '']","['0', '']","['123', '']","['738', '']","['297', '']"
10158,r218,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,217,"['2,425', '']","['71', '']","['351', '']","['122', '']","['0', '']","['163', '']","['16', '']","['495', '']","['0', '']","['294', '']","['913', '']"
10158,r219,All institutions -> U. Louisville,All institutions,U. Louisville,2,218,"['2,419', '']","['43', '']","['21', '']","['842', '']","['0', '']","['18', '']","['6', '']","['83', '']","['0', '']","['906', '']","['500', '']"
10158,r220,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,219,"['2,414', '']","['0', '']","['0', '']","['1,502', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['630', '']","['270', '']"
10158,r221,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,220,"['2,382', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['2,362', '']"
10158,r222,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,221,"['2,378', '']","['0', '']","['0', '']","['387', '']","['0', '']","['0', '']","['0', '']","['297', '']","['0', '']","['0', '']","['1,694', '']"
10158,r223,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,222,"['2,322', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,322', '']"
10158,r224,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,223,"['2,246', '']","['0', '']","['923', '']","['199', '']","['0', '']","['1', '']","['2', '']","['515', '']","['6', '']","['343', '']","['257', '']"
10158,r225,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,224,"['2,244', '']","['0', '']","['2,229', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']"
10158,r226,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,225,"['2,221', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,161', '']"
10158,r227,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,226,"['2,188', '']","['7', '']","['0', '']","['249', '']","['0', '']","['644', '']","['0', '']","['0', '']","['0', '']","['988', '']","['300', '']"
10158,r228,All institutions -> U. Colorado Denver<sup>e</sup>,All institutions,U. Colorado Denver<sup>e</sup>,2,227,"['2,165', '']","['229', '']","['39', '']","['92', '']","['368', '']","['0', '']","['0', '']","['51', '']","['0', '']","['153', '']","['1,233', '']"
10158,r229,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,228,"['2,149', '']","['0', '']","['211', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']","['175', '']","['1,711', '']"
10158,r230,All institutions -> Troy U.,All institutions,Troy U.,2,229,"['2,136', '']","['0', '']","['67', '']","['27', '']","['0', '']","['1,910', '']","['0', '']","['0', '']","['0', '']","['0', '']","['132', '']"
