table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_employees_total,field_worldwide_employees_r_d,field_worldwide_employees_r_d_employees,field_domestic_employees_total,field_domestic_employees_r_d,field_domestic_employees_r_d_employees,field_foreign_employees_total,field_foreign_employees_r_d,field_foreign_employees_r_d_employees
766,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['461', '&nbsp;']","['34', '&nbsp;']","['7.3', '&nbsp;']","['392', '&nbsp;']","['28', '&nbsp;']","['7.1', '&nbsp;']","['69', '&nbsp;']","['6', '&nbsp;']","['8.4', '&nbsp;']"
766,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['380', '&nbsp;']","['6', '&nbsp;']","['1.5', '&nbsp;']","['376', '&nbsp;']","['5', '&nbsp;']","['1.4', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['8.6', '&nbsp;']"
766,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,102', '&nbsp;']","['15', '&nbsp;']","['0.7', '&nbsp;']","['1,586', '&nbsp;']","['13', '&nbsp;']","['0.8', '&nbsp;']","['516', '&nbsp;']","['2', '&nbsp;']","['0.5', '&nbsp;']"
766,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['29,240', '&nbsp;']","['2,178', '&nbsp;']","['7.4', '&nbsp;']","['18,915', '&nbsp;']","['1,543', '&nbsp;']","['8.2', '&nbsp;']","['10,325', '&nbsp;']","['635', '&nbsp;']","['6.2', '&nbsp;']"
766,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
766,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['114', '&nbsp;']","['29', '&nbsp;']","['25.4', '&nbsp;']","['99', '&nbsp;']","['26', '&nbsp;']","['26.1', '&nbsp;']","['15', '&nbsp;']","['3', '&nbsp;']","['20.4', '&nbsp;']"
766,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
766,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['235', '&nbsp;']","['54', '&nbsp;']","['22.8', '&nbsp;']","['220', '&nbsp;']","['50', '&nbsp;']","['22.5', '&nbsp;']","['15', '&nbsp;']","['4', '&nbsp;']","['26.3', '&nbsp;']"
766,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['584', '&nbsp;']","['99', '&nbsp;']","['17.0', '&nbsp;']","['534', '&nbsp;']","['91', '&nbsp;']","['16.9', '&nbsp;']","['50', '&nbsp;']","['9', '&nbsp;']","['17.9', '&nbsp;']"
766,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
766,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['629', '&nbsp;']","['90', '&nbsp;']","['14.2', '&nbsp;']","['575', '&nbsp;']","['83', '&nbsp;']","['14.4', '&nbsp;']","['54', '&nbsp;']","['7', '&nbsp;']","['12.1', '&nbsp;']"
766,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,059', '&nbsp;']","['118', '&nbsp;']","['11.1', '&nbsp;']","['855', '&nbsp;']","['100', '&nbsp;']","['11.7', '&nbsp;']","['204', '&nbsp;']","['18', '&nbsp;']","['8.8', '&nbsp;']"
766,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
766,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,006', '&nbsp;']","['99', '&nbsp;']","['9.9', '&nbsp;']","['805', '&nbsp;']","['86', '&nbsp;']","['10.7', '&nbsp;']","['201', '&nbsp;']","['14', '&nbsp;']","['6.7', '&nbsp;']"
766,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,170', '&nbsp;']","['102', '&nbsp;']","['8.7', '&nbsp;']","['801', '&nbsp;']","['77', '&nbsp;']","['9.6', '&nbsp;']","['369', '&nbsp;']","['25', '&nbsp;']","['6.6', '&nbsp;']"
766,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['4,355', '&nbsp;']","['388', '&nbsp;']","['8.9', '&nbsp;']","['2,676', '&nbsp;']","['254', '&nbsp;']","['9.5', '&nbsp;']","['1,678', '&nbsp;']","['134', '&nbsp;']","['8.0', '&nbsp;']"
766,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['3,216', '&nbsp;']","['227', '&nbsp;']","['7.1', '&nbsp;']","['1,668', '&nbsp;']","['147', '&nbsp;']","['8.8', '&nbsp;']","['1,548', '&nbsp;']","['80', '&nbsp;']","['5.2', '&nbsp;']"
766,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['4,951', '&nbsp;']","['336', '&nbsp;']","['6.8', '&nbsp;']","['2,935', '&nbsp;']","['228', '&nbsp;']","['7.8', '&nbsp;']","['2,016', '&nbsp;']","['108', '&nbsp;']","['5.3', '&nbsp;']"
766,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['11,921', '&nbsp;']","['637', '&nbsp;']","['5.3', '&nbsp;']","['7,745', '&nbsp;']","['402', '&nbsp;']","['5.2', '&nbsp;']","['4,176', '&nbsp;']","['235', '&nbsp;']","['5.6', '&nbsp;']"
